id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear,intakeMonthR
64807,Stray,Zeus,Labrador Retriever/Hound,Brown,Dog,1 year 0 months.,Male,Adoption,09/13/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,13,2019,February
64807,Stray,Zeus,Labrador Retriever/Hound,Brown,Dog,1 year 0 months.,Male,Adoption,09/13/2019,03/08/2020,Adolescent,Adolescent,3,8,2020,9,13,2019,February
64810,Stray,Minnie,Domestic Short Hair,Torbie,Cat,10 months.,Female,Foster,09/13/2019,09/14/2019,Adolescent,Adolescent,9,14,2019,9,13,2019,February
64810,Stray,Minnie,Domestic Short Hair,Torbie,Cat,10 months.,Female,Foster,09/13/2019,11/04/2019,Adolescent,Adolescent,11,4,2019,9,13,2019,February
64810,Stray,Minnie,Domestic Short Hair,Torbie,Cat,10 months.,Female,Adoption,09/13/2019,12/06/2019,Adolescent,Adolescent,12,6,2019,9,13,2019,February
64811,Unable to Afford,Tickle,Domestic Short Hair,Grey and White,Cat,1 year 0 months.,Female,Adoption,09/13/2019,09/22/2019,Adolescent,Adolescent,9,22,2019,9,13,2019,February
64812,Unable to Afford,Ickle,Domestic Medium Hair,Grey,Cat,1 year 0 months.,Female,Adoption,09/13/2019,09/22/2019,Adolescent,Adolescent,9,22,2019,9,13,2019,February
64813,Unable to Afford,Pickle,Domestic Short Hair,"Black, Brown and White",Cat,1 year 0 months.,Male,Adoption,09/13/2019,09/26/2019,Adolescent,Adolescent,9,26,2019,9,13,2019,February
64815,Landlord issues,Scarlett Baby,Domestic Short Hair,Tortoiseshell,Cat,2 years 10 months.,Female,Adoption,09/13/2019,10/04/2019,Adult,Adult,10,4,2019,9,13,2019,February
64816,Landlord issues,Baby,Domestic Short Hair,Tabbico,Cat,3 years 9 months.,Female,Foster,09/13/2019,10/03/2019,Adult,Adult,10,3,2019,9,13,2019,February
64816,Landlord issues,Baby,Domestic Short Hair,Tabbico,Cat,3 years 9 months.,Female,Adoption,09/13/2019,10/14/2019,Adult,Adult,10,14,2019,9,13,2019,February
64819,Unable to Afford,Lavender Gooms,Domestic Short Hair,Brown and Black,Cat,1 year 3 months.,Male,Adoption,09/14/2019,10/17/2019,Adolescent,Adolescent,10,17,2019,9,14,2019,February
64820,Unable to Afford,Yasmine Bleeth,Domestic Short Hair,Brown and Black,Cat,2 years 11 months.,Female,Adoption,09/14/2019,11/15/2019,Adult,Adult,11,15,2019,9,14,2019,February
64821,Unable to Afford,Connor,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Foster,09/14/2019,09/27/2019,Adolescent,Adolescent,9,27,2019,9,14,2019,February
64821,Unable to Afford,Connor,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Adoption,09/14/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,14,2019,February
64822,Unable to Afford,Conner Prairie,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Foster,09/14/2019,09/27/2019,Adolescent,Adolescent,9,27,2019,9,14,2019,February
64822,Unable to Afford,Conner Prairie,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Adoption,09/14/2019,10/31/2019,Adolescent,Adolescent,10,31,2019,9,14,2019,February
64823,Unable to Afford,Plum,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Foster,09/14/2019,09/19/2019,Adolescent,Adolescent,9,19,2019,9,14,2019,February
64823,Unable to Afford,Plum,Domestic Short Hair,Black and Brown,Cat,11 months.,Male,Adoption,09/14/2019,12/19/2019,Adolescent,Adolescent,12,19,2019,9,14,2019,February
64824,Unable to Afford,John Connor,Domestic Short Hair,Brown and Black,Cat,11 months.,Male,Foster,09/14/2019,09/27/2019,Adolescent,Adolescent,9,27,2019,9,14,2019,February
64824,Unable to Afford,John Connor,Domestic Short Hair,Brown and Black,Cat,11 months.,Male,Adoption,09/14/2019,11/09/2019,Adolescent,Adolescent,11,9,2019,9,14,2019,February
64825,Unable to Afford,Lilac,Domestic Short Hair,Black and Brown,Cat,11 months.,Female,Foster,09/14/2019,09/27/2019,Adolescent,Adolescent,9,27,2019,9,14,2019,February
64825,Unable to Afford,Lilac,Domestic Short Hair,Black and Brown,Cat,11 months.,Female,Adoption,09/14/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,14,2019,February
64826,Unable to Afford,Bill Ofrights,Domestic Short Hair,Brown and Black,Cat,1 year 3 months.,Male,Adoption,09/14/2019,09/28/2019,Adolescent,Adolescent,9,28,2019,9,14,2019,February
64827,Unable to Afford,Peaches,Domestic Short Hair,Brown and Black,Cat,11 months.,Female,Foster,09/14/2019,09/19/2019,Adolescent,Adolescent,9,19,2019,9,14,2019,February
64827,Unable to Afford,Peaches,Domestic Short Hair,Brown and Black,Cat,11 months.,Female,Adoption,09/14/2019,12/19/2019,Adolescent,Adolescent,12,19,2019,9,14,2019,February
64832,Unsuitable Accommodation,Little,Domestic Short Hair,Black and Brown,Cat,1 year 1 month.,Male,Adoption,09/14/2019,10/14/2019,Adolescent,Adolescent,10,14,2019,9,14,2019,February
64833,Unsuitable Accommodation,Debbie,Domestic Short Hair,Black and Brown,Cat,2 years 10 months.,Female,Adoption,09/14/2019,12/12/2019,Adult,Adult,12,12,2019,9,14,2019,February
64835,Abuse/ neglect,Rocky,Labrador Retriever,Chocolate,Dog,4 years 0 months.,Male,Reclaimed,09/15/2019,09/15/2019,Adult,Adult,9,15,2019,9,15,2019,February
64835,Abuse/ neglect,Rocky,Labrador Retriever,Chocolate,Dog,4 years 0 months.,Male,Reclaimed,09/15/2019,09/16/2020,Adult,Adult,9,16,2020,9,15,2019,February
64836,Stray,Jackie,Domestic Short Hair,Orange,Cat,1 year 0 months.,Female,Adoption,09/15/2019,09/24/2019,Adolescent,Adolescent,9,24,2019,9,15,2019,February
64837,Stray,Elly,Chihuahua,Tan,Dog,1 year 5 months.,Female,Foster,09/15/2019,09/24/2019,Adolescent,Adolescent,9,24,2019,9,15,2019,February
64837,Stray,Elly,Chihuahua,Tan,Dog,1 year 5 months.,Female,Foster,09/15/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,15,2019,February
64837,Stray,Elly,Chihuahua,Tan,Dog,1 year 5 months.,Female,Adoption,09/15/2019,10/12/2019,Adolescent,Adolescent,10,12,2019,9,15,2019,February
64838,Stray,Peyton,Domestic Short Hair,Orange and White,Cat,11 months.,Male,Adoption,09/15/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,15,2019,February
64839,Stray,Auggie,Domestic Short Hair,Orange,Cat,11 months.,Male,Adoption,09/15/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,15,2019,February
64840,Stray,Big Head Todd,Maine Coon,Brown and Black,Cat,6 years 9 months.,Male,Adoption,09/15/2019,09/24/2019,Adult,Mature,9,24,2019,9,15,2019,February
64841,Stray,Devlin,Chihuahua,White and Black,Dog,1 year 2 months.,Male,Adoption,09/16/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,16,2019,February
64843,Stray,Desmond,Chihuahua,White and Black,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/26/2019,Adolescent,Adolescent,9,26,2019,9,16,2019,February
64844,Stray,Diane,Chihuahua,White and Brown,Dog,1 year 9 months.,Female,Adoption,09/16/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,16,2019,February
64845,Stray,Dilly,Chihuahua,Black and Brown,Dog,1 year 9 months.,Male,Foster,09/16/2019,09/24/2019,Adolescent,Adolescent,9,24,2019,9,16,2019,February
64845,Stray,Dilly,Chihuahua,Black and Brown,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/30/2019,Adolescent,Adolescent,9,30,2019,9,16,2019,February
64846,Stray,Prudence,Domestic Short Hair,Black and Brown,Cat,1 year 4 months.,Unknown,Transfer,09/16/2019,09/24/2019,Adolescent,Adolescent,9,24,2019,9,16,2019,February
64850,Unsuitable Accommodation,Legolas,Domestic Long Hair,White and Grey,Cat,10 years 10 months.,Male,Adoption,09/16/2019,09/19/2019,Mature,Senior,9,19,2019,9,16,2019,February
64854,Incompatible with owner lifestyle,Mama,Cattle Dog,White and Black,Dog,13 years 1 month.,Female,Adoption,09/16/2019,10/18/2019,Senior,Geriatric,10,18,2019,9,16,2019,February
64856,Litter relinquishment,Ember,Rottweiler/Shep Mix,Black and Brindle,Dog,1 year 6 months.,Female,Adoption,09/16/2019,10/08/2019,Adolescent,Adolescent,10,8,2019,9,16,2019,February
64857,Litter relinquishment,Amazon,Rottweiler/Shep Mix,Brindle and Black,Dog,1 year 9 months.,Female,Adoption,09/16/2019,09/29/2019,Adolescent,Adolescent,9,29,2019,9,16,2019,February
64858,Litter relinquishment,Caspian,Rottweiler/Shep Mix,Brindle,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/21/2019,Adolescent,Adolescent,9,21,2019,9,16,2019,February
64859,Litter relinquishment,Adriatic,Rottweiler/Shep Mix,Brindle and Black,Dog,1 year 9 months.,Female,Adoption,09/16/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,16,2019,February
64860,Litter relinquishment,Apollo,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,16,2019,February
64860,Litter relinquishment,Apollo,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Foster,09/16/2019,07/11/2020,Adolescent,Adolescent,7,11,2020,9,16,2019,February
64860,Litter relinquishment,Apollo,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Foster,09/16/2019,09/21/2020,Adolescent,Adolescent,9,21,2020,9,16,2019,February
64860,Litter relinquishment,Apollo,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Foster,09/16/2019,02/26/2021,Adolescent,Adolescent,2,26,2021,9,16,2019,February
64860,Litter relinquishment,Apollo,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Adoption,09/16/2019,03/10/2021,Adolescent,Adolescent,3,10,2021,9,16,2019,February
64861,Litter relinquishment,Mississippi,Rottweiler/Shep Mix,Brindle and Black,Dog,1 year 11 months.,Female,Adoption,09/16/2019,09/23/2019,Adolescent,Adolescent,9,23,2019,9,16,2019,February
64862,Litter relinquishment,Java,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/20/2019,Adolescent,Adolescent,9,20,2019,9,16,2019,February
64863,Litter relinquishment,Arctic,Rottweiler/Shep Mix,Brown,Dog,1 year 9 months.,Male,Adoption,09/16/2019,09/21/2019,Adolescent,Adolescent,9,21,2019,9,16,2019,February
64864,Stray,Uno,Domestic Short Hair,Black and White,Cat,11 months.,Male,Foster,09/16/2019,10/13/2019,Adolescent,Adolescent,10,13,2019,9,16,2019,February
64864,Stray,Uno,Domestic Short Hair,Black and White,Cat,11 months.,Male,Adoption,09/16/2019,11/16/2019,Adolescent,Adolescent,11,16,2019,9,16,2019,February
64865,Stray,Tres,Domestic Short Hair,Black and White,Cat,11 months.,Female,Foster,09/16/2019,10/13/2019,Adolescent,Adolescent,10,13,2019,9,16,2019,February
64865,Stray,Tres,Domestic Short Hair,Black and White,Cat,11 months.,Female,Adoption,09/16/2019,11/18/2019,Adolescent,Adolescent,11,18,2019,9,16,2019,February
64866,Stray,Dos,Domestic Short Hair,Black and White,Cat,11 months.,Male,Foster,09/16/2019,10/13/2019,Adolescent,Adolescent,10,13,2019,9,16,2019,February
64866,Stray,Dos,Domestic Short Hair,Black and White,Cat,11 months.,Male,Adoption,09/16/2019,11/17/2019,Adolescent,Adolescent,11,17,2019,9,16,2019,February
64871,Stray,Adam X,Bully Breed Mix,White,Dog,1 year 9 months.,Male,Transfer,09/17/2019,10/30/2019,Adolescent,Adolescent,10,30,2019,9,17,2019,February
64874,Incompatible with owner lifestyle,Cowboy,Australian Shepherd,Tricolour,Dog,1 year 9 months.,Male,Adoption,09/17/2019,10/18/2019,Adolescent,Adolescent,10,18,2019,9,17,2019,February
64875,Stray,Cat in the Hat,Domestic Short Hair,Brown and Black,Cat,11 months.,Female,Adoption,09/17/2019,09/24/2019,Adolescent,Adolescent,9,24,2019,9,17,2019,February
64877,Stray,Rosie,Domestic Short Hair,Tortoiseshell,Cat,3 years 9 months.,Female,Adoption,09/17/2019,11/14/2019,Adult,Adult,11,14,2019,9,17,2019,February
64879,Stray,Nemo,Domestic Long Hair,Buff,Cat,10 months.,Male,Foster,09/17/2019,09/17/2019,Adolescent,Adolescent,9,17,2019,9,17,2019,February
64879,Stray,Nemo,Domestic Long Hair,Buff,Cat,10 months.,Male,Foster,09/17/2019,11/04/2019,Adolescent,Adolescent,11,4,2019,9,17,2019,February
64879,Stray,Nemo,Domestic Long Hair,Buff,Cat,10 months.,Male,Foster,09/17/2019,11/22/2019,Adolescent,Adolescent,11,22,2019,9,17,2019,February
64879,Stray,Nemo,Domestic Long Hair,Buff,Cat,10 months.,Male,Adoption,09/17/2019,11/27/2019,Adolescent,Adolescent,11,27,2019,9,17,2019,February
64880,Litter relinquishment,Katniss Everdeen,Domestic Long Hair,Orange,Cat,11 months.,Female,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64881,Litter relinquishment,The Bride,Domestic Medium Hair,Tortoiseshell,Cat,11 months.,Female,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64881,Litter relinquishment,The Bride,Domestic Medium Hair,Tortoiseshell,Cat,11 months.,Female,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64882,Litter relinquishment,Rambo,Domestic Medium Hair,Orange,Cat,11 months.,Male,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64883,Litter relinquishment,Lara Croft,Domestic Medium Hair,Tortoiseshell,Cat,11 months.,Female,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64884,Litter relinquishment,John McClane,Domestic Long Hair,Black,Cat,11 months.,Male,Adoption,09/17/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,17,2019,February
64885,Litter relinquishment,Gypsy,Domestic Medium Hair,Orange,Cat,2 years 5 months.,Female,Adoption,09/17/2019,09/25/2019,Adult,Adult,9,25,2019,9,17,2019,February
64885,Litter relinquishment,Gypsy,Domestic Medium Hair,Orange,Cat,2 years 5 months.,Female,Adoption,09/17/2019,01/24/2021,Adult,Adult,1,24,2021,9,17,2019,February
64885,Litter relinquishment,Gypsy,Domestic Medium Hair,Orange,Cat,2 years 5 months.,Female,Adoption,09/17/2019,12/16/2021,Adult,Adult,12,16,2021,9,17,2019,February
64886,Stray,Rogue,Bully Breed Mix,Black and White,Dog,6 years 9 months.,Female,Reclaimed,09/17/2019,09/17/2019,Adult,Mature,9,17,2019,9,17,2019,February
64887,Stray,Mowgli,Boxer/Mix,Brindle and White,Dog,6 years 9 months.,Male,Reclaimed,09/17/2019,09/17/2019,Adult,Mature,9,17,2019,9,17,2019,February
64888,Stray,Hyde,Bully Breed Mix,Tan and White,Dog,7 years 2 months.,Male,Adoption,09/17/2019,10/02/2019,Mature,Mature,10,2,2019,9,17,2019,February
64889,Police Assist,Samantha,Mix/Labrador Retriever,Black,Dog,5 years 6 months.,Female,Reclaimed,09/17/2019,09/20/2019,Adult,Adult,9,20,2019,9,17,2019,February
64889,Police Assist,Samantha,Mix/Labrador Retriever,Black,Dog,5 years 6 months.,Female,Adoption,09/17/2019,10/14/2019,Adult,Adult,10,14,2019,9,17,2019,February
64890,Stray,Blossom,Ragdoll,Seal Point,Cat,3 years 9 months.,Female,Reclaimed,09/17/2019,09/18/2019,Adult,Adult,9,18,2019,9,17,2019,February
64891,Stray,Snaggle Tyke,Chihuahua,Grey and White,Dog,10 years 9 months.,Male,Adoption,09/18/2019,10/03/2019,Mature,Senior,10,3,2019,9,18,2019,February
64892,Stray,Max,Miniature Pinscher,Black and Tan,Dog,14 years 9 months.,Male,Reclaimed,09/18/2019,09/18/2019,Senior,Geriatric,9,18,2019,9,18,2019,February
64893,Stray,Cyprus,Domestic Short Hair,Calico,Cat,1 year 2 months.,Female,Adoption,09/18/2019,09/30/2019,Adolescent,Adolescent,9,30,2019,9,18,2019,February
64894,Stray,Banyan,Domestic Short Hair,Tortoiseshell,Cat,1 year 2 months.,Female,Adoption,09/18/2019,10/01/2019,Adolescent,Adolescent,10,1,2019,9,18,2019,February
64896,Stray,Matt,Domestic Short Hair,Black and White,Cat,11 months.,Male,Adoption,09/18/2019,10/06/2019,Adolescent,Adolescent,10,6,2019,9,18,2019,February
64897,Stray,Elliot,Domestic Short Hair,Black and White,Cat,11 months.,Female,Adoption,09/18/2019,09/27/2019,Adolescent,Adolescent,9,27,2019,9,18,2019,February
64898,Stray,Delila Star,Great Pyrenees/Mix,White and Tan,Dog,1 year 9 months.,Female,Adoption,09/18/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,18,2019,February
64900,Stray,Snowy,Chihuahua,White,Dog,5 years 9 months.,Male,Adoption,09/19/2019,09/27/2019,Adult,Adult,9,27,2019,9,19,2019,February
64901,Stray,Rick,Domestic Short Hair,Grey,Cat,1 year 0 months.,Male,Foster,09/19/2019,10/03/2019,Adolescent,Adolescent,10,3,2019,9,19,2019,February
64901,Stray,Rick,Domestic Short Hair,Grey,Cat,1 year 0 months.,Male,Adoption,09/19/2019,10/14/2019,Adolescent,Adolescent,10,14,2019,9,19,2019,February
64908,Incompatible with other pets,Holly,Hound,Black and White,Dog,5 years 9 months.,Female,Adoption,09/19/2019,10/02/2019,Adult,Adult,10,2,2019,9,19,2019,February
64909,Incompatible with other pets,Fritzel,Beagle/Heeler,Red and White,Dog,1 year 9 months.,Male,Adoption,09/19/2019,09/28/2019,Adolescent,Adolescent,9,28,2019,9,19,2019,February
64911,Stray,Tweedle,Domestic Short Hair,Dilute tortoiseshell,Cat,1 year 2 months.,Unknown,Transfer,09/19/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,19,2019,February
64912,Incompatible with owner lifestyle,Rory,Domestic Short Hair,Orange and White,Cat,2 years 1 month.,Male,Foster,09/19/2019,10/02/2019,Adult,Adult,10,2,2019,9,19,2019,February
64912,Incompatible with owner lifestyle,Rory,Domestic Short Hair,Orange and White,Cat,2 years 1 month.,Male,Adoption,09/19/2019,11/04/2019,Adult,Adult,11,4,2019,9,19,2019,February
64913,Stray,Steve,Domestic Short Hair,White and Tabby,Cat,10 months.,Male,Foster,09/20/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,20,2019,February
64913,Stray,Steve,Domestic Short Hair,White and Tabby,Cat,10 months.,Male,Adoption,09/20/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,20,2019,February
64914,Stray,Mike,Domestic Short Hair,Brown and Black,Cat,10 months.,Male,Foster,09/20/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,20,2019,February
64914,Stray,Mike,Domestic Short Hair,Brown and Black,Cat,10 months.,Male,Adoption,09/20/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,20,2019,February
64915,Stray,Maggie Blue,Domestic Short Hair,White and Tabby,Cat,3 years 11 months.,Female,Adoption,09/20/2019,10/14/2019,Adult,Adult,10,14,2019,9,20,2019,February
64919,Unable to Afford,Boogie,Pomeranian,Red,Dog,10 years 9 months.,Male,Adoption,09/20/2019,09/23/2019,Mature,Senior,9,23,2019,9,20,2019,February
64920,Unable to Afford,Daisy,Chihuahua/Jack Russell Terrier,Red,Dog,2 years 6 months.,Female,Adoption,09/20/2019,10/04/2019,Adult,Adult,10,4,2019,9,20,2019,February
64922,Stray,Smoky Jean,Domestic Short Hair,Torbie,Cat,1 year 10 months.,Female,Foster,09/20/2019,10/06/2019,Adolescent,Adolescent,10,6,2019,9,20,2019,February
64922,Stray,Smoky Jean,Domestic Short Hair,Torbie,Cat,1 year 10 months.,Female,Adoption,09/20/2019,03/20/2020,Adolescent,Adolescent,3,20,2020,9,20,2019,February
64923,Stray,Shera,Domestic Short Hair,Black and Brown,Cat,4 years 9 months.,Female,Adoption,09/20/2019,10/12/2019,Adult,Adult,10,12,2019,9,20,2019,February
64925,Stray,Cleo,Hound,Brindle,Dog,1 year 9 months.,Female,Adoption,09/20/2019,10/22/2019,Adolescent,Adolescent,10,22,2019,9,20,2019,February
64925,Stray,Cleo,Hound,Brindle,Dog,1 year 9 months.,Female,Foster,09/20/2019,01/12/2020,Adolescent,Adolescent,1,12,2020,9,20,2019,February
64925,Stray,Cleo,Hound,Brindle,Dog,1 year 9 months.,Female,Adoption,09/20/2019,02/02/2020,Adolescent,Adolescent,2,2,2020,9,20,2019,February
64926,Stray,Jett,Hound,Brindle,Dog,1 year 9 months.,Female,Adoption,09/20/2019,11/24/2019,Adolescent,Adolescent,11,24,2019,9,20,2019,February
64927,Stray,Dee,Domestic Short Hair,Dilute tortoiseshell,Cat,1 year 2 months.,Female,Transfer,09/20/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,20,2019,February
64930,Incompatible with owner lifestyle,SissyMissy,Domestic Short Hair,Grey,Cat,8 years 9 months.,Female,Adoption,09/20/2019,10/18/2019,Mature,Mature,10,18,2019,9,20,2019,February
64931,Stray,Eustace Bagge,Domestic Short Hair,Black and Brown,Cat,10 months.,Male,Foster,09/20/2019,10/03/2019,Adolescent,Adolescent,10,3,2019,9,20,2019,February
64931,Stray,Eustace Bagge,Domestic Short Hair,Black and Brown,Cat,10 months.,Male,Adoption,09/20/2019,10/14/2019,Adolescent,Adolescent,10,14,2019,9,20,2019,February
64932,Landlord issues,Buddy,Domestic Long Hair/Maine Coon,Black and Brown,Cat,1 year 2 months.,Male,Adoption,09/20/2019,09/26/2019,Adolescent,Adolescent,9,26,2019,9,20,2019,February
64941,Stray,Eloise,Domestic Short Hair,Torbie,Cat,1 year 8 months.,Female,Adoption,09/20/2019,10/11/2019,Adolescent,Adolescent,10,11,2019,9,20,2019,February
64942,Unsuitable Accommodation,Penny,Miniature Pinscher/Chihuahua,Brown,Dog,1 year 9 months.,Female,Adoption,09/20/2019,09/25/2019,Adolescent,Adolescent,9,25,2019,9,20,2019,February
64942,Unsuitable Accommodation,Penny,Miniature Pinscher/Chihuahua,Brown,Dog,1 year 9 months.,Female,Adoption,09/20/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,20,2019,February
64943,Unable to Afford,Arlo James,Husky/Mix,Cream,Dog,3 years 0 months.,Male,Adoption,09/20/2019,09/28/2019,Adult,Adult,9,28,2019,9,20,2019,February
64944,Stray,Erik,Domestic Short Hair,Orange,Cat,10 months.,Male,Foster,09/20/2019,09/28/2019,Adolescent,Adolescent,9,28,2019,9,20,2019,February
64944,Stray,Erik,Domestic Short Hair,Orange,Cat,10 months.,Male,Adoption,09/20/2019,11/03/2019,Adolescent,Adolescent,11,3,2019,9,20,2019,February
64945,Stray,Donna,Domestic Short Hair,Torbie,Cat,10 months.,Female,Foster,09/20/2019,09/28/2019,Adolescent,Adolescent,9,28,2019,9,20,2019,February
64945,Stray,Donna,Domestic Short Hair,Torbie,Cat,10 months.,Female,Adoption,09/20/2019,11/04/2019,Adolescent,Adolescent,11,4,2019,9,20,2019,February
64947,Stray,Margorie Minor,Domestic Medium Hair,Calico,Cat,3 years 8 months.,Female,Reclaimed,09/21/2019,10/03/2019,Adult,Adult,10,3,2019,9,21,2019,February
64948,Stray,Cooper,"Schnauzer, Standard",Grey,Dog,9 years 9 months.,Male,Reclaimed,09/21/2019,09/23/2019,Mature,Senior,9,23,2019,9,21,2019,February
64950,Stray,Tangerine,Bully Breed Mix,Tan,Dog,2 years 9 months.,Female,Adoption,09/21/2019,10/06/2019,Adult,Adult,10,6,2019,9,21,2019,February
64950,Stray,Tangerine,Bully Breed Mix,Tan,Dog,2 years 9 months.,Female,Reclaimed,09/21/2019,10/11/2019,Adult,Adult,10,11,2019,9,21,2019,February
64951,Police Assist,Ozzie,Australian Shepherd,Red merle,Dog,6 years 2 months.,Male,Reclaimed,09/22/2019,09/23/2019,Adult,Mature,9,23,2019,9,22,2019,February
64951,Police Assist,Ozzie,Australian Shepherd,Red merle,Dog,6 years 2 months.,Male,Reclaimed,09/22/2019,10/13/2019,Adult,Mature,10,13,2019,9,22,2019,February
64951,Police Assist,Ozzie,Australian Shepherd,Red merle,Dog,6 years 2 months.,Male,Reclaimed,09/22/2019,12/11/2020,Adult,Mature,12,11,2020,9,22,2019,February
64956,Stray,Maui,Domestic Short Hair,Black and Brown,Cat,2 years 9 months.,Male,Reclaimed,09/23/2019,09/23/2019,Adult,Adult,9,23,2019,9,23,2019,February
64957,Stray,Otis,Yorkshire Terrier/Affenpinscher,Cream,Dog,7 years 9 months.,Male,Reclaimed,09/23/2019,09/23/2019,Mature,Mature,9,23,2019,9,23,2019,February
64958,Incompatible with owner lifestyle,Maggie,Beagle,Tricolour,Dog,10 years 8 months.,Female,Adoption,09/23/2019,09/27/2019,Mature,Senior,9,27,2019,9,23,2019,February
64961,Stray,Bear,Beagle,Tricolour,Dog,5 years 9 months.,Male,Reclaimed,09/23/2019,09/23/2019,Adult,Adult,9,23,2019,9,23,2019,February
64962,Stray,Miso,Shih Tzu,Black and White,Dog,2 years 6 months.,Female,Adoption,09/23/2019,10/02/2019,Adult,Adult,10,2,2019,9,23,2019,February
64963,Incompatible with owner lifestyle,Jack,Domestic Medium Hair,Grey and black,Cat,1 year 11 months.,Male,Adoption,09/23/2019,09/28/2019,Adolescent,Adolescent,9,28,2019,9,23,2019,February
64964,Stray,Karen,Domestic Short Hair,Calico,Cat,10 months.,Female,Foster,09/23/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,23,2019,February
64964,Stray,Karen,Domestic Short Hair,Calico,Cat,10 months.,Female,Adoption,09/23/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,23,2019,February
64965,Stray,Pauley,Domestic Short Hair,Black and grey,Cat,1 year 8 months.,Male,Foster,09/23/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,23,2019,February
64965,Stray,Pauley,Domestic Short Hair,Black and grey,Cat,1 year 8 months.,Male,Adoption,09/23/2019,11/10/2019,Adolescent,Adolescent,11,10,2019,9,23,2019,February
64965,Stray,Pauley,Domestic Short Hair,Black and grey,Cat,1 year 8 months.,Male,Foster,09/23/2019,10/26/2020,Adolescent,Adolescent,10,26,2020,9,23,2019,February
64965,Stray,Pauley,Domestic Short Hair,Black and grey,Cat,1 year 8 months.,Male,Adoption,09/23/2019,12/11/2020,Adolescent,Adolescent,12,11,2020,9,23,2019,February
64966,Stray,John,Domestic Short Hair,Black and grey,Cat,10 months.,Male,Foster,09/23/2019,10/02/2019,Adolescent,Adolescent,10,2,2019,9,23,2019,February
64966,Stray,John,Domestic Short Hair,Black and grey,Cat,10 months.,Male,Adoption,09/23/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,9,23,2019,February
64967,Allergies,Cody,Domestic Short Hair,Black and Brown,Cat,1 year 2 months.,Male,Adoption,09/23/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,23,2019,February
64968,Allergies,Cassidy,Domestic Short Hair,Black and Brown,Cat,1 year 2 months.,Female,Adoption,09/23/2019,10/04/2019,Adolescent,Adolescent,10,4,2019,9,23,2019,February
64969,Incompatible with owner lifestyle,Sophie,Border Collie,White and Black,Dog,6 years 6 months.,Female,Adoption,09/23/2019,10/14/2019,Adult,Mature,10,14,2019,9,23,2019,February
