id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear,intakeMonthR
15801,Moving,Jadzia,Domestic Short Hair,Tortoiseshell,Cat,11 years 8 months.,Female,Adoption,11/28/2009,05/13/2017,Senior,Senior,5,13,2017,11,28,2009,February
15932,Moving,Gonzo,German Shepherd Dog/Mix,Tan,Dog,10 years 9 months.,Male,Adoption,12/08/2009,04/24/2017,Mature,Senior,4,24,2017,12,8,2009,February
28859,Abandoned,Maggie,Shep Mix/Siberian Husky,Various,Dog,8 years 1 month.,Female,Adoption,08/10/2012,04/15/2017,Mature,Mature,4,15,2017,8,10,2012,February
28859,Abandoned,Maggie,Shep Mix/Siberian Husky,Various,Dog,8 years 1 month.,Female,Reclaimed,08/10/2012,02/29/2020,Mature,Mature,2,29,2020,8,10,2012,February
30812,Abandoned,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,10 years 6 months.,Female,Foster,01/11/2013,04/18/2017,Mature,Senior,4,18,2017,1,11,2013,January
30812,Abandoned,Pretty Girl,Domestic Short Hair,Dilute tortoiseshell,Cat,10 years 6 months.,Female,Adoption,01/11/2013,05/29/2018,Mature,Senior,5,29,2018,1,11,2013,January
31469,Incompatible with owner lifestyle,Bonnie,Basenji/Mix,Brown and White,Dog,7 years 6 months.,Female,Adoption,03/26/2013,03/30/2013,Mature,Mature,3,30,2013,3,26,2013,February
31469,Incompatible with owner lifestyle,Bonnie,Basenji/Mix,Brown and White,Dog,7 years 6 months.,Female,Adoption,03/26/2013,05/09/2017,Mature,Mature,5,9,2017,3,26,2013,February
46238,Abandoned,Tennessee,Heeler/Mix,Brown and Black,Dog,5 years 7 months.,Male,Foster,10/09/2016,11/26/2016,Adult,Adult,11,26,2016,10,9,2016,February
46238,Abandoned,Tennessee,Heeler/Mix,Brown and Black,Dog,5 years 7 months.,Male,Foster,10/09/2016,08/09/2017,Adult,Adult,8,9,2017,10,9,2016,February
46238,Abandoned,Tennessee,Heeler/Mix,Brown and Black,Dog,5 years 7 months.,Male,Adoption,10/09/2016,02/14/2018,Adult,Adult,2,14,2018,10,9,2016,February
46437,Abandoned,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Foster,10/26/2016,03/25/2017,Senior,Geriatric,3,25,2017,10,26,2016,February
46437,Abandoned,Nova,Domestic Long Hair,Black,Cat,12 years 3 months.,Female,Adoption,10/26/2016,04/07/2017,Senior,Geriatric,4,7,2017,10,26,2016,February
46693,Abandoned,Baby,Pitbull,White,Dog,5 years 9 months.,Male,Adoption,11/21/2016,04/07/2017,Adult,Adult,4,7,2017,11,21,2016,February
47120,Abandoned,Vivian,Himalayan,Seal,Cat,6 years 5 months.,Female,Foster,01/11/2017,01/18/2017,Adult,Mature,1,18,2017,1,11,2017,January
47120,Abandoned,Vivian,Himalayan,Seal,Cat,6 years 5 months.,Female,Adoption,01/11/2017,05/13/2017,Adult,Mature,5,13,2017,1,11,2017,January
47146,Abandoned,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,5 years 6 months.,Female,Foster,01/17/2017,03/31/2017,Adult,Adult,3,31,2017,1,17,2017,January
47146,Abandoned,Dinah,Labrador Retriever/Affenpinscher,Black,Dog,5 years 6 months.,Female,Adoption,01/17/2017,04/01/2017,Adult,Adult,4,1,2017,1,17,2017,January
47198,Abandoned,Mama Mia,Domestic Short Hair,Grey and White,Cat,4 years 10 months.,Female,Foster,01/22/2017,02/03/2017,Adult,Adult,2,3,2017,1,22,2017,January
47198,Abandoned,Mama Mia,Domestic Short Hair,Grey and White,Cat,4 years 10 months.,Female,Adoption,01/22/2017,06/22/2017,Adult,Adult,6,22,2017,1,22,2017,January
47248,Abandoned,Mr. T,DMH/DSH,Black,Cat,11 years 7 months.,Male,Foster,01/27/2017,02/15/2017,Senior,Senior,2,15,2017,1,27,2017,January
47248,Abandoned,Mr. T,DMH/DSH,Black,Cat,11 years 7 months.,Male,Adoption,01/27/2017,06/02/2017,Senior,Senior,6,2,2017,1,27,2017,January
47277,Abandoned,Coraline,Domestic Short Hair,Brown and Black,Cat,5 years 5 months.,Female,Adoption,01/31/2017,04/05/2017,Adult,Adult,4,5,2017,1,31,2017,January
47290,Abandoned,Montana,Domestic Short Hair,Torbie,Cat,4 years 11 months.,Female,Foster,02/01/2017,03/29/2017,Adult,Adult,3,29,2017,2,1,2017,February
47290,Abandoned,Montana,Domestic Short Hair,Torbie,Cat,4 years 11 months.,Female,Adoption,02/01/2017,06/22/2017,Adult,Adult,6,22,2017,2,1,2017,February
47319,Rabies Monitoring,Louise Vada,Pitbull,Black,Dog,4 years 5 months.,Female,Reclaimed,02/05/2017,04/05/2017,Adult,Adult,4,5,2017,2,5,2017,February
47360,Abandoned,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Foster,02/11/2017,03/07/2017,Geriatric,Geriatric,3,7,2017,2,11,2017,February
47360,Abandoned,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Foster,02/11/2017,04/25/2017,Geriatric,Geriatric,4,25,2017,2,11,2017,February
47360,Abandoned,Calli,DSH/Unknown,Various,Cat,16 years 3 months.,Female,Foster,02/11/2017,06/12/2017,Geriatric,Geriatric,6,12,2017,2,11,2017,February
47395,Abandoned,Gooseberry,Domestic Short Hair,Tortoiseshell,Cat,15 years 4 months.,Female,Adoption,02/13/2017,04/11/2017,Geriatric,Geriatric,4,11,2017,2,13,2017,February
47402,Abandoned,Precious,Shep Mix/Mix,Ruddy,Dog,7 years 6 months.,Female,Foster,02/14/2017,03/21/2017,Mature,Mature,3,21,2017,2,14,2017,February
47402,Abandoned,Precious,Shep Mix/Mix,Ruddy,Dog,7 years 6 months.,Female,Foster,02/14/2017,04/10/2017,Mature,Mature,4,10,2017,2,14,2017,February
47402,Abandoned,Precious,Shep Mix/Mix,Ruddy,Dog,7 years 6 months.,Female,Adoption,02/14/2017,05/05/2017,Mature,Mature,5,5,2017,2,14,2017,February
47402,Abandoned,Precious,Shep Mix/Mix,Ruddy,Dog,7 years 6 months.,Female,Reclaimed,02/14/2017,08/28/2020,Mature,Mature,8,28,2020,2,14,2017,February
47414,Abandoned,Beemo,Pitbull/Mix,Blue,Dog,8 years 5 months.,Male,Adoption,02/16/2017,04/15/2017,Mature,Mature,4,15,2017,2,16,2017,February
47414,Abandoned,Beemo,Pitbull/Mix,Blue,Dog,8 years 5 months.,Male,Reclaimed,02/16/2017,07/22/2017,Mature,Mature,7,22,2017,2,16,2017,February
47414,Abandoned,Beemo,Pitbull/Mix,Blue,Dog,8 years 5 months.,Male,Reclaimed,02/16/2017,09/02/2017,Mature,Mature,9,2,2017,2,16,2017,February
47429,Abandoned,Ellen,British Shorthair/Unknown,Grey,Cat,13 years 4 months.,Female,Foster,02/18/2017,03/05/2017,Senior,Geriatric,3,5,2017,2,18,2017,February
47429,Abandoned,Ellen,British Shorthair/Unknown,Grey,Cat,13 years 4 months.,Female,Adoption,02/18/2017,04/26/2017,Senior,Geriatric,4,26,2017,2,18,2017,February
47502,Marriage/Relationship split,Zoey,Pitbull/Mix,Grey and White,Dog,5 years 4 months.,Female,Adoption,02/27/2017,04/08/2017,Adult,Adult,4,8,2017,2,27,2017,February
47502,Marriage/Relationship split,Zoey,Pitbull/Mix,Grey and White,Dog,5 years 4 months.,Female,Adoption,02/27/2017,06/01/2017,Adult,Adult,6,1,2017,2,27,2017,February
47510,Abandoned,Maureen,Domestic Short Hair,Brown and Black,Cat,4 years 3 months.,Female,Adoption,02/28/2017,04/02/2017,Adult,Adult,4,2,2017,2,28,2017,February
47511,Abandoned,Janet,DSH/Unknown,Grey,Cat,5 years 10 months.,Female,Adoption,02/28/2017,04/01/2017,Adult,Adult,4,1,2017,2,28,2017,February
47520,Abandoned,Ruce,DSH/Unknown,Black and White,Cat,5 years 6 months.,Male,Adoption,03/02/2017,04/04/2017,Adult,Adult,4,4,2017,3,2,2017,February
47521,Abandoned,Ramsay,DSH/Unknown,Orange and White,Cat,5 years 6 months.,Male,Adoption,03/02/2017,04/07/2017,Adult,Adult,4,7,2017,3,2,2017,February
47538,Abandoned,Gus,Labrador Retriever/Coonhound,Chocolate,Dog,4 years 6 months.,Male,Adoption,03/04/2017,04/03/2017,Adult,Adult,4,3,2017,3,4,2017,February
47539,Abandoned,Zack Attack,Domestic Short Hair/Unknown,Grey and White,Cat,7 years 1 month.,Male,Adoption,03/04/2017,04/01/2017,Mature,Mature,4,1,2017,3,4,2017,February
47539,Abandoned,Zack Attack,Domestic Short Hair/Unknown,Grey and White,Cat,7 years 1 month.,Male,Adoption,03/04/2017,07/06/2020,Mature,Mature,7,6,2020,3,4,2017,February
47540,Abandoned,Buggs,DSH/Unknown,Black,Cat,3 years 6 months.,Male,Adoption,03/04/2017,04/01/2017,Adult,Adult,4,1,2017,3,4,2017,February
47558,Abandoned,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,7 years 2 months.,Male,Adoption,03/06/2017,03/29/2017,Mature,Mature,3,29,2017,3,6,2017,February
47558,Abandoned,Clyde,"Golden Retriever/Poodle, Standard",Golden,Dog,7 years 2 months.,Male,Adoption,03/06/2017,04/12/2017,Mature,Mature,4,12,2017,3,6,2017,February
47562,Abandoned,Garden,DSH/Unknown,White,Cat,8 years 4 months.,Male,Adoption,03/06/2017,03/31/2017,Mature,Mature,3,31,2017,3,6,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Foster,03/07/2017,03/10/2017,Adult,Mature,3,10,2017,3,7,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Adoption,03/07/2017,04/15/2017,Adult,Mature,4,15,2017,3,7,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Foster,03/07/2017,05/12/2017,Adult,Mature,5,12,2017,3,7,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Adoption,03/07/2017,05/16/2017,Adult,Mature,5,16,2017,3,7,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Adoption,03/07/2017,12/30/2017,Adult,Mature,12,30,2017,3,7,2017,February
47575,Moving,Bella Boo!,Mastiff,Brindle,Dog,6 years 9 months.,Female,Adoption,03/07/2017,10/15/2018,Adult,Mature,10,15,2018,3,7,2017,February
47576,Abandoned,Patty,Pitbull,Tan,Dog,4 years 9 months.,Female,Adoption,03/07/2017,06/05/2017,Adult,Adult,6,5,2017,3,7,2017,February
47582,Abandoned,Dibs,Pitbull/Mix,White,Dog,5 years 9 months.,Male,Adoption,03/07/2017,04/25/2017,Adult,Adult,4,25,2017,3,7,2017,February
47591,Abandoned,Serafina,Papillon,White,Dog,8 years 4 months.,Female,Foster,03/09/2017,03/16/2017,Mature,Mature,3,16,2017,3,9,2017,February
47591,Abandoned,Serafina,Papillon,White,Dog,8 years 4 months.,Female,Adoption,03/09/2017,05/22/2017,Mature,Mature,5,22,2017,3,9,2017,February
47595,Owner Deceased,Zips,Domestic Short Hair,Black and White,Cat,11 years 4 months.,Female,Adoption,03/09/2017,06/16/2017,Senior,Senior,6,16,2017,3,9,2017,February
47613,Abandoned,Little Dude,Beagle,Tricolour,Dog,7 years 3 months.,Male,Adoption,03/10/2017,04/02/2017,Mature,Mature,4,2,2017,3,10,2017,February
47613,Abandoned,Little Dude,Beagle,Tricolour,Dog,7 years 3 months.,Male,Reclaimed,03/10/2017,09/05/2017,Mature,Mature,9,5,2017,3,10,2017,February
47613,Abandoned,Little Dude,Beagle,Tricolour,Dog,7 years 3 months.,Male,Adoption,03/10/2017,09/06/2017,Mature,Mature,9,6,2017,3,10,2017,February
47617,Abandoned,Jesse,DSH/Unknown,Grey and White,Cat,7 years 4 months.,Female,Adoption,03/10/2017,04/07/2017,Mature,Mature,4,7,2017,3,10,2017,February
47627,Abandoned,Binks,DSH/Unknown,Buff,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47627,Abandoned,Binks,DSH/Unknown,Buff,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/14/2017,Adult,Adult,5,14,2017,3,11,2017,February
47628,Abandoned,Bobbin,DSH/Unknown,Fawn,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47628,Abandoned,Bobbin,DSH/Unknown,Fawn,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/18/2017,Adult,Adult,5,18,2017,3,11,2017,February
47629,Abandoned,Binkie,DSH/Unknown,Buff,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47629,Abandoned,Binkie,DSH/Unknown,Buff,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/18/2017,Adult,Adult,5,18,2017,3,11,2017,February
47630,Abandoned,Stan,DSH/Unknown,Orange,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47630,Abandoned,Stan,DSH/Unknown,Orange,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/18/2017,Adult,Adult,4,18,2017,3,11,2017,February
47630,Abandoned,Stan,DSH/Unknown,Orange,Cat,3 years 4 months.,Male,Foster,03/11/2017,05/16/2017,Adult,Adult,5,16,2017,3,11,2017,February
47630,Abandoned,Stan,DSH/Unknown,Orange,Cat,3 years 4 months.,Male,Adoption,03/11/2017,06/15/2017,Adult,Adult,6,15,2017,3,11,2017,February
47631,Abandoned,Boomer,DLH/Unknown,Orange,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47631,Abandoned,Boomer,DLH/Unknown,Orange,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/18/2017,Adult,Adult,4,18,2017,3,11,2017,February
47631,Abandoned,Boomer,DLH/Unknown,Orange,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/11/2017,Adult,Adult,5,11,2017,3,11,2017,February
47632,Abandoned,Evan,DSH/Unknown,Brown,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47632,Abandoned,Evan,DSH/Unknown,Brown,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/18/2017,Adult,Adult,4,18,2017,3,11,2017,February
47632,Abandoned,Evan,DSH/Unknown,Brown,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/11/2017,Adult,Adult,5,11,2017,3,11,2017,February
47633,Abandoned,Beaux,DSH/Unknown,Brown and Black,Cat,3 years 5 months.,Female,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47633,Abandoned,Beaux,DSH/Unknown,Brown and Black,Cat,3 years 5 months.,Female,Adoption,03/11/2017,05/16/2017,Adult,Adult,5,16,2017,3,11,2017,February
47634,Abandoned,Dusty,Domestic Short Hair,Seal,Cat,3 years 4 months.,Female,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47634,Abandoned,Dusty,Domestic Short Hair,Seal,Cat,3 years 4 months.,Female,Adoption,03/11/2017,05/04/2017,Adult,Adult,5,4,2017,3,11,2017,February
47635,Abandoned,Ed,Domestic Short Hair,Black and White,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47635,Abandoned,Ed,Domestic Short Hair,Black and White,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/07/2017,Adult,Adult,5,7,2017,3,11,2017,February
47636,Abandoned,Tux,Domestic Short Hair,Black and White,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47636,Abandoned,Tux,Domestic Short Hair,Black and White,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/04/2017,Adult,Adult,5,4,2017,3,11,2017,February
47637,Abandoned,Trouble,Domestic Short Hair,White,Cat,3 years 4 months.,Male,Foster,03/11/2017,04/06/2017,Adult,Adult,4,6,2017,3,11,2017,February
47637,Abandoned,Trouble,Domestic Short Hair,White,Cat,3 years 4 months.,Male,Adoption,03/11/2017,05/07/2017,Adult,Adult,5,7,2017,3,11,2017,February
47638,Abandoned,Samantha,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Female,Foster,03/11/2017,04/06/2017,Adult,Mature,4,6,2017,3,11,2017,February
47638,Abandoned,Samantha,Domestic Short Hair,Black and White,Cat,6 years 3 months.,Female,Adoption,03/11/2017,05/06/2017,Adult,Mature,5,6,2017,3,11,2017,February
47639,Abandoned,Apollo,Labrador Retriever/Collie,Black,Dog,4 years 1 month.,Male,Adoption,03/11/2017,03/31/2017,Adult,Adult,3,31,2017,3,11,2017,February
47639,Abandoned,Apollo,Labrador Retriever/Collie,Black,Dog,4 years 1 month.,Male,Adoption,03/11/2017,04/02/2017,Adult,Adult,4,2,2017,3,11,2017,February
47639,Abandoned,Apollo,Labrador Retriever/Collie,Black,Dog,4 years 1 month.,Male,Adoption,03/11/2017,03/22/2019,Adult,Adult,3,22,2019,3,11,2017,February
47639,Abandoned,Apollo,Labrador Retriever/Collie,Black,Dog,4 years 1 month.,Male,Foster,03/11/2017,05/15/2019,Adult,Adult,5,15,2019,3,11,2017,February
47639,Abandoned,Apollo,Labrador Retriever/Collie,Black,Dog,4 years 1 month.,Male,Adoption,03/11/2017,06/12/2019,Adult,Adult,6,12,2019,3,11,2017,February
47659,Abandoned,Earl,Domestic Medium Hair,White,Cat,3 years 11 months.,Male,Adoption,03/14/2017,04/07/2017,Adult,Adult,4,7,2017,3,14,2017,February
47661,Abandoned,Conner,Domestic Short Hair,Black,Cat,5 years 3 months.,Male,Adoption,03/15/2017,04/26/2017,Adult,Adult,4,26,2017,3,15,2017,February
47662,Abandoned,Carol,Shep Mix/Great Dane,Black and Brown,Dog,8 years 6 months.,Female,Adoption,03/15/2017,04/01/2017,Mature,Mature,4,1,2017,3,15,2017,February
47665,Abandoned,Jynx,Bully Breed Mix/Mix,Black,Dog,6 years 11 months.,Female,Adoption,03/15/2017,04/08/2017,Adult,Mature,4,8,2017,3,15,2017,February
47665,Abandoned,Jynx,Bully Breed Mix/Mix,Black,Dog,6 years 11 months.,Female,Adoption,03/15/2017,06/09/2017,Adult,Mature,6,9,2017,3,15,2017,February
47681,Abandoned,Sisqo`,Siberian Husky/Affenpinscher,Black and White,Dog,5 years 6 months.,Male,Transfer,03/18/2017,04/12/2017,Adult,Adult,4,12,2017,3,18,2017,February
47683,Abandoned,Larry,Hound/German Shorthaired Pointer,Red,Dog,4 years 9 months.,Male,Adoption,03/18/2017,04/12/2017,Adult,Adult,4,12,2017,3,18,2017,February
47684,Abandoned,Gabby (Sage),Domestic Short Hair,Grey,Cat,18 years 3 months.,Female,Foster,03/18/2017,04/26/2017,Geriatric,Geriatric,4,26,2017,3,18,2017,February
47684,Abandoned,Gabby (Sage),Domestic Short Hair,Grey,Cat,18 years 3 months.,Female,Foster,03/18/2017,07/27/2017,Geriatric,Geriatric,7,27,2017,3,18,2017,February
47684,Abandoned,Gabby (Sage),Domestic Short Hair,Grey,Cat,18 years 3 months.,Female,Adoption,03/18/2017,07/31/2017,Geriatric,Geriatric,7,31,2017,3,18,2017,February
47685,Abandoned,Suzette,Domestic Short Hair,Tortoiseshell,Cat,19 years 3 months.,Female,Adoption,03/18/2017,04/13/2017,Geriatric,Geriatric,4,13,2017,3,18,2017,February
47685,Abandoned,Suzette,Domestic Short Hair,Tortoiseshell,Cat,19 years 3 months.,Female,Transfer,03/18/2017,05/14/2018,Geriatric,Geriatric,5,14,2018,3,18,2017,February
47688,Abandoned,Beyonce,Domestic Short Hair,Grey and White,Cat,4 years 5 months.,Female,Foster,03/18/2017,03/20/2017,Adult,Adult,3,20,2017,3,18,2017,February
47688,Abandoned,Beyonce,Domestic Short Hair,Grey and White,Cat,4 years 5 months.,Female,Adoption,03/18/2017,04/26/2017,Adult,Adult,4,26,2017,3,18,2017,February
47695,Abandoned,Earnest,Labrador Retriever/German Shepherd Dog,Black,Dog,3 years 10 months.,Male,Adoption,03/20/2017,03/31/2017,Adult,Adult,3,31,2017,3,20,2017,February
47696,Abandoned,Pepsi,Domestic Short Hair,Grey and White,Cat,4 years 3 months.,Male,Adoption,03/20/2017,04/07/2017,Adult,Adult,4,7,2017,3,20,2017,February
47697,Abandoned,William,Domestic Short Hair,Fawn,Cat,5 years 4 months.,Male,Adoption,03/21/2017,04/21/2017,Adult,Adult,4,21,2017,3,21,2017,February
47698,Stray,Amal Clooney,Domestic Short Hair,Black,Cat,6 years 7 months.,Female,Foster,03/21/2017,03/26/2017,Adult,Mature,3,26,2017,3,21,2017,February
47698,Stray,Amal Clooney,Domestic Short Hair,Black,Cat,6 years 7 months.,Female,Adoption,03/21/2017,06/21/2017,Adult,Mature,6,21,2017,3,21,2017,February
47702,Abandoned,Sadie,Boxer/Shep Mix,Brindle,Dog,10 years 3 months.,Female,Adoption,03/21/2017,04/08/2017,Mature,Senior,4,8,2017,3,21,2017,February
47703,Abandoned,Promise,Domestic Long Hair,Black,Cat,4 years 4 months.,Female,Foster,03/21/2017,04/08/2017,Adult,Adult,4,8,2017,3,21,2017,February
47703,Abandoned,Promise,Domestic Long Hair,Black,Cat,4 years 4 months.,Female,Adoption,03/21/2017,05/03/2017,Adult,Adult,5,3,2017,3,21,2017,February
47704,Abandoned,Charlie,Chihuahua/Mix,Red,Dog,3 years 10 months.,Male,Adoption,03/21/2017,04/12/2017,Adult,Adult,4,12,2017,3,21,2017,February
47707,Abandoned,Benji,DMH/DSH,Black,Cat,3 years 4 months.,Male,Foster,03/22/2017,04/06/2017,Adult,Adult,4,6,2017,3,22,2017,February
47707,Abandoned,Benji,DMH/DSH,Black,Cat,3 years 4 months.,Male,Adoption,03/22/2017,05/16/2017,Adult,Adult,5,16,2017,3,22,2017,February
47708,Abandoned,Simba,DMH/DSH,Black,Cat,3 years 4 months.,Male,Foster,03/22/2017,04/06/2017,Adult,Adult,4,6,2017,3,22,2017,February
47708,Abandoned,Simba,DMH/DSH,Black,Cat,3 years 4 months.,Male,Adoption,03/22/2017,05/23/2017,Adult,Adult,5,23,2017,3,22,2017,February
47710,Abandoned,Jayce,Pitbull,Blue,Dog,7 years 3 months.,Male,Reclaimed,03/22/2017,04/02/2017,Mature,Mature,4,2,2017,3,22,2017,February
47712,Stray,Maya,Pomeranian/Siberian Husky,Silver,Dog,5 years 4 months.,Female,Adoption,03/23/2017,03/31/2017,Adult,Adult,3,31,2017,3,23,2017,February
47712,Stray,Maya,Pomeranian/Siberian Husky,Silver,Dog,5 years 4 months.,Female,Adoption,03/23/2017,08/19/2017,Adult,Adult,8,19,2017,3,23,2017,February
47712,Stray,Maya,Pomeranian/Siberian Husky,Silver,Dog,5 years 4 months.,Female,Reclaimed,03/23/2017,03/30/2018,Adult,Adult,3,30,2018,3,23,2017,February
47714,Abandoned,Acheron,Pitbull,Grey,Dog,6 years 1 month.,Male,Adoption,03/23/2017,05/20/2017,Adult,Mature,5,20,2017,3,23,2017,February
47715,Abandoned,Renesmee,Pitbull/Mix,Brown,Dog,7 years 9 months.,Female,Foster,03/23/2017,05/11/2017,Mature,Mature,5,11,2017,3,23,2017,February
47715,Abandoned,Renesmee,Pitbull/Mix,Brown,Dog,7 years 9 months.,Female,Adoption,03/23/2017,07/09/2017,Mature,Mature,7,9,2017,3,23,2017,February
47717,Police Assist,Luna,Pitbull/Mix,Black and White,Dog,6 years 3 months.,Female,Adoption,03/23/2017,06/07/2017,Adult,Mature,6,7,2017,3,23,2017,February
47717,Police Assist,Luna,Pitbull/Mix,Black and White,Dog,6 years 3 months.,Female,Adoption,03/23/2017,01/30/2018,Adult,Mature,1,30,2018,3,23,2017,February
47718,Abandoned,Tank,American Staffordshire Terrier,Black and White,Dog,8 years 3 months.,Male,Adoption,03/23/2017,05/07/2017,Mature,Mature,5,7,2017,3,23,2017,February
47718,Abandoned,Tank,American Staffordshire Terrier,Black and White,Dog,8 years 3 months.,Male,Adoption,03/23/2017,09/15/2017,Mature,Mature,9,15,2017,3,23,2017,February
47721,Incompatible with owner lifestyle,Smokey,Terrier,Grey and White,Dog,4 years 3 months.,Male,Adoption,03/24/2017,04/05/2017,Adult,Adult,4,5,2017,3,24,2017,February
47721,Incompatible with owner lifestyle,Smokey,Terrier,Grey and White,Dog,4 years 3 months.,Male,Adoption,03/24/2017,06/29/2017,Adult,Adult,6,29,2017,3,24,2017,February
47727,Abandoned,Elliot,Terrier/Beagle,Brown,Dog,11 years 4 months.,Male,Adoption,03/24/2017,04/08/2017,Senior,Senior,4,8,2017,3,24,2017,February
47727,Abandoned,Elliot,Terrier/Beagle,Brown,Dog,11 years 4 months.,Male,Adoption,03/24/2017,11/15/2017,Senior,Senior,11,15,2017,3,24,2017,February
47728,Abandoned,Moto,Rat Terrier,Black and White,Dog,18 years 3 months.,Male,Adoption,03/24/2017,04/05/2017,Geriatric,Geriatric,4,5,2017,3,24,2017,February
47730,Abandoned,Beemer,Domestic Short Hair,Orange and White,Cat,3 years 6 months.,Male,Adoption,03/24/2017,04/07/2017,Adult,Adult,4,7,2017,3,24,2017,February
47738,Biting,Kingston,Australian Shepherd/Border Collie,Black and White,Dog,6 years 0 months.,Male,Reclaimed,03/25/2017,04/04/2017,Adult,Mature,4,4,2017,3,25,2017,February
47742,Abandoned,Snickers,Mastiff/Mix,Tan,Dog,2 years 7 months.,Male,Adoption,03/25/2017,04/17/2017,Adult,Adult,4,17,2017,3,25,2017,February
47744,Abandoned,Tara,Pitbull/Labrador Retriever,Black,Dog,4 years 1 month.,Female,Foster,03/25/2017,04/15/2017,Adult,Adult,4,15,2017,3,25,2017,February
47744,Abandoned,Tara,Pitbull/Labrador Retriever,Black,Dog,4 years 1 month.,Female,Adoption,03/25/2017,05/27/2017,Adult,Adult,5,27,2017,3,25,2017,February
47747,Abandoned,Jelly,Border Collie/Mix,Black and White,Dog,4 years 5 months.,Female,Foster,03/27/2017,03/29/2017,Adult,Adult,3,29,2017,3,27,2017,February
47747,Abandoned,Jelly,Border Collie/Mix,Black and White,Dog,4 years 5 months.,Female,Adoption,03/27/2017,05/13/2017,Adult,Adult,5,13,2017,3,27,2017,February
47748,Abandoned,Peach,Border Collie/Mix,Brown,Dog,3 years 3 months.,Female,Foster,03/27/2017,03/29/2017,Adult,Adult,3,29,2017,3,27,2017,February
47748,Abandoned,Peach,Border Collie/Mix,Brown,Dog,3 years 3 months.,Female,Adoption,03/27/2017,05/08/2017,Adult,Adult,5,8,2017,3,27,2017,February
47749,Abandoned,Buster Brown,Border Collie/Mix,Brown and White,Dog,3 years 3 months.,Male,Foster,03/27/2017,04/22/2017,Adult,Adult,4,22,2017,3,27,2017,February
47749,Abandoned,Buster Brown,Border Collie/Mix,Brown and White,Dog,3 years 3 months.,Male,Adoption,03/27/2017,05/14/2017,Adult,Adult,5,14,2017,3,27,2017,February
47750,Abandoned,Pepper,Border Collie/Mix,Brown and White,Dog,4 years 7 months.,Female,Foster,03/27/2017,03/29/2017,Adult,Adult,3,29,2017,3,27,2017,February
47750,Abandoned,Pepper,Border Collie/Mix,Brown and White,Dog,4 years 7 months.,Female,Adoption,03/27/2017,05/08/2017,Adult,Adult,5,8,2017,3,27,2017,February
47751,Abandoned,Copper,Bully Breed Mix/Border Collie,Brown and White,Dog,4 years 9 months.,Male,Foster,03/27/2017,03/29/2017,Adult,Adult,3,29,2017,3,27,2017,February
