id,intakereason,breedname,speciesname,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
59482,Stray,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,06/02/2018,Mature,Senior,6,2,2018,5,13,2018
59482,Stray,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,05/03/2019,Mature,Senior,5,3,2019,5,13,2018
59482,Stray,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,11/15/2019,Mature,Senior,11,15,2019,5,13,2018
59482,Stray,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,01/21/2020,Mature,Senior,1,21,2020,5,13,2018
59483,Owner Deceased,Domestic Short Hair,Cat,Male,Adoption,05/13/2018,06/05/2018,Mature,Senior,6,5,2018,5,13,2018
59485,Stray,Pitbull,Dog,Male,Reclaimed,05/14/2018,05/14/2018,Adult,Adult,5,14,2018,5,14,2018
59486,Stray,Great Pyrenees,Dog,Male,Adoption,05/14/2018,05/23/2018,Adult,Adult,5,23,2018,5,14,2018
59488,Stray,Heeler/Mix,Dog,Male,Reclaimed,05/14/2018,05/14/2018,Adult,Adult,5,14,2018,5,14,2018
59489,Stray,Hound/Mix,Dog,Male,Reclaimed,05/14/2018,05/14/2018,Adult,Adult,5,14,2018,5,14,2018
59495,Owner Deceased,Rat Terrier,Dog,Female,Foster,05/15/2018,05/25/2018,Senior,Geriatric,5,25,2018,5,15,2018
59497,Born in Shelter,Domestic Medium Hair,Cat,Female,Foster,05/13/2018,05/13/2018,Adult,Adult,5,13,2018,5,13,2018
59497,Born in Shelter,Domestic Medium Hair,Cat,Female,Adoption,05/13/2018,07/14/2018,Adult,Adult,7,14,2018,5,13,2018
59497,Born in Shelter,Domestic Medium Hair,Cat,Female,Reclaimed,05/13/2018,02/14/2021,Adult,Adult,2,14,2021,5,13,2018
59498,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,05/13/2018,05/13/2018,Adult,Adult,5,13,2018,5,13,2018
59498,Born in Shelter,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,07/20/2018,Adult,Adult,7,20,2018,5,13,2018
59499,Born in Shelter,Domestic Medium Hair,Cat,Female,Foster,05/13/2018,05/13/2018,Adult,Adult,5,13,2018,5,13,2018
59499,Born in Shelter,Domestic Medium Hair,Cat,Female,Adoption,05/13/2018,07/24/2018,Adult,Adult,7,24,2018,5,13,2018
59500,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,05/13/2018,05/13/2018,Adult,Adult,5,13,2018,5,13,2018
59500,Born in Shelter,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,07/20/2018,Adult,Adult,7,20,2018,5,13,2018
59501,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,05/13/2018,05/13/2018,Adult,Adult,5,13,2018,5,13,2018
59501,Born in Shelter,Domestic Short Hair,Cat,Female,Adoption,05/13/2018,08/12/2018,Adult,Adult,8,12,2018,5,13,2018
59502,Stray,Domestic Short Hair,Cat,Female,Reclaimed,05/15/2018,05/25/2018,Adult,Adult,5,25,2018,5,15,2018
59503,Stray,Domestic Short Hair,Cat,Female,Foster,05/15/2018,05/18/2018,Adult,Adult,5,18,2018,5,15,2018
59503,Stray,Domestic Short Hair,Cat,Female,Adoption,05/15/2018,06/21/2018,Adult,Adult,6,21,2018,5,15,2018
59504,Stray,Domestic Short Hair,Cat,Male,Transfer,05/15/2018,05/23/2018,Adult,Adult,5,23,2018,5,15,2018
59505,Stray,Domestic Short Hair,Cat,Male,Transfer,05/15/2018,05/31/2018,Adult,Adult,5,31,2018,5,15,2018
59506,Stray,Domestic Short Hair,Cat,Male,Adoption,05/15/2018,06/01/2018,Adult,Adult,6,1,2018,5,15,2018
59507,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Male,Adoption,05/15/2018,06/23/2018,Adult,Adult,6,23,2018,5,15,2018
59508,Incompatible with owner lifestyle,Labrador Retriever,Dog,Male,Adoption,05/15/2018,05/23/2018,Senior,Geriatric,5,23,2018,5,15,2018
59509,Incompatible with owner lifestyle,Labrador Retriever,Dog,Female,Adoption,05/15/2018,05/25/2018,Mature,Mature,5,25,2018,5,15,2018
59510,Stray,Domestic Short Hair,Cat,Male,Reclaimed,05/15/2018,05/15/2018,Adult,Adult,5,15,2018,5,15,2018
59512,Stray,Domestic Short Hair,Cat,Female,Foster,05/16/2018,05/22/2018,Kitten,Puppy,5,22,2018,5,16,2018
59512,Stray,Domestic Short Hair,Cat,Female,Adoption,05/16/2018,06/21/2018,Kitten,Puppy,6,21,2018,5,16,2018
59513,Stray,Domestic Short Hair,Cat,Male,Adoption,05/16/2018,06/03/2018,Adult,Adult,6,3,2018,5,16,2018
59516,Stray,Domestic Short Hair,Cat,Female,Adoption,05/16/2018,06/05/2018,Mature,Mature,6,5,2018,5,16,2018
59517,Stray,"Australian Shepherd/Collie, Smooth",Dog,Female,Adoption,05/16/2018,06/01/2018,Mature,Mature,6,1,2018,5,16,2018
59518,Stray,Domestic Short Hair,Cat,Female,Adoption,05/16/2018,06/05/2018,Adult,Adult,6,5,2018,5,16,2018
59518,Stray,Domestic Short Hair,Cat,Female,Transfer,05/16/2018,06/07/2018,Adult,Adult,6,7,2018,5,16,2018
59518,Stray,Domestic Short Hair,Cat,Female,Transfer,05/16/2018,06/28/2018,Adult,Adult,6,28,2018,5,16,2018
59519,Owner Deceased,Beagle,Dog,Male,Adoption,05/16/2018,06/14/2018,Adult,Mature,6,14,2018,5,16,2018
59520,Owner Deceased,Beagle,Dog,Male,Adoption,05/16/2018,06/07/2018,Adult,Adult,6,7,2018,5,16,2018
59520,Owner Deceased,Beagle,Dog,Male,Adoption,05/16/2018,07/22/2018,Adult,Adult,7,22,2018,5,16,2018
59521,Owner Deceased,Beagle,Dog,Male,Adoption,05/16/2018,07/17/2018,Mature,Mature,7,17,2018,5,16,2018
59522,Owner Deceased,Beagle,Dog,Male,Adoption,05/16/2018,06/19/2018,Mature,Mature,6,19,2018,5,16,2018
59523,Owner Deceased,Beagle,Dog,Female,Foster,05/16/2018,06/20/2018,Adult,Adult,6,20,2018,5,16,2018
59523,Owner Deceased,Beagle,Dog,Female,Adoption,05/16/2018,06/29/2018,Adult,Adult,6,29,2018,5,16,2018
59525,Owner Deceased,Beagle,Dog,Female,Foster,05/17/2018,07/17/2018,Mature,Mature,7,17,2018,5,17,2018
59525,Owner Deceased,Beagle,Dog,Female,Adoption,05/17/2018,08/12/2018,Mature,Mature,8,12,2018,5,17,2018
59526,Stray,Pitbull,Dog,Female,Adoption,05/17/2018,06/06/2018,Mature,Mature,6,6,2018,5,17,2018
59527,Stray,Domestic Short Hair,Cat,Male,Foster,05/17/2018,05/19/2018,Adult,Adult,5,19,2018,5,17,2018
59527,Stray,Domestic Short Hair,Cat,Male,Foster,05/17/2018,06/27/2018,Adult,Adult,6,27,2018,5,17,2018
59527,Stray,Domestic Short Hair,Cat,Male,Adoption,05/17/2018,07/08/2018,Adult,Adult,7,8,2018,5,17,2018
59528,Stray,Domestic Short Hair,Cat,Male,Foster,05/17/2018,05/19/2018,Adult,Adult,5,19,2018,5,17,2018
59528,Stray,Domestic Short Hair,Cat,Male,Foster,05/17/2018,06/27/2018,Adult,Adult,6,27,2018,5,17,2018
59528,Stray,Domestic Short Hair,Cat,Male,Adoption,05/17/2018,07/07/2018,Adult,Adult,7,7,2018,5,17,2018
59529,Stray,Domestic Short Hair,Cat,Female,Foster,05/17/2018,05/19/2018,Adult,Adult,5,19,2018,5,17,2018
59529,Stray,Domestic Short Hair,Cat,Female,Foster,05/17/2018,06/27/2018,Adult,Adult,6,27,2018,5,17,2018
59529,Stray,Domestic Short Hair,Cat,Female,Adoption,05/17/2018,07/10/2018,Adult,Adult,7,10,2018,5,17,2018
59531,Stray,Pug/Dachshund,Dog,Female,Reclaimed,05/17/2018,05/18/2018,Adult,Mature,5,18,2018,5,17,2018
59532,Stray,Domestic Short Hair,Cat,Male,Foster,05/18/2018,05/24/2018,Adult,Adult,5,24,2018,5,18,2018
59532,Stray,Domestic Short Hair,Cat,Male,Adoption,05/18/2018,07/20/2018,Adult,Adult,7,20,2018,5,18,2018
59532,Stray,Domestic Short Hair,Cat,Male,Adoption,05/18/2018,08/13/2018,Adult,Adult,8,13,2018,5,18,2018
59532,Stray,Domestic Short Hair,Cat,Male,Adoption,05/18/2018,04/14/2019,Adult,Adult,4,14,2019,5,18,2018
59534,Stray,Domestic Short Hair,Cat,Male,Foster,05/18/2018,05/24/2018,Adult,Adult,5,24,2018,5,18,2018
59534,Stray,Domestic Short Hair,Cat,Male,Adoption,05/18/2018,07/11/2018,Adult,Adult,7,11,2018,5,18,2018
59536,Stray,Domestic Short Hair,Cat,Male,Reclaimed,05/18/2018,05/18/2018,Adult,Adult,5,18,2018,5,18,2018
59537,Moving,Domestic Short Hair,Cat,Male,Adoption,05/18/2018,05/25/2018,Adult,Adult,5,25,2018,5,18,2018
59538,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,05/18/2018,07/10/2018,Adult,Adult,7,10,2018,5,18,2018
59540,Stray,Domestic Medium Hair,Cat,Male,Foster,05/18/2018,05/19/2018,Adult,Adult,5,19,2018,5,18,2018
59540,Stray,Domestic Medium Hair,Cat,Male,Adoption,05/18/2018,06/07/2018,Adult,Adult,6,7,2018,5,18,2018
59541,Stray,Beagle,Dog,Male,Reclaimed,05/18/2018,05/18/2018,Senior,Senior,5,18,2018,5,18,2018
59542,Stray,Hound,Dog,Male,Adoption,05/18/2018,05/25/2018,Adult,Adult,5,25,2018,5,18,2018
59543,Stray,Pitbull,Dog,Female,Reclaimed,05/18/2018,05/19/2018,Mature,Mature,5,19,2018,5,18,2018
59544,Unsuitable Accommodation,Carolina Dog/Mix,Dog,Male,Adoption,05/18/2018,05/24/2018,Adult,Adult,5,24,2018,5,18,2018
59545,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,05/22/2018,Adult,Adult,5,22,2018,5,18,2018
59551,Unsuitable Accommodation,Carolina Dog,Dog,Female,Foster,05/18/2018,05/20/2018,Adult,Adult,5,20,2018,5,18,2018
59551,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,06/09/2018,Adult,Adult,6,9,2018,5,18,2018
59556,Unsuitable Accommodation,Carolina Dog/Mix,Dog,Male,Adoption,05/18/2018,05/23/2018,Adult,Adult,5,23,2018,5,18,2018
59557,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,05/22/2018,Adult,Adult,5,22,2018,5,18,2018
59557,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,06/26/2018,Adult,Adult,6,26,2018,5,18,2018
59558,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,05/23/2018,Adult,Adult,5,23,2018,5,18,2018
59559,Unsuitable Accommodation,Carolina Dog/Mix,Dog,Female,Adoption,05/18/2018,05/22/2018,Adult,Adult,5,22,2018,5,18,2018
59560,Unsuitable Accommodation,Carolina Dog/Mix,Dog,Female,Adoption,05/18/2018,05/22/2018,Adult,Adult,5,22,2018,5,18,2018
59561,Unsuitable Accommodation,Carolina Dog,Dog,Female,Adoption,05/18/2018,05/23/2018,Adult,Adult,5,23,2018,5,18,2018
59562,Unsuitable Accommodation,Carolina Dog/Mix,Dog,Female,Foster,05/18/2018,05/20/2018,Kitten,Puppy,5,20,2018,5,18,2018
59564,Unsuitable Accommodation,Carolina Dog,Dog,Male,Adoption,05/18/2018,05/29/2018,Adult,Adult,5,29,2018,5,18,2018
59565,Stray,Boxer/Mix,Dog,Female,Adoption,05/19/2018,06/02/2018,Adult,Adult,6,2,2018,5,19,2018
59565,Stray,Boxer/Mix,Dog,Female,Reclaimed,05/19/2018,05/15/2019,Adult,Adult,5,15,2019,5,19,2018
59565,Stray,Boxer/Mix,Dog,Female,Foster,05/19/2018,01/29/2020,Adult,Adult,1,29,2020,5,19,2018
59565,Stray,Boxer/Mix,Dog,Female,Foster,05/19/2018,02/21/2020,Adult,Adult,2,21,2020,5,19,2018
59565,Stray,Boxer/Mix,Dog,Female,Foster,05/19/2018,02/25/2020,Adult,Adult,2,25,2020,5,19,2018
59565,Stray,Boxer/Mix,Dog,Female,Adoption,05/19/2018,04/21/2020,Adult,Adult,4,21,2020,5,19,2018
59566,Stray,Domestic Medium Hair,Cat,Male,Adoption,05/19/2018,06/06/2018,Adult,Adult,6,6,2018,5,19,2018
59567,Biting,Domestic Medium Hair,Cat,Male,Transfer,05/19/2018,06/05/2018,Adult,Adult,6,5,2018,5,19,2018
59568,Stray,Boxer/Mix,Dog,Male,Reclaimed,05/19/2018,05/19/2018,Senior,Senior,5,19,2018,5,19,2018
59569,Abandoned,Domestic Medium Hair,Cat,Male,Reclaimed,05/19/2018,05/19/2018,Adult,Adult,5,19,2018,5,19,2018
59569,Abandoned,Domestic Medium Hair,Cat,Male,Adoption,05/19/2018,06/09/2018,Adult,Adult,6,9,2018,5,19,2018
59570,Stray,Beagle/Mix,Dog,Female,Reclaimed,05/19/2018,05/20/2018,Mature,Senior,5,20,2018,5,19,2018
59572,Stray,Pitbull,Dog,Male,Reclaimed,05/20/2018,05/21/2018,Adult,Adult,5,21,2018,5,20,2018
59573,Stray,Domestic Short Hair,Cat,Female,Foster,05/20/2018,05/24/2018,Adult,Adult,5,24,2018,5,20,2018
59573,Stray,Domestic Short Hair,Cat,Female,Adoption,05/20/2018,07/03/2018,Adult,Adult,7,3,2018,5,20,2018
59574,Owner Deceased,Maltese/Shih Tzu,Dog,Male,Reclaimed,05/20/2018,05/22/2018,Adult,Adult,5,22,2018,5,20,2018
59574,Owner Deceased,Maltese/Shih Tzu,Dog,Male,Adoption,05/20/2018,05/26/2018,Adult,Adult,5,26,2018,5,20,2018
59575,Stray,Domestic Long Hair,Cat,Male,Reclaimed,05/21/2018,05/21/2018,Adult,Adult,5,21,2018,5,21,2018
59576,Incompatible with owner lifestyle,Domestic Long Hair,Cat,Male,Adoption,05/21/2018,05/25/2018,Adult,Adult,5,25,2018,5,21,2018
59577,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Male,Adoption,05/21/2018,05/26/2018,Adult,Adult,5,26,2018,5,21,2018
59578,Unable to Afford,Border Collie/Beagle,Dog,Male,Adoption,05/21/2018,06/17/2018,Adult,Adult,6,17,2018,5,21,2018
59579,Litter relinquishment,Domestic Medium Hair,Cat,Male,Foster,05/21/2018,05/25/2018,Adult,Adult,5,25,2018,5,21,2018
59579,Litter relinquishment,Domestic Medium Hair,Cat,Male,Adoption,05/21/2018,06/12/2018,Adult,Adult,6,12,2018,5,21,2018
59580,Litter relinquishment,Domestic Long Hair,Cat,Male,Foster,05/21/2018,05/25/2018,Adult,Adult,5,25,2018,5,21,2018
59580,Litter relinquishment,Domestic Long Hair,Cat,Male,Adoption,05/21/2018,06/12/2018,Adult,Adult,6,12,2018,5,21,2018
59581,Litter relinquishment,Domestic Long Hair,Cat,Male,Foster,05/21/2018,05/25/2018,Adult,Adult,5,25,2018,5,21,2018
59581,Litter relinquishment,Domestic Long Hair,Cat,Male,Adoption,05/21/2018,06/12/2018,Adult,Adult,6,12,2018,5,21,2018
59582,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/21/2018,05/25/2018,Adult,Adult,5,25,2018,5,21,2018
59582,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/21/2018,06/12/2018,Adult,Adult,6,12,2018,5,21,2018
59583,Moving,Siamese,Cat,Female,Adoption,05/21/2018,06/05/2018,Adult,Adult,6,5,2018,5,21,2018
59584,Moving,Domestic Medium Hair,Cat,Male,Adoption,05/21/2018,06/06/2018,Mature,Mature,6,6,2018,5,21,2018
59585,Moving,Corgi,Dog,Female,Adoption,05/21/2018,05/24/2018,Adult,Adult,5,24,2018,5,21,2018
59586,Stray,Domestic Short Hair,Cat,Male,Reclaimed,05/21/2018,05/21/2018,Adult,Adult,5,21,2018,5,21,2018
59587,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/21/2018,05/22/2018,Adult,Adult,5,22,2018,5,21,2018
59587,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/21/2018,07/12/2018,Adult,Adult,7,12,2018,5,21,2018
59588,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/21/2018,05/22/2018,Adult,Adult,5,22,2018,5,21,2018
59588,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/21/2018,07/08/2018,Adult,Adult,7,8,2018,5,21,2018
59589,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59589,Stray,Domestic Short Hair,Cat,Female,Transfer,05/22/2018,08/02/2018,Adult,Adult,8,2,2018,5,22,2018
59590,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59590,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,09/07/2018,Adult,Adult,9,7,2018,5,22,2018
59591,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59591,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/03/2018,Adult,Adult,7,3,2018,5,22,2018
59591,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/18/2018,Adult,Adult,7,18,2018,5,22,2018
59591,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,08/16/2018,Adult,Adult,8,16,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/03/2018,Adult,Adult,7,3,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/18/2018,Adult,Adult,7,18,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,08/16/2018,Adult,Adult,8,16,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Reclaimed,05/22/2018,09/18/2018,Adult,Adult,9,18,2018,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Reclaimed,05/22/2018,06/10/2020,Adult,Adult,6,10,2020,5,22,2018
59592,Stray,Domestic Short Hair,Cat,Female,Reclaimed,05/22/2018,02/03/2021,Adult,Adult,2,3,2021,5,22,2018
59593,Stray,Domestic Short Hair,Cat,Male,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59593,Stray,Domestic Short Hair,Cat,Male,Foster,05/22/2018,07/03/2018,Adult,Adult,7,3,2018,5,22,2018
59593,Stray,Domestic Short Hair,Cat,Male,Foster,05/22/2018,07/14/2018,Adult,Adult,7,14,2018,5,22,2018
59593,Stray,Domestic Short Hair,Cat,Male,Adoption,05/22/2018,02/26/2019,Adult,Adult,2,26,2019,5,22,2018
59594,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Kitten,Puppy,5,26,2018,5,22,2018
59594,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/03/2018,Kitten,Puppy,7,3,2018,5,22,2018
59594,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/13/2018,Kitten,Puppy,7,13,2018,5,22,2018
59595,Stray,Domestic Short Hair,Cat,Male,Adoption,05/22/2018,06/06/2018,Mature,Senior,6,6,2018,5,22,2018
59596,Stray,Great Pyrenees,Dog,Male,Reclaimed,05/22/2018,05/22/2018,Adult,Adult,5,22,2018,5,22,2018
59597,Incompatible with owner lifestyle,Beagle/Husky,Dog,Female,Adoption,05/22/2018,05/29/2018,Adult,Mature,5,29,2018,5,22,2018
59598,Stray,Domestic Short Hair,Cat,Male,Foster,05/22/2018,05/23/2018,Adult,Adult,5,23,2018,5,22,2018
59598,Stray,Domestic Short Hair,Cat,Male,Foster,05/22/2018,07/25/2018,Adult,Adult,7,25,2018,5,22,2018
59598,Stray,Domestic Short Hair,Cat,Male,Adoption,05/22/2018,08/18/2018,Adult,Adult,8,18,2018,5,22,2018
59599,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Male,Reclaimed,05/22/2018,05/25/2018,Adult,Adult,5,25,2018,5,22,2018
59600,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/23/2018,Adult,Adult,5,23,2018,5,22,2018
59600,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/25/2018,Adult,Adult,7,25,2018,5,22,2018
59600,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,08/22/2018,Adult,Adult,8,22,2018,5,22,2018
59601,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/23/2018,Adult,Adult,5,23,2018,5,22,2018
59601,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/25/2018,Adult,Adult,7,25,2018,5,22,2018
59601,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,08/17/2018,Adult,Adult,8,17,2018,5,22,2018
59602,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/23/2018,Adult,Adult,5,23,2018,5,22,2018
59602,Stray,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/25/2018,Adult,Adult,7,25,2018,5,22,2018
59602,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,08/21/2018,Adult,Adult,8,21,2018,5,22,2018
59605,Stray,Domestic Medium Hair,Cat,Male,Foster,05/22/2018,05/22/2018,Adult,Adult,5,22,2018,5,22,2018
59605,Stray,Domestic Medium Hair,Cat,Male,Foster,05/22/2018,07/30/2018,Adult,Adult,7,30,2018,5,22,2018
59605,Stray,Domestic Medium Hair,Cat,Male,Adoption,05/22/2018,08/12/2018,Adult,Adult,8,12,2018,5,22,2018
59606,Stray,Domestic Medium Hair,Cat,Female,Foster,05/22/2018,05/22/2018,Kitten,Puppy,5,22,2018,5,22,2018
59607,Stray,Domestic Medium Hair,Cat,Female,Foster,05/22/2018,05/22/2018,Adult,Adult,5,22,2018,5,22,2018
59607,Stray,Domestic Medium Hair,Cat,Female,Adoption,05/22/2018,07/20/2018,Adult,Adult,7,20,2018,5,22,2018
59608,Stray,Domestic Medium Hair,Cat,Male,Foster,05/22/2018,05/22/2018,Adult,Adult,5,22,2018,5,22,2018
59608,Stray,Domestic Medium Hair,Cat,Male,Adoption,05/22/2018,07/15/2018,Adult,Adult,7,15,2018,5,22,2018
59609,Biting,Domestic Short Hair,Cat,Male,Transfer,05/22/2018,06/05/2018,Mature,Mature,6,5,2018,5,22,2018
59610,Stray,Domestic Short Hair,Cat,Female,Adoption,05/22/2018,07/19/2018,Adult,Adult,7,19,2018,5,22,2018
59612,Police Assist,Cocker Spaniel/Poodle,Dog,Female,Reclaimed,05/23/2018,05/26/2018,Adult,Adult,5,26,2018,5,23,2018
59612,Police Assist,Cocker Spaniel/Poodle,Dog,Female,Reclaimed,05/23/2018,05/09/2019,Adult,Adult,5,9,2019,5,23,2018
59612,Police Assist,Cocker Spaniel/Poodle,Dog,Female,Adoption,05/23/2018,06/05/2019,Adult,Adult,6,5,2019,5,23,2018
59613,Stray,Domestic Short Hair,Cat,Male,Foster,05/23/2018,05/25/2018,Kitten,Puppy,5,25,2018,5,23,2018
59614,Stray,Domestic Short Hair,Cat,Female,Foster,05/23/2018,05/25/2018,Adult,Adult,5,25,2018,5,23,2018
59614,Stray,Domestic Short Hair,Cat,Female,Adoption,05/23/2018,07/06/2018,Adult,Adult,7,6,2018,5,23,2018
59615,Stray,Domestic Short Hair,Cat,Female,Foster,05/23/2018,05/25/2018,Adult,Adult,5,25,2018,5,23,2018
59615,Stray,Domestic Short Hair,Cat,Female,Adoption,05/23/2018,07/03/2018,Adult,Adult,7,3,2018,5,23,2018
59617,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/23/2018,07/06/2018,Adult,Adult,7,6,2018,5,23,2018
59618,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/23/2018,05/29/2018,Adult,Adult,5,29,2018,5,23,2018
59619,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/23/2018,05/26/2018,Adult,Adult,5,26,2018,5,23,2018
59620,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/23/2018,05/26/2018,Adult,Adult,5,26,2018,5,23,2018
59621,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/23/2018,05/25/2018,Adult,Adult,5,25,2018,5,23,2018
59622,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,05/26/2018,Kitten,Puppy,5,26,2018,5,23,2018
59622,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/03/2018,Kitten,Puppy,7,3,2018,5,23,2018
59622,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/13/2018,Kitten,Puppy,7,13,2018,5,23,2018
59623,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,05/26/2018,Adult,Adult,5,26,2018,5,23,2018
59623,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/03/2018,Adult,Adult,7,3,2018,5,23,2018
59623,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/13/2018,Adult,Adult,7,13,2018,5,23,2018
59623,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/23/2018,02/26/2019,Adult,Adult,2,26,2019,5,23,2018
59624,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,05/26/2018,Adult,Adult,5,26,2018,5,23,2018
59624,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/03/2018,Adult,Adult,7,3,2018,5,23,2018
59624,Litter relinquishment,Domestic Short Hair,Cat,Male,Foster,05/23/2018,07/18/2018,Adult,Adult,7,18,2018,5,23,2018
59624,Litter relinquishment,Domestic Short Hair,Cat,Male,Adoption,05/23/2018,08/17/2018,Adult,Adult,8,17,2018,5,23,2018
59625,Stray,Domestic Short Hair,Cat,Female,Foster,05/23/2018,06/02/2018,Adult,Adult,6,2,2018,5,23,2018
59625,Stray,Domestic Short Hair,Cat,Female,Foster,05/23/2018,06/27/2018,Adult,Adult,6,27,2018,5,23,2018
59625,Stray,Domestic Short Hair,Cat,Female,Adoption,05/23/2018,08/01/2018,Adult,Adult,8,1,2018,5,23,2018
59626,Marriage/Relationship split,Hound/Jack Russell Terrier,Dog,Male,Adoption,05/23/2018,06/05/2018,Adult,Adult,6,5,2018,5,23,2018
59627,Stray,Border Collie/Mix,Dog,Male,Reclaimed,05/23/2018,05/23/2018,Adult,Adult,5,23,2018,5,23,2018
59628,Stray,American Bulldog,Dog,Female,Adoption,05/23/2018,06/10/2018,Mature,Mature,6,10,2018,5,23,2018
59630,Stray,Shih Tzu,Dog,Male,Adoption,05/24/2018,06/01/2018,Mature,Mature,6,1,2018,5,24,2018
59630,Stray,Shih Tzu,Dog,Male,Adoption,05/24/2018,07/07/2018,Mature,Mature,7,7,2018,5,24,2018
59632,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,05/22/2018,05/26/2018,Kitten,Puppy,5,26,2018,5,22,2018
59632,Born in Shelter,Domestic Short Hair,Cat,Female,Foster,05/22/2018,07/03/2018,Kitten,Puppy,7,3,2018,5,22,2018
59633,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,05/22/2018,05/26/2018,Adult,Adult,5,26,2018,5,22,2018
59633,Born in Shelter,Domestic Short Hair,Cat,Male,Foster,05/22/2018,07/03/2018,Adult,Adult,7,3,2018,5,22,2018
