id,intakereason,breedname,speciesname,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
63327,Incompatible with owner lifestyle,Bully Breed Mix,Dog,Female,Adoption,05/28/2019,07/09/2019,Adult,Adult,7,9,2019,5,28,2019
63328,Incompatible with owner lifestyle,Shep Mix/Mix,Dog,Male,Adoption,05/28/2019,06/18/2019,Adult,Adult,6,18,2019,5,28,2019
63331,Owner Deceased,"Terrier/Schnauzer, Miniature",Dog,Female,Adoption,05/28/2019,06/07/2019,Senior,Geriatric,6,7,2019,5,28,2019
63332,Owner Deceased,Rat Terrier/Mix,Dog,Female,Adoption,05/28/2019,06/15/2019,Mature,Senior,6,15,2019,5,28,2019
63333,Landlord issues,Domestic Short Hair,Cat,Female,Foster,05/28/2019,09/09/2019,Adult,Adult,9,9,2019,5,28,2019
63333,Landlord issues,Domestic Short Hair,Cat,Female,Adoption,05/28/2019,10/18/2019,Adult,Adult,10,18,2019,5,28,2019
63334,Moving,Domestic Short Hair,Cat,Female,Adoption,05/28/2019,06/10/2019,Adult,Adult,6,10,2019,5,28,2019
63335,Moving,Domestic Short Hair,Cat,Female,Adoption,05/28/2019,06/10/2019,Adult,Adult,6,10,2019,5,28,2019
63336,Incompatible with other pets,Domestic Short Hair,Cat,Female,Adoption,05/28/2019,07/05/2019,Adult,Adult,7,5,2019,5,28,2019
63338,Stray,Domestic Short Hair,Cat,Female,Foster,05/28/2019,05/31/2019,Adolescent,Adolescent,5,31,2019,5,28,2019
63338,Stray,Domestic Short Hair,Cat,Female,Foster,05/28/2019,06/03/2019,Adolescent,Adolescent,6,3,2019,5,28,2019
63338,Stray,Domestic Short Hair,Cat,Female,Foster,05/28/2019,06/05/2019,Adolescent,Adolescent,6,5,2019,5,28,2019
63338,Stray,Domestic Short Hair,Cat,Female,Adoption,05/28/2019,07/14/2019,Adolescent,Adolescent,7,14,2019,5,28,2019
63340,Stray,Domestic Short Hair,Cat,Male,Foster,05/28/2019,05/31/2019,Adolescent,Adolescent,5,31,2019,5,28,2019
63340,Stray,Domestic Short Hair,Cat,Male,Adoption,05/28/2019,06/13/2019,Adolescent,Adolescent,6,13,2019,5,28,2019
63341,Stray,Beagle/Terrier,Dog,Male,Reclaimed,05/29/2019,05/30/2019,Senior,Geriatric,5,30,2019,5,29,2019
63343,Unable to Afford,Domestic Short Hair,Cat,Female,Adoption,05/29/2019,06/04/2019,Adolescent,Adolescent,6,4,2019,5,29,2019
63344,Unable to Afford,Domestic Short Hair,Cat,Female,Adoption,05/29/2019,06/06/2019,Adolescent,Adolescent,6,6,2019,5,29,2019
63345,Unable to Afford,Domestic Short Hair,Cat,Male,Adoption,05/29/2019,06/08/2019,Adolescent,Adolescent,6,8,2019,5,29,2019
63346,Unable to Afford,Domestic Short Hair,Cat,Female,Adoption,05/29/2019,06/09/2019,Adolescent,Adolescent,6,9,2019,5,29,2019
63347,Unable to Afford,Domestic Short Hair,Cat,Male,Adoption,05/29/2019,06/07/2019,Adolescent,Adolescent,6,7,2019,5,29,2019
63348,Stray,Domestic Short Hair,Cat,Male,Foster,05/29/2019,06/10/2019,Adolescent,Adolescent,6,10,2019,5,29,2019
63348,Stray,Domestic Short Hair,Cat,Male,Adoption,05/29/2019,08/21/2019,Adolescent,Adolescent,8,21,2019,5,29,2019
63348,Stray,Domestic Short Hair,Cat,Male,Adoption,05/29/2019,09/09/2019,Adolescent,Adolescent,9,9,2019,5,29,2019
63350,Sick/Injured,Domestic Short Hair,Cat,Female,Foster,05/29/2019,06/12/2019,Adult,Adult,6,12,2019,5,29,2019
63350,Sick/Injured,Domestic Short Hair,Cat,Female,Adoption,05/29/2019,08/17/2019,Adult,Adult,8,17,2019,5,29,2019
63351,Stray,Labrador Retriever/Mix,Dog,Female,Transfer,05/29/2019,05/29/2019,Adolescent,Adolescent,5,29,2019,5,29,2019
63352,Stray,Domestic Short Hair,Cat,Female,Reclaimed,05/29/2019,05/31/2019,Adult,Adult,5,31,2019,5,29,2019
63353,Sick/Injured,Domestic Short Hair,Cat,Female,Foster,05/29/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,5,29,2019
63353,Sick/Injured,Domestic Short Hair,Cat,Female,Adoption,05/29/2019,07/05/2019,Adolescent,Adolescent,7,5,2019,5,29,2019
63354,Sick/Injured,Domestic Short Hair,Cat,Male,Foster,05/29/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,5,29,2019
63354,Sick/Injured,Domestic Short Hair,Cat,Male,Adoption,05/29/2019,07/05/2019,Adolescent,Adolescent,7,5,2019,5,29,2019
63355,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63355,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/02/2019,Adolescent,Adolescent,8,2,2019,5,30,2019
63357,Litter relinquishment,Domestic Medium Hair,Cat,Male,Adoption,05/30/2019,06/05/2019,Adolescent,Adolescent,6,5,2019,5,30,2019
63358,Litter relinquishment,Domestic Medium Hair,Cat,Female,Adoption,05/30/2019,06/06/2019,Adolescent,Adolescent,6,6,2019,5,30,2019
63359,Litter relinquishment,Domestic Long Hair,Cat,Female,Adoption,05/30/2019,06/04/2019,Adolescent,Adolescent,6,4,2019,5,30,2019
63360,Litter relinquishment,Domestic Long Hair,Cat,Male,Adoption,05/30/2019,06/05/2019,Adolescent,Adolescent,6,5,2019,5,30,2019
63361,Stray,Husky,Dog,Male,Reclaimed,05/30/2019,05/30/2019,Adult,Adult,5,30,2019,5,30,2019
63365,Stray,Beagle,Dog,Male,Adoption,05/30/2019,06/09/2019,Adult,Adult,6,9,2019,5,30,2019
63366,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/02/2019,Adolescent,Adolescent,6,2,2019,5,30,2019
63366,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/23/2019,Adolescent,Adolescent,6,23,2019,5,30,2019
63366,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,07/21/2019,Adolescent,Adolescent,7,21,2019,5,30,2019
63367,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/02/2019,Adolescent,Adolescent,6,2,2019,5,30,2019
63367,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/23/2019,Adolescent,Adolescent,6,23,2019,5,30,2019
63367,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,07/19/2019,Adolescent,Adolescent,7,19,2019,5,30,2019
63368,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/02/2019,Adult,Adult,6,2,2019,5,30,2019
63368,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/23/2019,Adult,Adult,6,23,2019,5,30,2019
63368,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/01/2019,Adult,Adult,8,1,2019,5,30,2019
63369,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/02/2019,Adolescent,Adolescent,6,2,2019,5,30,2019
63369,Litter relinquishment,Domestic Short Hair,Cat,Female,Foster,05/30/2019,06/23/2019,Adolescent,Adolescent,6,23,2019,5,30,2019
63369,Litter relinquishment,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,07/21/2019,Adolescent,Adolescent,7,21,2019,5,30,2019
63370,Stray,Domestic Short Hair,Cat,Male,Adoption,05/30/2019,06/06/2019,Adult,Adult,6,6,2019,5,30,2019
63371,Stray,Domestic Short Hair,Cat,Male,Adoption,05/30/2019,06/28/2019,Adolescent,Adolescent,6,28,2019,5,30,2019
63372,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63372,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/25/2019,Adolescent,Adolescent,8,25,2019,5,30,2019
63373,Stray,Domestic Short Hair,Cat,Male,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63373,Stray,Domestic Short Hair,Cat,Male,Adoption,05/30/2019,09/14/2019,Adolescent,Adolescent,9,14,2019,5,30,2019
63374,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adult,Adult,5,30,2019,5,30,2019
63374,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,08/15/2019,Adult,Adult,8,15,2019,5,30,2019
63374,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/17/2019,Adult,Adult,8,17,2019,5,30,2019
63375,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63375,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,09/12/2019,Adolescent,Adolescent,9,12,2019,5,30,2019
63376,Stray,Domestic Short Hair,Cat,Male,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63376,Stray,Domestic Short Hair,Cat,Male,Adoption,05/30/2019,08/17/2019,Adolescent,Adolescent,8,17,2019,5,30,2019
63377,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63377,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/17/2019,Adolescent,Adolescent,8,17,2019,5,30,2019
63379,Stray,Domestic Short Hair,Cat,Male,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63379,Stray,Domestic Short Hair,Cat,Male,Foster,05/30/2019,08/17/2019,Adolescent,Adolescent,8,17,2019,5,30,2019
63379,Stray,Domestic Short Hair,Cat,Male,Adoption,05/30/2019,08/22/2019,Adolescent,Adolescent,8,22,2019,5,30,2019
63381,Stray,Domestic Short Hair,Cat,Female,Foster,05/30/2019,05/30/2019,Adolescent,Adolescent,5,30,2019,5,30,2019
63381,Stray,Domestic Short Hair,Cat,Female,Adoption,05/30/2019,08/02/2019,Adolescent,Adolescent,8,2,2019,5,30,2019
63385,Police Assist,Border Collie/Mix,Dog,Female,Reclaimed,05/31/2019,05/31/2019,Senior,Geriatric,5,31,2019,5,31,2019
63386,Police Assist,Dachshund,Dog,Female,Reclaimed,05/31/2019,05/31/2019,Senior,Geriatric,5,31,2019,5,31,2019
63388,Stray,Siamese,Cat,Female,Adoption,05/31/2019,06/26/2019,Adult,Adult,6,26,2019,5,31,2019
63389,Unsuitable Accommodation,Chihuahua,Dog,Female,Adoption,05/31/2019,06/07/2019,Adult,Adult,6,7,2019,5,31,2019
63392,Stray,Beagle,Dog,Female,Reclaimed,05/31/2019,06/01/2019,Adult,Mature,6,1,2019,5,31,2019
63392,Stray,Beagle,Dog,Female,Reclaimed,05/31/2019,10/07/2019,Adult,Mature,10,7,2019,5,31,2019
63392,Stray,Beagle,Dog,Female,Reclaimed,05/31/2019,07/02/2020,Adult,Mature,7,2,2020,5,31,2019
63393,Stray,Domestic Short Hair,Cat,Male,Foster,05/31/2019,06/09/2019,Adolescent,Adolescent,6,9,2019,5,31,2019
63393,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,06/20/2019,Adolescent,Adolescent,6,20,2019,5,31,2019
63394,Stray,Domestic Short Hair,Cat,Male,Foster,05/31/2019,06/09/2019,Adolescent,Adolescent,6,9,2019,5,31,2019
63394,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,07/05/2019,Adolescent,Adolescent,7,5,2019,5,31,2019
63395,Stray,Manx,Cat,Female,Foster,05/31/2019,06/09/2019,Adolescent,Adolescent,6,9,2019,5,31,2019
63395,Stray,Manx,Cat,Female,Adoption,05/31/2019,06/29/2019,Adolescent,Adolescent,6,29,2019,5,31,2019
63396,Stray,Domestic Short Hair,Cat,Male,Foster,05/31/2019,06/21/2019,Adolescent,Adolescent,6,21,2019,5,31,2019
63396,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,07/09/2019,Adolescent,Adolescent,7,9,2019,5,31,2019
63396,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,09/29/2019,Adolescent,Adolescent,9,29,2019,5,31,2019
63397,Stray,Domestic Short Hair,Cat,Male,Foster,05/31/2019,06/01/2019,Kitten,Puppy,6,1,2019,5,31,2019
63398,Stray,Domestic Short Hair,Cat,Female,Foster,05/31/2019,06/01/2019,Kitten,Puppy,6,1,2019,5,31,2019
63400,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,06/08/2019,Adult,Adult,6,8,2019,5,31,2019
63401,Stray,Domestic Short Hair,Cat,Male,Adoption,05/31/2019,06/15/2019,Adult,Adult,6,15,2019,5,31,2019
63402,Stray,Bully Breed Mix,Dog,Female,Adoption,06/01/2019,06/10/2019,Adolescent,Adolescent,6,10,2019,6,1,2019
63404,Marriage/Relationship split,Domestic Short Hair,Cat,Male,Adoption,06/01/2019,06/12/2019,Adult,Adult,6,12,2019,6,1,2019
63405,Behavioral Issues,Siamese/Mix,Cat,Male,Adoption,06/01/2019,07/15/2019,Adult,Adult,7,15,2019,6,1,2019
63406,Stray,Domestic Medium Hair,Cat,Male,Adoption,06/01/2019,06/11/2019,Adolescent,Adolescent,6,11,2019,6,1,2019
63408,Stray,Domestic Short Hair,Cat,Male,Adoption,06/01/2019,06/07/2019,Adult,Adult,6,7,2019,6,1,2019
63409,Stray,Domestic Short Hair,Cat,Male,Adoption,06/01/2019,06/11/2019,Adult,Adult,6,11,2019,6,1,2019
63410,Stray,Boxer/Mix,Dog,Female,Reclaimed,06/01/2019,06/04/2019,Mature,Mature,6,4,2019,6,1,2019
63411,Stray,Labrador Retriever/Bully Breed Mix,Dog,Male,Reclaimed,06/01/2019,06/02/2019,Adult,Adult,6,2,2019,6,1,2019
63414,Stray,Chow Chow,Dog,Male,Reclaimed,06/02/2019,06/03/2019,Mature,Senior,6,3,2019,6,2,2019
63416,Stray,Domestic Short Hair,Cat,Female,Adoption,06/03/2019,07/21/2019,Adult,Adult,7,21,2019,6,3,2019
63419,Stray,Great Pyrenees,Dog,Female,Reclaimed,06/03/2019,06/07/2019,Adult,Adult,6,7,2019,6,3,2019
63419,Stray,Great Pyrenees,Dog,Female,Transfer,06/03/2019,06/08/2019,Adult,Adult,6,8,2019,6,3,2019
63420,Stray,Great Pyrenees,Dog,Male,Reclaimed,06/03/2019,06/07/2019,Adult,Adult,6,7,2019,6,3,2019
63420,Stray,Great Pyrenees,Dog,Male,Transfer,06/03/2019,06/08/2019,Adult,Adult,6,8,2019,6,3,2019
63421,Police Assist,Jack Russell Terrier/Mix,Dog,Male,Reclaimed,06/03/2019,06/04/2019,Geriatric,Geriatric,6,4,2019,6,3,2019
63423,Allergies,Domestic Short Hair,Cat,Male,Adoption,06/03/2019,06/29/2019,Adult,Adult,6,29,2019,6,3,2019
63424,Allergies,Domestic Short Hair,Cat,Male,Adoption,06/03/2019,06/29/2019,Adult,Adult,6,29,2019,6,3,2019
63425,Landlord issues,Boxer,Dog,Female,Adoption,06/03/2019,06/23/2019,Adult,Adult,6,23,2019,6,3,2019
63426,Unable to Afford,Husky,Dog,Female,Foster,06/03/2019,06/04/2019,Adult,Adult,6,4,2019,6,3,2019
63426,Unable to Afford,Husky,Dog,Female,Adoption,06/03/2019,07/30/2019,Adult,Adult,7,30,2019,6,3,2019
63427,Stray,Domestic Short Hair,Cat,Male,Adoption,06/03/2019,06/19/2019,Adolescent,Adolescent,6,19,2019,6,3,2019
63428,Stray,Siamese/Domestic Short Hair,Cat,Female,Adoption,06/03/2019,06/21/2019,Adult,Mature,6,21,2019,6,3,2019
63429,Incompatible with owner lifestyle,Bully Breed Mix/Labrador Retriever,Dog,Male,Adoption,06/03/2019,07/01/2019,Adult,Adult,7,1,2019,6,3,2019
63430,Stray,Domestic Short Hair,Cat,Female,Transfer,06/04/2019,06/18/2019,Adult,Adult,6,18,2019,6,4,2019
63431,Stray,Rhodesian Ridgeback,Dog,Male,Reclaimed,06/04/2019,06/04/2019,Mature,Mature,6,4,2019,6,4,2019
63432,Stray,Bully Breed Mix,Dog,Female,Transfer,06/04/2019,07/25/2019,Adult,Adult,7,25,2019,6,4,2019
63433,Police Assist,Shih Tzu/Mix,Dog,Male,Reclaimed,06/04/2019,06/04/2019,Mature,Mature,6,4,2019,6,4,2019
63438,Moving,Labrador Retriever/Hound,Dog,Female,Adoption,06/04/2019,06/08/2019,Adolescent,Adolescent,6,8,2019,6,4,2019
63438,Moving,Labrador Retriever/Hound,Dog,Female,Adoption,06/04/2019,01/17/2020,Adolescent,Adolescent,1,17,2020,6,4,2019
63438,Moving,Labrador Retriever/Hound,Dog,Female,Foster,06/04/2019,02/14/2021,Adolescent,Adolescent,2,14,2021,6,4,2019
63438,Moving,Labrador Retriever/Hound,Dog,Female,Adoption,06/04/2019,02/24/2021,Adolescent,Adolescent,2,24,2021,6,4,2019
63439,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,06/04/2019,07/01/2019,Adult,Adult,7,1,2019,6,4,2019
63439,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,06/04/2019,07/23/2019,Adult,Adult,7,23,2019,6,4,2019
63439,Incompatible with owner lifestyle,Domestic Short Hair,Cat,Female,Adoption,06/04/2019,02/29/2020,Adult,Adult,2,29,2020,6,4,2019
63442,Unable to Afford,Husky/Mix,Dog,Female,Foster,06/03/2019,06/04/2019,Adolescent,Adolescent,6,4,2019,6,3,2019
63442,Unable to Afford,Husky/Mix,Dog,Female,Foster,06/03/2019,07/30/2019,Adolescent,Adolescent,7,30,2019,6,3,2019
63442,Unable to Afford,Husky/Mix,Dog,Female,Adoption,06/03/2019,08/10/2019,Adolescent,Adolescent,8,10,2019,6,3,2019
63443,Unable to Afford,Husky/Mix,Dog,Male,Foster,06/03/2019,06/04/2019,Adolescent,Adolescent,6,4,2019,6,3,2019
63443,Unable to Afford,Husky/Mix,Dog,Male,Foster,06/03/2019,07/30/2019,Adolescent,Adolescent,7,30,2019,6,3,2019
63443,Unable to Afford,Husky/Mix,Dog,Male,Adoption,06/03/2019,08/06/2019,Adolescent,Adolescent,8,6,2019,6,3,2019
63444,Police Assist,Bully Breed Mix/Mix,Dog,Male,Reclaimed,06/04/2019,06/05/2019,Adult,Adult,6,5,2019,6,4,2019
63444,Police Assist,Bully Breed Mix/Mix,Dog,Male,Reclaimed,06/04/2019,04/14/2020,Adult,Adult,4,14,2020,6,4,2019
63445,Stray,Husky,Dog,Female,Reclaimed,06/05/2019,06/05/2019,Adolescent,Adolescent,6,5,2019,6,5,2019
63446,Stray,Domestic Short Hair,Cat,Female,Foster,06/05/2019,06/10/2019,Adolescent,Adolescent,6,10,2019,6,5,2019
63446,Stray,Domestic Short Hair,Cat,Female,Foster,06/05/2019,08/20/2019,Adolescent,Adolescent,8,20,2019,6,5,2019
63446,Stray,Domestic Short Hair,Cat,Female,Adoption,06/05/2019,09/22/2019,Adolescent,Adolescent,9,22,2019,6,5,2019
63447,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Male,Foster,06/05/2019,06/10/2019,Adolescent,Adolescent,6,10,2019,6,5,2019
63447,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Male,Adoption,06/05/2019,08/20/2019,Adolescent,Adolescent,8,20,2019,6,5,2019
63448,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Male,Foster,06/05/2019,06/10/2019,Adolescent,Adolescent,6,10,2019,6,5,2019
63448,TNR - Trap/Neuter/Release,Domestic Short Hair,Cat,Male,Adoption,06/05/2019,08/21/2019,Adolescent,Adolescent,8,21,2019,6,5,2019
63449,Stray,Domestic Long Hair,Cat,Male,Foster,06/05/2019,06/08/2019,Adolescent,Adolescent,6,8,2019,6,5,2019
63449,Stray,Domestic Long Hair,Cat,Male,Foster,06/05/2019,09/11/2019,Adolescent,Adolescent,9,11,2019,6,5,2019
63449,Stray,Domestic Long Hair,Cat,Male,Adoption,06/05/2019,11/01/2019,Adolescent,Adolescent,11,1,2019,6,5,2019
63450,Incompatible with owner lifestyle,Bloodhound/Labrador Retriever,Dog,Male,Adoption,06/05/2019,06/09/2019,Adolescent,Adolescent,6,9,2019,6,5,2019
63456,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63456,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,07/26/2019,Adolescent,Adolescent,7,26,2019,6,6,2019
63456,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,08/02/2019,Adolescent,Adolescent,8,2,2019,6,6,2019
63457,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63457,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,07/26/2019,Adolescent,Adolescent,7,26,2019,6,6,2019
63457,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,08/13/2019,Adolescent,Adolescent,8,13,2019,6,6,2019
63458,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/14/2019,Kitten,Puppy,6,14,2019,6,6,2019
63459,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63459,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,07/26/2019,Adolescent,Adolescent,7,26,2019,6,6,2019
63460,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63460,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,07/26/2019,Adolescent,Adolescent,7,26,2019,6,6,2019
63460,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,08/09/2019,Adolescent,Adolescent,8,9,2019,6,6,2019
63461,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/11/2019,Adolescent,Adolescent,6,11,2019,6,6,2019
63461,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/21/2019,Adolescent,Adolescent,7,21,2019,6,6,2019
63462,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/25/2019,Adolescent,Adolescent,6,25,2019,6,6,2019
63462,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/30/2019,Adolescent,Adolescent,7,30,2019,6,6,2019
63462,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,08/08/2019,Adolescent,Adolescent,8,8,2019,6,6,2019
63463,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/25/2019,Adolescent,Adolescent,6,25,2019,6,6,2019
63463,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/30/2019,Adolescent,Adolescent,7,30,2019,6,6,2019
63464,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adult,Adult,6,14,2019,6,6,2019
63464,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,07/26/2019,Adult,Adult,7,26,2019,6,6,2019
63464,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,08/17/2019,Adult,Adult,8,17,2019,6,6,2019
63465,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/11/2019,Adolescent,Adolescent,6,11,2019,6,6,2019
63465,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/15/2019,Adolescent,Adolescent,7,15,2019,6,6,2019
63466,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/14/2019,Adult,Adult,6,14,2019,6,6,2019
63466,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,07/10/2019,Adult,Adult,7,10,2019,6,6,2019
63467,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/11/2019,Adolescent,Adolescent,6,11,2019,6,6,2019
63467,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/13/2019,Adolescent,Adolescent,7,13,2019,6,6,2019
63468,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Foster,06/06/2019,06/25/2019,Adolescent,Adolescent,6,25,2019,6,6,2019
63468,Unsuitable Accommodation,Domestic Short Hair,Cat,Female,Adoption,06/06/2019,07/29/2019,Adolescent,Adolescent,7,29,2019,6,6,2019
63469,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/25/2019,Adolescent,Adolescent,6,25,2019,6,6,2019
63469,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/30/2019,Adolescent,Adolescent,7,30,2019,6,6,2019
63470,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63470,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/09/2019,Adolescent,Adolescent,7,9,2019,6,6,2019
63470,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,10/05/2019,Adolescent,Adolescent,10,5,2019,6,6,2019
63471,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Foster,06/06/2019,06/14/2019,Adolescent,Adolescent,6,14,2019,6,6,2019
63471,Unsuitable Accommodation,Domestic Short Hair,Cat,Male,Adoption,06/06/2019,07/12/2019,Adolescent,Adolescent,7,12,2019,6,6,2019
63473,Stray,Jack Russell Terrier/Beagle,Dog,Male,Reclaimed,06/06/2019,06/07/2019,Adult,Adult,6,7,2019,6,6,2019
63474,Stray,Beagle,Dog,Male,Adoption,06/07/2019,07/06/2019,Adult,Adult,7,6,2019,6,7,2019
63478,Stray,Domestic Short Hair,Cat,Male,Adoption,06/07/2019,07/06/2019,Adult,Adult,7,6,2019,6,7,2019
63478,Stray,Domestic Short Hair,Cat,Male,Adoption,06/07/2019,07/29/2019,Adult,Adult,7,29,2019,6,7,2019
63479,Stray,Domestic Short Hair,Cat,Male,Adoption,06/07/2019,06/25/2019,Adult,Adult,6,25,2019,6,7,2019
63482,Litter relinquishment,Irish Wolfhound/Great Pyrenees,Dog,Female,Foster,06/08/2019,06/14/2019,Adult,Adult,6,14,2019,6,8,2019
63482,Litter relinquishment,Irish Wolfhound/Great Pyrenees,Dog,Female,Adoption,06/08/2019,07/09/2019,Adult,Adult,7,9,2019,6,8,2019
63483,Litter relinquishment,Border Collie/Great Pyrenees,Dog,Female,Adoption,06/08/2019,06/12/2019,Adolescent,Adolescent,6,12,2019,6,8,2019
63484,Litter relinquishment,Border Collie/Great Pyrenees,Dog,Female,Adoption,06/08/2019,06/13/2019,Adolescent,Adolescent,6,13,2019,6,8,2019
63485,Litter relinquishment,Border Collie/Great Pyrenees,Dog,Male,Adoption,06/08/2019,06/13/2019,Adult,Adult,6,13,2019,6,8,2019
63486,Litter relinquishment,Border Collie/Great Pyrenees,Dog,Female,Adoption,06/08/2019,06/12/2019,Adolescent,Adolescent,6,12,2019,6,8,2019
63487,Incompatible with owner lifestyle,Domestic Long Hair,Cat,Female,Foster,06/08/2019,08/01/2019,Adult,Adult,8,1,2019,6,8,2019
63487,Incompatible with owner lifestyle,Domestic Long Hair,Cat,Female,Foster,06/08/2019,08/10/2019,Adult,Adult,8,10,2019,6,8,2019
