id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,movementDate1,movementDate2,movementDate3,movementDate1R
69803,Litter relinquishment,Van,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/21/2021,05/22/2021,Adolescent,5,22,2021,May
69803,Litter relinquishment,Van,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/21/2021,05/29/2021,Adolescent,5,29,2021,May
69803,Litter relinquishment,Van,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/21/2021,06/26/2021,Adolescent,6,26,2021,June
69803,Litter relinquishment,Van,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,05/21/2021,08/01/2021,Adolescent,8,1,2021,August
69805,Stray,Temor,Chihuahua,Grey,Dog,8 years 1 month.,Male,Adoption,05/22/2021,06/18/2021,Mature,6,18,2021,June
69806,Stray,Purdy,Domestic Short Hair,Tortoiseshell,Cat,3 years 2 months.,Female,Reclaimed,05/22/2021,05/26/2021,Adult,5,26,2021,May
69807,Incompatible with owner lifestyle,Huck,Boxer/Jack Russell Terrier,Brindle and White,Dog,8 months.,Male,Adoption,05/22/2021,06/08/2021,Adolescent,6,8,2021,June
69808,Biting,Chunk,Bully Breed Mix/Labrador Retriever,Chocolate,Dog,3 years 1 month.,Male,Reclaimed,05/22/2021,06/03/2021,Adult,6,3,2021,June
69808,Biting,Chunk,Bully Breed Mix/Labrador Retriever,Chocolate,Dog,3 years 1 month.,Male,Adoption,05/22/2021,07/02/2021,Adult,7,2,2021,July
69809,Biting,Otis,Labrador Retriever/Heeler,Black,Dog,6 years 2 months.,Male,Reclaimed,05/22/2021,06/03/2021,Adult,6,3,2021,June
69809,Biting,Otis,Labrador Retriever/Heeler,Black,Dog,6 years 2 months.,Male,Adoption,05/22/2021,07/26/2021,Adult,7,26,2021,July
69810,Litter relinquishment,Hiccup,Domestic Short Hair,Orange,Cat,8 months.,Male,Foster,05/22/2021,05/23/2021,Adolescent,5,23,2021,May
69810,Litter relinquishment,Hiccup,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,05/22/2021,07/17/2021,Adolescent,7,17,2021,July
69811,Litter relinquishment,Frankie,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Foster,05/22/2021,05/23/2021,Adolescent,5,23,2021,May
69811,Litter relinquishment,Frankie,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Adoption,05/22/2021,07/20/2021,Adolescent,7,20,2021,July
69811,Litter relinquishment,Frankie,Domestic Short Hair,Black and Brown,Cat,9 months.,Female,Adoption,05/22/2021,11/09/2021,Adolescent,11,9,2021,November
69812,Litter relinquishment,Valka,Domestic Short Hair,Calico,Cat,9 months.,Female,Foster,05/22/2021,05/23/2021,Adolescent,5,23,2021,May
69812,Litter relinquishment,Valka,Domestic Short Hair,Calico,Cat,9 months.,Female,Adoption,05/22/2021,07/12/2021,Adolescent,7,12,2021,July
69813,Litter relinquishment,Fishlegs,Domestic Short Hair,Black and White,Cat,8 months.,Male,Foster,05/22/2021,05/23/2021,Adolescent,5,23,2021,May
69813,Litter relinquishment,Fishlegs,Domestic Short Hair,Black and White,Cat,8 months.,Male,Adoption,05/22/2021,07/13/2021,Adolescent,7,13,2021,July
69814,Stray,Roscoe,Bully Breed Mix/Beagle,Tan and White,Dog,2 years 5 months.,Male,Reclaimed,05/22/2021,05/22/2021,Adult,5,22,2021,May
69815,Incompatible with other pets,Snoopy,Bully Breed Mix,White and Black,Dog,8 years 7 months.,Male,Adoption,05/22/2021,07/30/2021,Mature,7,30,2021,July
69815,Incompatible with other pets,Snoopy,Bully Breed Mix,White and Black,Dog,8 years 7 months.,Male,Adoption,05/22/2021,10/14/2021,Mature,10,14,2021,October
69817,Incompatible with owner lifestyle,Panda,Domestic Short Hair,White and Black,Cat,9 months.,Female,Adoption,05/22/2021,06/20/2021,Adolescent,6,20,2021,June
69818,Incompatible with owner lifestyle,Kira,Domestic Short Hair,Grey and White,Cat,9 months.,Female,Adoption,05/22/2021,06/20/2021,Adolescent,6,20,2021,June
69822,Police Assist,Dabu,"Poodle, Standard/Mix",Black and White,Dog,8 months.,Male,Reclaimed,05/22/2021,05/23/2021,Adolescent,5,23,2021,May
69823,Sick/Injured,Lou,Bully Breed Mix,Grey and White,Dog,5 years 0 months.,Male,Reclaimed,05/23/2021,05/23/2021,Adult,5,23,2021,May
69824,Stray,Yodel,Labrador Retriever/Hound,Chocolate,Dog,10 months.,Female,Adoption,05/23/2021,06/08/2021,Adolescent,6,8,2021,June
69824,Stray,Yodel,Labrador Retriever/Hound,Chocolate,Dog,10 months.,Female,Adoption,05/23/2021,07/17/2021,Adolescent,7,17,2021,July
69825,Stray,Crooner,Labrador Retriever/Hound,White and Tan,Dog,9 months.,Male,Adoption,05/23/2021,06/10/2021,Adolescent,6,10,2021,June
69827,Stray,Tyler,Retriever/Mix,Golden,Dog,3 years 8 months.,Male,Adoption,05/24/2021,06/16/2021,Adult,6,16,2021,June
69827,Stray,Tyler,Retriever/Mix,Golden,Dog,3 years 8 months.,Male,Adoption,05/24/2021,06/29/2021,Adult,6,29,2021,June
69828,Stray,Hennessey,Labrador Retriever,Yellow,Dog,11 years 7 months.,Female,Reclaimed,05/24/2021,05/24/2021,Senior,5,24,2021,May
69838,Incompatible with owner lifestyle,Bramble,Domestic Long Hair,Black,Cat,8 months.,Male,Foster,05/24/2021,05/27/2021,Adolescent,5,27,2021,May
69838,Incompatible with owner lifestyle,Bramble,Domestic Long Hair,Black,Cat,8 months.,Male,Foster,05/24/2021,06/27/2021,Adolescent,6,27,2021,June
69838,Incompatible with owner lifestyle,Bramble,Domestic Long Hair,Black,Cat,8 months.,Male,Adoption,05/24/2021,07/13/2021,Adolescent,7,13,2021,July
69839,Transfer from Other Shelter,Omni-Man,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Foster,05/24/2021,05/27/2021,Adolescent,5,27,2021,May
69839,Transfer from Other Shelter,Omni-Man,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Foster,05/24/2021,07/03/2021,Adolescent,7,3,2021,July
69839,Transfer from Other Shelter,Omni-Man,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Foster,05/24/2021,07/15/2021,Adolescent,7,15,2021,July
69839,Transfer from Other Shelter,Omni-Man,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Adoption,05/24/2021,08/02/2021,Adolescent,8,2,2021,August
69840,Transfer from Other Shelter,Invincible,Domestic Short Hair,Black,Cat,5 weeks.,Male,Foster,05/24/2021,05/27/2021,Kitten,5,27,2021,May
69841,Transfer from Other Shelter,Darkwing,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Male,Foster,05/24/2021,05/27/2021,Adolescent,5,27,2021,May
69841,Transfer from Other Shelter,Darkwing,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Male,Foster,05/24/2021,07/03/2021,Adolescent,7,3,2021,July
69841,Transfer from Other Shelter,Darkwing,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Male,Foster,05/24/2021,07/15/2021,Adolescent,7,15,2021,July
69841,Transfer from Other Shelter,Darkwing,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Male,Adoption,05/24/2021,07/29/2021,Adolescent,7,29,2021,July
69842,Transfer from Other Shelter,Monster Girl,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/24/2021,05/27/2021,Adolescent,5,27,2021,May
69842,Transfer from Other Shelter,Monster Girl,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/24/2021,07/03/2021,Adolescent,7,3,2021,July
69842,Transfer from Other Shelter,Monster Girl,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/24/2021,07/15/2021,Adolescent,7,15,2021,July
69842,Transfer from Other Shelter,Monster Girl,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,05/24/2021,08/02/2021,Adolescent,8,2,2021,August
69843,Transfer from Other Shelter,Universal,Domestic Short Hair,Brown and Black,Cat,5 weeks.,Female,Foster,05/24/2021,05/27/2021,Kitten,5,27,2021,May
69845,Stray,Jesse,Domestic Short Hair,White and Black,Cat,8 years 2 months.,Male,Adoption,05/25/2021,07/13/2021,Mature,7,13,2021,July
69850,Stray,Jax,Husky,Grey Black and White,Dog,2 years 4 months.,Male,Reclaimed,05/25/2021,05/25/2021,Adult,5,25,2021,May
69852,Stray,Mini,Great Dane,Black,Dog,1 year 10 months.,Female,Reclaimed,05/25/2021,05/26/2021,Adolescent,5,26,2021,May
69854,Litter relinquishment,Fellow,Domestic Short Hair,Buff and white,Cat,8 months.,Male,Foster,05/25/2021,05/28/2021,Adolescent,5,28,2021,May
69854,Litter relinquishment,Fellow,Domestic Short Hair,Buff and white,Cat,8 months.,Male,Adoption,05/25/2021,07/02/2021,Adolescent,7,2,2021,July
69855,Litter relinquishment,Guy,Unknown,Orange,Cat,8 months.,Male,Foster,05/25/2021,05/28/2021,Adolescent,5,28,2021,May
69855,Litter relinquishment,Guy,Unknown,Orange,Cat,8 months.,Male,Adoption,05/25/2021,07/17/2021,Adolescent,7,17,2021,July
69856,Litter relinquishment,Mademoiselle,Unknown,Dilute tortoiseshell,Cat,8 months.,Female,Foster,05/25/2021,05/28/2021,Adolescent,5,28,2021,May
69856,Litter relinquishment,Mademoiselle,Unknown,Dilute tortoiseshell,Cat,8 months.,Female,Adoption,05/25/2021,07/06/2021,Adolescent,7,6,2021,July
69857,Litter relinquishment,Lady,Unknown,Grey,Cat,8 months.,Female,Foster,05/25/2021,05/28/2021,Adolescent,5,28,2021,May
69857,Litter relinquishment,Lady,Unknown,Grey,Cat,8 months.,Female,Adoption,05/25/2021,07/03/2021,Adolescent,7,3,2021,July
69858,Stray,Sanova,Hound/Mix,Chocolate,Dog,1 year 8 months.,Female,Adoption,05/25/2021,06/25/2021,Adolescent,6,25,2021,June
69870,Moving,Sasha,Domestic Short Hair,Grey and White,Cat,12 years 5 months.,Female,Foster,05/27/2021,06/12/2021,Senior,6,12,2021,June
69870,Moving,Sasha,Domestic Short Hair,Grey and White,Cat,12 years 5 months.,Female,Adoption,05/27/2021,09/17/2021,Senior,9,17,2021,September
69872,Stray,Lion,Domestic Short Hair,Black,Cat,8 months.,Male,Foster,05/27/2021,06/09/2021,Adolescent,6,9,2021,June
69872,Stray,Lion,Domestic Short Hair,Black,Cat,8 months.,Male,Adoption,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69873,Litter relinquishment,June Bug,Domestic Short Hair,Torbie,Cat,1 year 2 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69873,Litter relinquishment,June Bug,Domestic Short Hair,Torbie,Cat,1 year 2 months.,Female,Adoption,05/27/2021,06/15/2021,Adolescent,6,15,2021,June
69874,Litter relinquishment,Tiger Beetle,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69874,Litter relinquishment,Tiger Beetle,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,05/27/2021,08/06/2021,Adolescent,8,6,2021,August
69875,Litter relinquishment,Rose Chafer,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69875,Litter relinquishment,Rose Chafer,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,08/13/2021,Adolescent,8,13,2021,August
69876,Litter relinquishment,Christmas Beetle,Domestic Medium Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69876,Litter relinquishment,Christmas Beetle,Domestic Medium Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,08/08/2021,Adolescent,8,8,2021,August
69877,Litter relinquishment,May Beetle,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69877,Litter relinquishment,May Beetle,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,08/07/2021,Adolescent,8,7,2021,August
69878,Litter relinquishment,Cicada,Domestic Medium Hair,Dilute tortoiseshell,Cat,1 year 3 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69878,Litter relinquishment,Cicada,Domestic Medium Hair,Dilute tortoiseshell,Cat,1 year 3 months.,Female,Adoption,05/27/2021,08/24/2021,Adolescent,8,24,2021,August
69879,Litter relinquishment,Pine Beetle,Domestic Short Hair,Black,Cat,8 months.,Female,Foster,05/27/2021,05/29/2021,Adolescent,5,29,2021,May
69879,Litter relinquishment,Pine Beetle,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,05/27/2021,08/05/2021,Adolescent,8,5,2021,August
69880,Stray,Orca,Domestic Short Hair,Grey,Cat,3 years 2 months.,Female,Foster,05/27/2021,05/30/2021,Adult,5,30,2021,May
69880,Stray,Orca,Domestic Short Hair,Grey,Cat,3 years 2 months.,Female,Foster,05/27/2021,07/13/2021,Adult,7,13,2021,July
69880,Stray,Orca,Domestic Short Hair,Grey,Cat,3 years 2 months.,Female,Adoption,05/27/2021,08/14/2021,Adult,8,14,2021,August
69881,Stray,Sei Whale,Domestic Short Hair,Black,Cat,8 months.,Female,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69881,Stray,Sei Whale,Domestic Short Hair,Black,Cat,8 months.,Female,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69881,Stray,Sei Whale,Domestic Short Hair,Black,Cat,8 months.,Female,Adoption,05/27/2021,08/14/2021,Adolescent,8,14,2021,August
69882,Stray,Fin Whale,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69882,Stray,Fin Whale,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69882,Stray,Fin Whale,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Adoption,05/27/2021,08/14/2021,Adolescent,8,14,2021,August
69883,Stray,Narwhal,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69883,Stray,Narwhal,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69883,Stray,Narwhal,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,05/27/2021,08/13/2021,Adolescent,8,13,2021,August
69884,Stray,Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69884,Stray,Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69884,Stray,Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,08/13/2021,Adolescent,8,13,2021,August
69884,Stray,Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,09/04/2021,Adolescent,9,4,2021,September
69884,Stray,Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,10/10/2021,Adolescent,10,10,2021,October
69885,Stray,Beluga,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69885,Stray,Beluga,Domestic Short Hair,Grey,Cat,8 months.,Male,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69885,Stray,Beluga,Domestic Short Hair,Grey,Cat,8 months.,Male,Adoption,05/27/2021,08/14/2021,Adolescent,8,14,2021,August
69886,Stray,Pygmy Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,05/30/2021,Adolescent,5,30,2021,May
69886,Stray,Pygmy Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Foster,05/27/2021,07/13/2021,Adolescent,7,13,2021,July
69886,Stray,Pygmy Blue Whale,Domestic Short Hair,Grey,Cat,8 months.,Female,Adoption,05/27/2021,08/14/2021,Adolescent,8,14,2021,August
69888,Landlord issues,Maverick,Shiba Inu/English Shepherd,Black and White,Dog,1 year 9 months.,Male,Adoption,05/27/2021,06/04/2021,Adolescent,6,4,2021,June
69888,Landlord issues,Maverick,Shiba Inu/English Shepherd,Black and White,Dog,1 year 9 months.,Male,Adoption,05/27/2021,06/24/2021,Adolescent,6,24,2021,June
69889,Stray,Freckles,Dalmatian/Samoyed,Blue merle,Dog,10 years 4 months.,Male,Reclaimed,05/27/2021,05/28/2021,Mature,5,28,2021,May
69890,Stray,Yogi,Australian Cattle Dog,Red and White,Dog,7 years 0 months.,Male,Reclaimed,05/27/2021,05/29/2021,Mature,5,29,2021,May
69896,Stray,Olive,Domestic Short Hair,Brown and Black,Cat,8 months.,Female,Foster,05/28/2021,06/02/2021,Adolescent,6,2,2021,June
69896,Stray,Olive,Domestic Short Hair,Brown and Black,Cat,8 months.,Female,Adoption,05/28/2021,08/14/2021,Adolescent,8,14,2021,August
69897,Stray,Hattie,Domestic Short Hair,Brown and Black,Cat,8 months.,Female,Foster,05/28/2021,06/02/2021,Adolescent,6,2,2021,June
69897,Stray,Hattie,Domestic Short Hair,Brown and Black,Cat,8 months.,Female,Adoption,05/28/2021,07/01/2021,Adolescent,7,1,2021,July
69899,Stray,Beth,Domestic Short Hair,Brown and Black,Cat,3 years 0 months.,Female,Adoption,05/28/2021,06/10/2021,Adult,6,10,2021,June
69902,Transfer from Other Shelter,Working Cat: BLT,Domestic Medium Hair,Black and White,Cat,2 years 2 months.,Female,Foster,05/28/2021,05/29/2021,Adult,5,29,2021,May
69902,Transfer from Other Shelter,Working Cat: BLT,Domestic Medium Hair,Black and White,Cat,2 years 2 months.,Female,Adoption,05/28/2021,08/19/2021,Adult,8,19,2021,August
69903,Transfer from Other Shelter,Bacon,Domestic Short Hair,Black and White,Cat,8 months.,Male,Foster,05/28/2021,05/29/2021,Adolescent,5,29,2021,May
69903,Transfer from Other Shelter,Bacon,Domestic Short Hair,Black and White,Cat,8 months.,Male,Adoption,05/28/2021,08/13/2021,Adolescent,8,13,2021,August
69904,Transfer from Other Shelter,Lettuce,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Foster,05/28/2021,05/29/2021,Adolescent,5,29,2021,May
69904,Transfer from Other Shelter,Lettuce,Domestic Short Hair,Brown and Black,Cat,8 months.,Male,Adoption,05/28/2021,08/19/2021,Adolescent,8,19,2021,August
69905,Transfer from Other Shelter,Tomato,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Female,Foster,05/28/2021,05/29/2021,Adolescent,5,29,2021,May
69905,Transfer from Other Shelter,Tomato,Domestic Short Hair,"Black, Brown and White",Cat,8 months.,Female,Adoption,05/28/2021,08/10/2021,Adolescent,8,10,2021,August
69906,Stray,Zoot,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Foster,05/28/2021,06/04/2021,Adolescent,6,4,2021,June
69906,Stray,Zoot,Domestic Short Hair,Black and Brown,Cat,8 months.,Female,Adoption,05/28/2021,07/09/2021,Adolescent,7,9,2021,July
69907,Stray,Sir Robin,Domestic Short Hair,Grey and White,Cat,8 months.,Male,Foster,05/28/2021,06/04/2021,Adolescent,6,4,2021,June
69907,Stray,Sir Robin,Domestic Short Hair,Grey and White,Cat,8 months.,Male,Adoption,05/28/2021,07/17/2021,Adolescent,7,17,2021,July
69908,Stray,Lancelot,Domestic Short Hair,Orange,Cat,8 months.,Male,Foster,05/28/2021,06/04/2021,Adolescent,6,4,2021,June
69908,Stray,Lancelot,Domestic Short Hair,Orange,Cat,8 months.,Male,Adoption,05/28/2021,07/12/2021,Adolescent,7,12,2021,July
69909,Stray,King Arthur,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Foster,05/28/2021,06/04/2021,Adolescent,6,4,2021,June
69909,Stray,King Arthur,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Adoption,05/28/2021,07/17/2021,Adolescent,7,17,2021,July
69910,Stray,Nimueh,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 2 months.,Female,Foster,05/28/2021,06/04/2021,Adult,6,4,2021,June
69910,Stray,Nimueh,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 2 months.,Female,Adoption,05/28/2021,07/31/2021,Adult,7,31,2021,July
69911,Stray,Max,Domestic Short Hair,Buff,Cat,8 months.,Male,Foster,05/28/2021,06/04/2021,Adolescent,6,4,2021,June
69911,Stray,Max,Domestic Short Hair,Buff,Cat,8 months.,Male,Adoption,05/28/2021,07/08/2021,Adolescent,7,8,2021,July
69911,Stray,Max,Domestic Short Hair,Buff,Cat,8 months.,Male,Adoption,05/28/2021,09/21/2021,Adolescent,9,21,2021,September
69912,Stray,Working Cat: Matilda,Domestic Medium Hair,Black,Cat,3 years 1 month.,Female,Adoption,05/28/2021,07/17/2021,Adult,7,17,2021,July
69913,Unsuitable Accommodation,Ms. Frizzle,Domestic Short Hair,Grey,Cat,2 years 1 month.,Female,Adoption,05/28/2021,07/08/2021,Adult,7,8,2021,July
69914,Stray,Cleo,American Staffordshire Terrier/Border Collie,Tan and White,Dog,1 year 7 months.,Female,Adoption,05/28/2021,06/19/2021,Adolescent,6,19,2021,June
69914,Stray,Cleo,American Staffordshire Terrier/Border Collie,Tan and White,Dog,1 year 7 months.,Female,Adoption,05/28/2021,08/29/2021,Adolescent,8,29,2021,August
69914,Stray,Cleo,American Staffordshire Terrier/Border Collie,Tan and White,Dog,1 year 7 months.,Female,Adoption,05/28/2021,10/03/2021,Adolescent,10,3,2021,October
69915,Unsuitable Accommodation,Ramona,Domestic Short Hair,Black and Brown,Cat,2 years 0 months.,Female,Adoption,05/28/2021,06/26/2021,Adult,6,26,2021,June
69916,Unsuitable Accommodation,Beatrice,Domestic Medium Hair,Black and White,Cat,2 years 1 month.,Female,Adoption,05/28/2021,06/25/2021,Adult,6,25,2021,June
69917,Unsuitable Accommodation,Arnold,Domestic Short Hair,Grey and White,Cat,8 months.,Male,Adoption,05/28/2021,06/25/2021,Adolescent,6,25,2021,June
69918,Unsuitable Accommodation,Ralphie,Domestic Short Hair,Black,Cat,8 months.,Male,Adoption,05/28/2021,07/13/2021,Adolescent,7,13,2021,July
69919,Unsuitable Accommodation,Keesha,Domestic Short Hair,Grey and White,Cat,8 months.,Female,Adoption,05/28/2021,06/27/2021,Adolescent,6,27,2021,June
69920,Unsuitable Accommodation,Wanda,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,05/28/2021,07/13/2021,Adolescent,7,13,2021,July
69921,Unsuitable Accommodation,Andy,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Adoption,05/28/2021,07/15/2021,Adolescent,7,15,2021,July
69922,Unsuitable Accommodation,Mick Jagger,Boxer/Bully Breed Mix,Brown and White,Dog,8 months.,Male,Adoption,05/28/2021,06/10/2021,Adolescent,6,10,2021,June
69923,Stray,Brad Fisher,Domestic Short Hair,Orange and White,Cat,11 months.,Male,Foster,05/28/2021,07/16/2021,Adolescent,7,16,2021,July
69923,Stray,Brad Fisher,Domestic Short Hair,Orange and White,Cat,11 months.,Male,Adoption,05/28/2021,07/24/2021,Adolescent,7,24,2021,July
69925,Stray,Ingrid Nelson,Domestic Medium Hair,Orange,Cat,1 year 5 months.,Female,Foster,05/28/2021,06/19/2021,Adolescent,6,19,2021,June
69925,Stray,Ingrid Nelson,Domestic Medium Hair,Orange,Cat,1 year 5 months.,Female,Adoption,05/28/2021,08/21/2021,Adolescent,8,21,2021,August
69926,Stray,Mark Dunlap,Domestic Short Hair,Orange and White,Cat,1 year 0 months.,Male,Foster,05/28/2021,07/16/2021,Adolescent,7,16,2021,July
69926,Stray,Mark Dunlap,Domestic Short Hair,Orange and White,Cat,1 year 0 months.,Male,Adoption,05/28/2021,07/24/2021,Adolescent,7,24,2021,July
69927,Stray,Wheels,Domestic Short Hair,White and Black,Cat,8 months.,Male,Adoption,05/29/2021,06/14/2021,Adolescent,6,14,2021,June
69928,Stray,Van,Labrador Retriever/Staffordshire Bull Terrier,Tan and Black,Dog,11 months.,Male,Adoption,05/29/2021,06/22/2021,Adolescent,6,22,2021,June
69929,Stray,Roxie,Labrador Retriever/Mix,Black,Dog,1 year 2 months.,Female,Adoption,05/29/2021,07/11/2021,Adolescent,7,11,2021,July
69929,Stray,Roxie,Labrador Retriever/Mix,Black,Dog,1 year 2 months.,Female,Adoption,05/29/2021,08/05/2021,Adolescent,8,5,2021,August
69930,Stray,Mama Shark,Domestic Short Hair,Calico,Cat,1 year 3 months.,Female,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69930,Stray,Mama Shark,Domestic Short Hair,Calico,Cat,1 year 3 months.,Female,Adoption,05/29/2021,08/14/2021,Adolescent,8,14,2021,August
69931,Stray,Antarctic Krill,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69931,Stray,Antarctic Krill,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,05/29/2021,08/14/2021,Adolescent,8,14,2021,August
69932,Stray,Queen Conch,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69932,Stray,Queen Conch,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,05/29/2021,08/14/2021,Adolescent,8,14,2021,August
69933,Stray,Shrimp,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69933,Stray,Shrimp,Domestic Short Hair,Orange and White,Cat,8 months.,Male,Adoption,05/29/2021,08/01/2021,Adolescent,8,1,2021,August
69934,Stray,Squiddy,Domestic Short Hair,Tortoiseshell,Cat,8 months.,Female,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69934,Stray,Squiddy,Domestic Short Hair,Tortoiseshell,Cat,8 months.,Female,Adoption,05/29/2021,08/05/2021,Adolescent,8,5,2021,August
69935,Stray,Sea Cucumber,Domestic Short Hair,Black and White,Cat,8 months.,Female,Foster,05/29/2021,06/06/2021,Adolescent,6,6,2021,June
69935,Stray,Sea Cucumber,Domestic Short Hair,Black and White,Cat,8 months.,Female,Adoption,05/29/2021,08/14/2021,Adolescent,8,14,2021,August
69937,Marriage/Relationship split,King,Bully Breed Mix,Brindle and White,Dog,2 years 6 months.,Male,Reclaimed,05/30/2021,06/16/2021,Adult,6,16,2021,June
69937,Marriage/Relationship split,King,Bully Breed Mix,Brindle and White,Dog,2 years 6 months.,Male,Reclaimed,05/30/2021,11/05/2021,Adult,11,5,2021,November
69937,Marriage/Relationship split,King,Bully Breed Mix,Brindle and White,Dog,2 years 6 months.,Male,Adoption,05/30/2021,11/14/2021,Adult,11,14,2021,November
69938,Rabies Monitoring,Loona,Husky/Shep Mix,Black and Brown,Dog,3 years 1 month.,Female,Reclaimed,05/30/2021,06/06/2021,Adult,6,6,2021,June
69939,Stray,Quincy,Domestic Medium Hair,Black,Cat,8 months.,Male,Foster,05/30/2021,06/09/2021,Adolescent,6,9,2021,June
69939,Stray,Quincy,Domestic Medium Hair,Black,Cat,8 months.,Male,Adoption,05/30/2021,07/14/2021,Adolescent,7,14,2021,July
69940,Stray,Longmire,Domestic Short Hair,Grey and black,Cat,1 year 0 months.,Male,Adoption,06/01/2021,06/18/2021,Adolescent,6,18,2021,June
69941,Owner Deceased,Kody,Boxer/Bully Breed Mix,Red,Dog,1 year 6 months.,Male,Adoption,06/01/2021,07/11/2021,Adolescent,7,11,2021,July
69941,Owner Deceased,Kody,Boxer/Bully Breed Mix,Red,Dog,1 year 6 months.,Male,Adoption,06/01/2021,12/27/2021,Adolescent,12,27,2021,December
