id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
61802,Incompatible with owner lifestyle,Jingle Bells,Border Collie/Mix,Black and White,Dog,1 year 9 months.,Female,Adoption,12/01/2018,12/07/2018,Adolescent,Adolescent,12,07,2018,12,01,2018
61803,Incompatible with owner lifestyle,Candy Canes,Border Collie/Mix,Black and White,Dog,2 years 8 months.,Male,Adoption,12/01/2018,12/07/2018,Adult,Adult,12,07,2018,12,01,2018
61803,Incompatible with owner lifestyle,Candy Canes,Border Collie/Mix,Black and White,Dog,2 years 8 months.,Male,Adoption,12/01/2018,12/17/2018,Adult,Adult,12,17,2018,12,01,2018
61804,Police Assist,Caroline,Terrier/Jack Russell Terrier,White and Brown,Dog,2 years 7 months.,Female,Reclaimed,12/01/2018,12/02/2018,Adult,Adult,12,02,2018,12,01,2018
61805,Police Assist,Little Man,Bully Breed Mix,Red,Dog,4 years 4 months.,Male,Reclaimed,12/02/2018,12/13/2018,Adult,Adult,12,13,2018,12,02,2018
61805,Police Assist,Little Man,Bully Breed Mix,Red,Dog,4 years 4 months.,Male,Reclaimed,12/02/2018,08/08/2019,Adult,Adult,08,08,2019,12,02,2018
61809,Stray,Tiberius,Husky,Black and White,Dog,8 years 5 months.,Male,Adoption,12/02/2018,01/16/2019,Mature,Mature,01,16,2019,12,02,2018
61810,Stray,Bambino,Chow Chow/Golden Retriever,Red,Dog,12 years 6 months.,Male,Reclaimed,12/02/2018,12/03/2018,Senior,Geriatric,12,03,2018,12,02,2018
61811,Moving,Lucy Pug,Pug,Tan,Dog,10 years 7 months.,Female,Adoption,12/02/2018,12/15/2018,Mature,Senior,12,15,2018,12,02,2018
61812,Moving,Edwin,Pug/Beagle,Tan,Dog,15 years 1 month.,Male,Adoption,12/02/2018,12/15/2018,Geriatric,Geriatric,12,15,2018,12,02,2018
61813,Stray,Beaglease,Beagle,Tricolour,Dog,7 years 10 months.,Female,Reclaimed,12/03/2018,12/04/2018,Mature,Mature,12,04,2018,12,03,2018
61813,Stray,Beaglease,Beagle,Tricolour,Dog,7 years 10 months.,Female,Adoption,12/03/2018,12/13/2018,Mature,Mature,12,13,2018,12,03,2018
61814,Stray,Circe,Bully Breed Mix,Grey,Dog,3 years 7 months.,Female,Foster,12/03/2018,01/14/2019,Adult,Adult,01,14,2019,12,03,2018
61814,Stray,Circe,Bully Breed Mix,Grey,Dog,3 years 7 months.,Female,Adoption,12/03/2018,03/08/2019,Adult,Adult,03,08,2019,12,03,2018
61815,Stray,Sounerous,Domestic Short Hair,Black and White,Cat,100 years 7 months.,Unknown,Transfer,12/03/2018,12/12/2018,Unknown,Unknown,12,12,2018,12,03,2018
61816,Incompatible with owner lifestyle,Oscar,Domestic Short Hair,Grey and White,Cat,2 years 7 months.,Male,Adoption,12/03/2018,12/22/2018,Adult,Adult,12,22,2018,12,03,2018
61820,Unable to Afford,Max,Bully Breed Mix,Red and White,Dog,3 years 1 month.,Male,Adoption,12/03/2018,12/14/2018,Adult,Adult,12,14,2018,12,03,2018
61821,Police Assist,Buddy,Terrier,Grey,Dog,2 years 7 months.,Male,Reclaimed,12/03/2018,12/04/2018,Adult,Adult,12,04,2018,12,03,2018
61823,Stray,Vienna,Domestic Short Hair,Grey,Cat,1 year 9 months.,Female,Adoption,12/04/2018,12/11/2018,Adolescent,Adolescent,12,11,2018,12,04,2018
61824,Stray,Hollister,Domestic Short Hair,White and Black,Cat,2 years 3 months.,Male,Adoption,12/04/2018,12/14/2018,Adult,Adult,12,14,2018,12,04,2018
61825,Stray,Gucci,Domestic Short Hair,Black and Brown,Cat,2 years 3 months.,Female,Adoption,12/04/2018,12/13/2018,Adult,Adult,12,13,2018,12,04,2018
61826,Stray,Patches,Domestic Long Hair,Orange and White,Cat,8 years 9 months.,Male,Reclaimed,12/04/2018,12/04/2018,Mature,Mature,12,04,2018,12,04,2018
61827,Unsuitable Accommodation,Karma,Beagle/Mix,Brindle,Dog,2 years 7 months.,Female,Adoption,12/04/2018,12/12/2018,Adult,Adult,12,12,2018,12,04,2018
61828,Biting,Whiskey River,Domestic Short Hair,Black and White,Cat,1 year 11 months.,Male,Adoption,12/04/2018,12/21/2018,Adolescent,Adolescent,12,21,2018,12,04,2018
61829,Stray,Fernando,Domestic Long Hair,Siver and Black,Cat,3 years 2 months.,Male,Foster,12/05/2018,01/04/2019,Adult,Adult,01,04,2019,12,05,2018
61831,Unable to Afford,Lucky Star,Domestic Medium Hair,Orange,Cat,1 year 10 months.,Male,Adoption,12/06/2018,12/11/2018,Adolescent,Adolescent,12,11,2018,12,06,2018
61832,Unable to Afford,Papa (Don`t Preach),Domestic Short Hair,Orange,Cat,1 year 10 months.,Male,Adoption,12/06/2018,12/13/2018,Adolescent,Adolescent,12,13,2018,12,06,2018
61833,Unable to Afford,Borderline,Domestic Long Hair,Tortoiseshell,Cat,1 year 10 months.,Female,Adoption,12/06/2018,12/11/2018,Adolescent,Adolescent,12,11,2018,12,06,2018
61835,Landlord issues,Tater,Domestic Long Hair,Grey and White,Cat,3 years 7 months.,Female,Adoption,12/06/2018,12/28/2018,Adult,Adult,12,28,2018,12,06,2018
61836,Landlord issues,Ducky,Domestic Medium Hair,Grey,Cat,3 years 7 months.,Female,Adoption,12/06/2018,12/31/2018,Adult,Adult,12,31,2018,12,06,2018
61837,Landlord issues,Princess,Domestic Short Hair,Grey,Cat,2 years 2 months.,Female,Adoption,12/06/2018,12/26/2018,Adult,Adult,12,26,2018,12,06,2018
61838,Stray,Handsome,Bully Breed Mix,Chocolate,Dog,2 years 10 months.,Male,Adoption,12/06/2018,12/28/2018,Adult,Adult,12,28,2018,12,06,2018
61844,Stray,Sandra Dee,Domestic Short Hair,Tortoiseshell,Cat,1 year 11 months.,Female,Adoption,12/07/2018,12/27/2018,Adolescent,Adolescent,12,27,2018,12,07,2018
61845,Stray,Hemlock Cliff,Domestic Short Hair,Orange and White,Cat,4 years 6 months.,Male,Adoption,12/07/2018,01/18/2019,Adult,Adult,01,18,2019,12,07,2018
61846,Incompatible with owner lifestyle,Lulu,Domestic Short Hair,"Brown, Black and White",Cat,6 years 1 month.,Female,Adoption,12/07/2018,01/30/2019,Adult,Mature,01,30,2019,12,07,2018
61848,Stray,Hariah,Domestic Short Hair,Black and Brown,Cat,2 years 3 months.,Female,Adoption,12/07/2018,12/30/2018,Adult,Adult,12,30,2018,12,07,2018
61849,Stray,Gonzo,Domestic Short Hair,Orange,Cat,6 years 7 months.,Male,Adoption,12/07/2018,12/24/2018,Adult,Mature,12,24,2018,12,07,2018
61850,Moving,Bobby,Pomeranian/Mix,White and Tan,Dog,3 years 11 months.,Male,Adoption,12/07/2018,12/11/2018,Adult,Adult,12,11,2018,12,07,2018
61853,Stray,Louis,Labrador Retriever,Yellow,Dog,2 years 7 months.,Male,Adoption,12/07/2018,12/21/2018,Adult,Adult,12,21,2018,12,07,2018
61854,Stray,Clark,Labrador Retriever,Black,Dog,2 years 7 months.,Male,Adoption,12/07/2018,12/24/2018,Adult,Adult,12,24,2018,12,07,2018
61855,Stray,Winston,Hound,Tricolour,Dog,7 years 7 months.,Male,Reclaimed,12/07/2018,12/09/2018,Mature,Mature,12,09,2018,12,07,2018
61857,Stray,Jed Joy Diesel,Labrador Retriever,Black and White,Dog,3 years 11 months.,Male,Reclaimed,12/08/2018,12/09/2018,Adult,Adult,12,09,2018,12,08,2018
61857,Stray,Jed Joy Diesel,Labrador Retriever,Black and White,Dog,3 years 11 months.,Male,Reclaimed,12/08/2018,12/10/2018,Adult,Adult,12,10,2018,12,08,2018
61858,Moving,Tiger,Domestic Short Hair,Grey,Cat,2 years 7 months.,Male,Adoption,12/08/2018,12/30/2018,Adult,Adult,12,30,2018,12,08,2018
61859,Incompatible with owner lifestyle,Jackson,Domestic Medium Hair,Orange,Cat,2 years 0 months.,Male,Adoption,12/08/2018,01/24/2019,Adult,Adult,01,24,2019,12,08,2018
61861,Stray,Buddy,Chocolate Labrador Retriever,Chocolate,Dog,2 years 6 months.,Male,Adoption,12/08/2018,12/20/2018,Adult,Adult,12,20,2018,12,08,2018
61861,Stray,Buddy,Chocolate Labrador Retriever,Chocolate,Dog,2 years 6 months.,Male,Reclaimed,12/08/2018,10/05/2020,Adult,Adult,10,05,2020,12,08,2018
61862,Stray,Tuna,Terrier/Mix,Brown,Dog,1 year 10 months.,Male,Adoption,12/08/2018,12/19/2018,Adolescent,Adolescent,12,19,2018,12,08,2018
61863,Stray,Radish,Domestic Short Hair,Black and White,Cat,3 years 1 month.,Male,Adoption,12/08/2018,01/08/2019,Adult,Adult,01,08,2019,12,08,2018
61865,Stray,Pickles,Pomeranian,Golden,Dog,8 years 8 months.,Male,Adoption,12/08/2018,12/18/2018,Mature,Mature,12,18,2018,12,08,2018
61866,Stray,Julius,Domestic Short Hair,Orange,Cat,1 year 10 months.,Male,Adoption,12/09/2018,12/18/2018,Adolescent,Adolescent,12,18,2018,12,09,2018
61867,Stray,Romeo,Domestic Short Hair,Grey and black,Cat,1 year 10 months.,Male,Adoption,12/09/2018,12/19/2018,Adolescent,Adolescent,12,19,2018,12,09,2018
61867,Stray,Romeo,Domestic Short Hair,Grey and black,Cat,1 year 10 months.,Male,Reclaimed,12/09/2018,06/10/2019,Adolescent,Adolescent,06,10,2019,12,09,2018
61868,Stray,Champ,Golden Retriever/Labrador Retriever,Golden,Dog,11 years 7 months.,Male,Reclaimed,12/09/2018,12/10/2018,Senior,Senior,12,10,2018,12,09,2018
61869,Biting,Red,Bully Breed Mix,Brown and White,Dog,4 years 7 months.,Male,Reclaimed,12/09/2018,12/11/2018,Adult,Adult,12,11,2018,12,09,2018
61869,Biting,Red,Bully Breed Mix,Brown and White,Dog,4 years 7 months.,Male,Reclaimed,12/09/2018,12/22/2018,Adult,Adult,12,22,2018,12,09,2018
61870,Stray,Ms. Merry,Domestic Short Hair,Dilute calico,Cat,3 years 1 month.,Female,Adoption,12/10/2018,01/03/2019,Adult,Adult,01,03,2019,12,10,2018
61871,Stray,Bear,Chow Chow/Mix,Black,Dog,3 years 6 months.,Male,Reclaimed,12/10/2018,12/10/2018,Adult,Adult,12,10,2018,12,10,2018
61872,Stray,Violet,Chihuahua/Mix,Black and Brown,Dog,12 years 7 months.,Female,Reclaimed,12/10/2018,12/12/2018,Senior,Geriatric,12,12,2018,12,10,2018
61873,Stray,Pepper,Domestic Medium Hair,Orange and White,Cat,2 years 6 months.,Male,Reclaimed,12/10/2018,12/11/2018,Adult,Adult,12,11,2018,12,10,2018
61874,Stray,Magnolia,Golden Retriever/Chow Chow,Golden,Dog,4 years 1 month.,Female,Adoption,12/10/2018,12/20/2018,Adult,Adult,12,20,2018,12,10,2018
61875,Stray,Clipper,Domestic Short Hair,Black,Cat,31 years 6 months.,Unknown,Transfer,12/11/2018,12/12/2018,Unknown,Unknown,12,12,2018,12,11,2018
61876,Stray,Majestic,Domestic Medium Hair,Calico,Cat,8 years 7 months.,Female,Foster,12/11/2018,01/26/2019,Mature,Mature,01,26,2019,12,11,2018
61876,Stray,Majestic,Domestic Medium Hair,Calico,Cat,8 years 7 months.,Female,Adoption,12/11/2018,02/27/2019,Mature,Mature,02,27,2019,12,11,2018
61877,Stray,Steamer,Domestic Short Hair,Grey,Cat,6 years 7 months.,Male,Adoption,12/11/2018,01/25/2019,Adult,Mature,01,25,2019,12,11,2018
61879,Stray,Aries Star Dreams,Doberman Pinscher,Black and Tan,Dog,5 years 9 months.,Female,Transfer,12/11/2018,12/29/2018,Adult,Adult,12,29,2018,12,11,2018
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,1 year 8 months.,Female,Foster,12/11/2018,12/13/2018,Adolescent,Adolescent,12,13,2018,12,11,2018
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,1 year 8 months.,Female,Foster,12/11/2018,01/04/2019,Adolescent,Adolescent,01,04,2019,12,11,2018
61881,Incompatible with owner lifestyle,Thumbelina,Domestic Short Hair,Grey Black and White,Cat,1 year 8 months.,Female,Adoption,12/11/2018,01/31/2019,Adolescent,Adolescent,01,31,2019,12,11,2018
61882,Rabies Monitoring,Deablo,Bully Breed Mix,Black and White,Dog,3 years 6 months.,Male,Reclaimed,12/11/2018,12/21/2018,Adult,Adult,12,21,2018,12,11,2018
61883,Moving,Daniel Tiger,Domestic Long Hair,Orange,Cat,3 years 1 month.,Male,Adoption,12/11/2018,12/22/2018,Adult,Adult,12,22,2018,12,11,2018
61884,Moving,Tigger,Domestic Long Hair,Orange,Cat,3 years 1 month.,Male,Adoption,12/11/2018,12/22/2018,Adult,Adult,12,22,2018,12,11,2018
61885,Stray,Finch,Labrador Retriever/Mix,Black,Dog,8 years 0 months.,Male,Reclaimed,12/11/2018,12/12/2018,Mature,Mature,12,12,2018,12,11,2018
61885,Stray,Finch,Labrador Retriever/Mix,Black,Dog,8 years 0 months.,Male,Reclaimed,12/11/2018,08/30/2019,Mature,Mature,08,30,2019,12,11,2018
61886,Police Assist,Samson,German Shepherd Dog,Black and Brown,Dog,14 years 6 months.,Male,Reclaimed,12/12/2018,12/22/2018,Senior,Geriatric,12,22,2018,12,12,2018
61888,Stray,Casey,Domestic Short Hair,Grey and White,Cat,2 years 6 months.,Male,Adoption,12/12/2018,01/18/2019,Adult,Adult,01,18,2019,12,12,2018
61890,Stray,Barbara,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Adoption,12/12/2018,12/26/2018,Adolescent,Adolescent,12,26,2018,12,12,2018
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,3 years 0 months.,Male,Adoption,12/12/2018,12/30/2018,Adult,Adult,12,30,2018,12,12,2018
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,3 years 0 months.,Male,Adoption,12/12/2018,03/01/2019,Adult,Adult,03,01,2019,12,12,2018
61891,Incompatible with other pets,Merlin,Domestic Short Hair,Orange and White,Cat,3 years 0 months.,Male,Adoption,12/12/2018,05/26/2019,Adult,Adult,05,26,2019,12,12,2018
61892,Stray,Feral #1,Domestic Short Hair,Grey and White,Cat,3 years 6 months.,Male,Transfer,12/12/2018,12/14/2018,Adult,Adult,12,14,2018,12,12,2018
61893,Stray,Feral #2,Domestic Short Hair,Black and Brown,Cat,2 years 1 month.,Male,Transfer,12/12/2018,12/14/2018,Adult,Adult,12,14,2018,12,12,2018
61894,Stray,Memphis,Pug,Fawn,Dog,15 years 0 months.,Male,Reclaimed,12/12/2018,12/14/2018,Geriatric,Geriatric,12,14,2018,12,12,2018
61894,Stray,Memphis,Pug,Fawn,Dog,15 years 0 months.,Male,Reclaimed,12/12/2018,04/20/2019,Geriatric,Geriatric,04,20,2019,12,12,2018
61895,Stray,Feral #3,Domestic Short Hair,Black and White,Cat,2 years 1 month.,Unknown,Transfer,12/12/2018,12/14/2018,Adult,Adult,12,14,2018,12,12,2018
61896,Stray,Tortitude,Domestic Short Hair,Tortoiseshell,Cat,2 years 6 months.,Female,Adoption,12/12/2018,01/08/2019,Adult,Adult,01,08,2019,12,12,2018
61897,Stray,Zebra,"Terrier/Poodle, Miniature",Black,Dog,14 years 4 months.,Female,Foster,12/13/2018,12/30/2018,Senior,Geriatric,12,30,2018,12,13,2018
61897,Stray,Zebra,"Terrier/Poodle, Miniature",Black,Dog,14 years 4 months.,Female,Adoption,12/13/2018,01/04/2019,Senior,Geriatric,01,04,2019,12,13,2018
61898,Stray,Didi,Hound,Red,Dog,3 years 2 months.,Female,Reclaimed,12/13/2018,12/13/2018,Adult,Adult,12,13,2018,12,13,2018
61901,Unsuitable Accommodation,Red,Hound/Mix,Red,Dog,4 years 10 months.,Female,Adoption,12/13/2018,01/10/2019,Adult,Adult,01,10,2019,12,13,2018
61902,Unsuitable Accommodation,Charming,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 9 months.,Male,Foster,12/13/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,13,2018
61902,Unsuitable Accommodation,Charming,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 9 months.,Male,Adoption,12/13/2018,01/23/2019,Adolescent,Adolescent,01,23,2019,12,13,2018
61903,Unsuitable Accommodation,Flynn Rider,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Foster,12/13/2018,12/18/2018,Adolescent,Adolescent,12,18,2018,12,13,2018
61903,Unsuitable Accommodation,Flynn Rider,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Adoption,12/13/2018,02/10/2019,Adolescent,Adolescent,02,10,2019,12,13,2018
61904,Unsuitable Accommodation,Dimitri,Bully Breed Mix/Shih Tzu,Red and Black,Dog,1 year 9 months.,Male,Foster,12/13/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,13,2018
61904,Unsuitable Accommodation,Dimitri,Bully Breed Mix/Shih Tzu,Red and Black,Dog,1 year 9 months.,Male,Adoption,12/13/2018,01/22/2019,Adolescent,Adolescent,01,22,2019,12,13,2018
61905,Unsuitable Accommodation,Eric,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Foster,12/13/2018,12/14/2018,Adolescent,Adolescent,12,14,2018,12,13,2018
61905,Unsuitable Accommodation,Eric,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Adoption,12/13/2018,02/12/2019,Adolescent,Adolescent,02,12,2019,12,13,2018
61906,Unsuitable Accommodation,Naveen,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Foster,12/13/2018,12/14/2018,Adolescent,Adolescent,12,14,2018,12,13,2018
61906,Unsuitable Accommodation,Naveen,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 10 months.,Male,Adoption,12/13/2018,02/12/2019,Adolescent,Adolescent,02,12,2019,12,13,2018
61907,Unsuitable Accommodation,Cid,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 11 months.,Male,Foster,12/13/2018,12/18/2018,Adolescent,Adolescent,12,18,2018,12,13,2018
61907,Unsuitable Accommodation,Cid,Bully Breed Mix/Shih Tzu,Red,Dog,1 year 11 months.,Male,Adoption,12/13/2018,03/18/2019,Adolescent,Adolescent,03,18,2019,12,13,2018
61908,Moving,Scruffy,Domestic Short Hair,Black and White,Cat,16 years 6 months.,Male,Foster,12/13/2018,01/15/2019,Geriatric,Geriatric,01,15,2019,12,13,2018
61908,Moving,Scruffy,Domestic Short Hair,Black and White,Cat,16 years 6 months.,Male,Adoption,12/13/2018,02/01/2019,Geriatric,Geriatric,02,01,2019,12,13,2018
61909,Allergies,Buddy,Hound,Tan and White,Dog,1 year 10 months.,Male,Adoption,12/14/2018,12/19/2018,Adolescent,Adolescent,12,19,2018,12,14,2018
61911,Incompatible with owner lifestyle,Ruby,Domestic Medium Hair,Buff,Cat,4 years 6 months.,Female,Adoption,12/14/2018,12/27/2018,Adult,Adult,12,27,2018,12,14,2018
61912,Owner requested Euthanasia,Leo,Bully Breed Mix/Great Dane,Brindle,Dog,12 years 6 months.,Male,Adoption,12/14/2018,01/23/2019,Senior,Geriatric,01,23,2019,12,14,2018
61913,Unable to Afford,Reign,Heeler/Bully Breed Mix,Blue merle,Dog,1 year 11 months.,Female,Adoption,12/14/2018,12/21/2018,Adolescent,Adolescent,12,21,2018,12,14,2018
61914,Stray,Veritas,Rottweiler/Labrador Retriever,Brown and Black,Dog,6 years 6 months.,Male,Reclaimed,12/14/2018,12/17/2018,Adult,Mature,12,17,2018,12,14,2018
61915,Stray,Mylai,Bully Breed Mix/Boxer,Red,Dog,4 years 6 months.,Female,Foster,12/14/2018,01/10/2019,Adult,Adult,01,10,2019,12,14,2018
61915,Stray,Mylai,Bully Breed Mix/Boxer,Red,Dog,4 years 6 months.,Female,Adoption,12/14/2018,02/21/2019,Adult,Adult,02,21,2019,12,14,2018
61917,Stray,Skye,Bully Breed Mix,Black and White,Dog,4 years 7 months.,Female,Reclaimed,12/15/2018,12/15/2018,Adult,Adult,12,15,2018,12,15,2018
61919,Unable to Afford,Rosco Bubs,Staffordshire Bull Terrier/English Bulldog,Blue merle,Dog,2 years 1 month.,Male,Adoption,12/15/2018,01/05/2019,Adult,Adult,01,05,2019,12,15,2018
61920,Stray,Luna,Domestic Short Hair,Black,Cat,3 years 6 months.,Female,Reclaimed,12/15/2018,12/15/2018,Adult,Adult,12,15,2018,12,15,2018
61921,Stray,koda,Chihuahua/Bully Breed Mix,Brown,Dog,3 years 6 months.,Male,Reclaimed,12/15/2018,12/15/2018,Adult,Adult,12,15,2018,12,15,2018
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,01/31/2019,Adult,Adult,01,31,2019,12,15,2018
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,03/01/2019,Adult,Adult,03,01,2019,12,15,2018
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Foster,12/15/2018,03/23/2019,Adult,Adult,03,23,2019,12,15,2018
61922,Litter relinquishment,Boy,Chihuahua,Tan,Dog,2 years 0 months.,Male,Adoption,12/15/2018,04/09/2019,Adult,Adult,04,09,2019,12,15,2018
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,2 years 0 months.,Male,Foster,12/15/2018,02/03/2019,Adult,Adult,02,03,2019,12,15,2018
61924,Litter relinquishment,Charlie Chihuahua,Chihuahua,Tan and White,Dog,2 years 0 months.,Male,Adoption,12/15/2018,03/10/2019,Adult,Adult,03,10,2019,12,15,2018
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,3 years 0 months.,Female,Foster,12/15/2018,12/15/2018,Adult,Adult,12,15,2018,12,15,2018
61925,Litter relinquishment,Moo,Domestic Short Hair,Black and White,Cat,3 years 0 months.,Female,Adoption,12/15/2018,01/13/2019,Adult,Adult,01,13,2019,12,15,2018
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Foster,12/15/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,15,2018
61926,Litter relinquishment,Mooshmallow,Domestic Short Hair,Black and White,Cat,1 year 8 months.,Male,Adoption,12/15/2018,01/09/2019,Adolescent,Adolescent,01,09,2019,12,15,2018
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,15,2018
61927,Litter relinquishment,Mootsy,Domestic Short Hair,Tabbico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/09/2019,Adolescent,Adolescent,01,09,2019,12,15,2018
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,15,2018
61928,Litter relinquishment,Moozie,Domestic Short Hair,Calico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/09/2019,Adolescent,Adolescent,01,09,2019,12,15,2018
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Foster,12/15/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,15,2018
61929,Litter relinquishment,Mooglie,Domestic Short Hair,Grey and White,Cat,1 year 8 months.,Male,Adoption,12/15/2018,01/09/2019,Adolescent,Adolescent,01,09,2019,12,15,2018
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,1 year 8 months.,Female,Foster,12/15/2018,12/15/2018,Adolescent,Adolescent,12,15,2018,12,15,2018
61930,Litter relinquishment,Moosaka,Domestic Short Hair,Dilute calico,Cat,1 year 8 months.,Female,Adoption,12/15/2018,01/11/2019,Adolescent,Adolescent,01,11,2019,12,15,2018
61932,Unsuitable Accommodation,Hershey,Domestic Short Hair,Brown and Black,Cat,1 year 10 months.,Male,Adoption,12/15/2018,12/24/2018,Adolescent,Adolescent,12,24,2018,12,15,2018
61933,Incompatible with owner lifestyle,Kenzie,Collie/German Shepherd Dog,Black and Tan,Dog,11 years 0 months.,Female,Adoption,12/15/2018,01/10/2019,Senior,Senior,01,10,2019,12,15,2018
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,5 years 6 months.,Female,Reclaimed,12/16/2018,12/19/2018,Adult,Adult,12,19,2018,12,16,2018
61935,Abandoned,Mia,Chihuahua/Corgi,Cream,Dog,5 years 6 months.,Female,Adoption,12/16/2018,12/27/2018,Adult,Adult,12,27,2018,12,16,2018
61936,Police Assist,Tyson,Bully Breed Mix,Brindle and White,Dog,5 years 6 months.,Male,Reclaimed,12/16/2018,12/20/2018,Adult,Adult,12,20,2018,12,16,2018
61938,Marriage/Relationship split,Reggie,American Bulldog,White,Dog,4 years 6 months.,Male,Adoption,12/17/2018,01/11/2019,Adult,Adult,01,11,2019,12,17,2018
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,2 years 1 month.,Female,Foster,12/17/2018,12/29/2018,Adult,Adult,12,29,2018,12,17,2018
61942,Stray,Annabelle Lee,Spaniel/Labrador Retriever,Black,Dog,2 years 1 month.,Female,Adoption,12/17/2018,01/05/2019,Adult,Adult,01,05,2019,12,17,2018
61944,Unsuitable Accommodation,Xavier,Domestic Short Hair,Grey,Cat,3 years 6 months.,Male,Adoption,12/17/2018,01/18/2019,Adult,Adult,01,18,2019,12,17,2018
61946,Stray,Shea,Mix,Black and White,Dog,2 years 6 months.,Female,Adoption,12/17/2018,01/09/2019,Adult,Adult,01,09,2019,12,17,2018
61947,Unsuitable Accommodation,Bridgette,Domestic Short Hair,Calico,Cat,6 years 0 months.,Female,Adoption,12/18/2018,02/01/2019,Adult,Mature,02,01,2019,12,18,2018
61948,Unsuitable Accommodation,Breckin,Siamese/Domestic Short Hair,Lynx point,Cat,3 years 6 months.,Female,Adoption,12/18/2018,01/17/2019,Adult,Adult,01,17,2019,12,18,2018
61949,Unsuitable Accommodation,Brilla,Siamese/Domestic Short Hair,Lynx point,Cat,5 years 6 months.,Female,Adoption,12/18/2018,01/17/2019,Adult,Adult,01,17,2019,12,18,2018
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,3 years 6 months.,Male,Foster,12/18/2018,02/02/2019,Adult,Adult,02,02,2019,12,18,2018
61950,Unsuitable Accommodation,Brick,Snowshoe/Domestic Short Hair,Blue Point,Cat,3 years 6 months.,Male,Adoption,12/18/2018,03/08/2019,Adult,Adult,03,08,2019,12,18,2018
61951,Police Assist,Lucy,Beagle,Tricolour,Dog,2 years 6 months.,Female,Reclaimed,12/18/2018,01/29/2019,Adult,Adult,01,29,2019,12,18,2018
61952,Stray,Daisy,Beagle,Tricolour,Dog,12 years 6 months.,Female,Reclaimed,12/18/2018,12/19/2018,Senior,Geriatric,12,19,2018,12,18,2018
61953,Stray,Patagonia,Domestic Short Hair,Brown and Black,Cat,1 year 9 months.,Female,Adoption,12/18/2018,01/04/2019,Adolescent,Adolescent,01,04,2019,12,18,2018
61954,Stray,Tanzania,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Adoption,12/18/2018,01/04/2019,Adolescent,Adolescent,01,04,2019,12,18,2018
61955,Incompatible with owner lifestyle,Bentley,Heeler/Labrador Retriever,Black,Dog,2 years 6 months.,Male,Adoption,12/18/2018,12/21/2018,Adult,Adult,12,21,2018,12,18,2018
61956,Unable to Afford,Tiger Paw,Domestic Short Hair,Black and Brown,Cat,3 years 6 months.,Female,Adoption,12/18/2018,02/08/2019,Adult,Adult,02,08,2019,12,18,2018
