id,intakereason,animalname,breedname,basecolour,speciesname,animalage,sexname,movementtype,intakeDate,movementDate,CatAgeGroup,DogAgeGroup,movementMonth,movementDay,movementYear,intakeMonth,intakeDay,intakeYear
58500,Abandoned,Abilene,Domestic Short Hair,Calico,Cat,10 years 3 months.,Female,Adoption,01/11/2018,04/09/2018,Mature,Senior,04,09,2018,01,11,2018
58501,Abuse/ neglect,Captain Underbite,Pitbull,Tan and White,Dog,4 years 6 months.,Male,Foster,01/11/2018,04/20/2018,Adult,Adult,04,20,2018,01,11,2018
58501,Abuse/ neglect,Captain Underbite,Pitbull,Tan and White,Dog,4 years 6 months.,Male,Foster,01/11/2018,06/09/2018,Adult,Adult,06,09,2018,01,11,2018
58501,Abuse/ neglect,Captain Underbite,Pitbull,Tan and White,Dog,4 years 6 months.,Male,Adoption,01/11/2018,06/28/2018,Adult,Adult,06,28,2018,01,11,2018
58501,Abuse/ neglect,Captain Underbite,Pitbull,Tan and White,Dog,4 years 6 months.,Male,Adoption,01/11/2018,07/23/2018,Adult,Adult,07,23,2018,01,11,2018
58502,Stray,Maz Kanata,Domestic Short Hair,"Brown, Black and White",Cat,4 years 5 months.,Female,Adoption,01/11/2018,02/16/2018,Adult,Adult,02,16,2018,01,11,2018
58505,Abuse/ neglect,Carlton,Pitbull,Blue,Dog,12 years 5 months.,Male,Adoption,01/11/2018,07/10/2018,Senior,Geriatric,07,10,2018,01,11,2018
58506,Abuse/ neglect,Lily,Pit Bull Terrier,Grey,Dog,8 years 10 months.,Female,Transfer,01/11/2018,06/08/2018,Mature,Mature,06,08,2018,01,11,2018
58508,Biting,Pupcicle,Affenpinscher/Shih Tzu,Black,Dog,4 years 5 months.,Male,Adoption,01/13/2018,02/16/2018,Adult,Adult,02,16,2018,01,13,2018
58509,Moving,Goliath,Great Dane,Brindle,Dog,3 years 3 months.,Male,Foster,01/13/2018,01/14/2018,Adult,Adult,01,14,2018,01,13,2018
58509,Moving,Goliath,Great Dane,Brindle,Dog,3 years 3 months.,Male,Foster,01/13/2018,01/16/2018,Adult,Adult,01,16,2018,01,13,2018
58509,Moving,Goliath,Great Dane,Brindle,Dog,3 years 3 months.,Male,Adoption,01/13/2018,01/21/2018,Adult,Adult,01,21,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Adoption,01/13/2018,01/19/2018,Adult,Adult,01,19,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,03/11/2018,Adult,Adult,03,11,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,04/08/2018,Adult,Adult,04,08,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,04/16/2018,Adult,Adult,04,16,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,05/14/2018,Adult,Adult,05,14,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,05/28/2018,Adult,Adult,05,28,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Adoption,01/13/2018,06/21/2018,Adult,Adult,06,21,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,07/09/2018,Adult,Adult,07,09,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,07/15/2018,Adult,Adult,07,15,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Foster,01/13/2018,07/23/2018,Adult,Adult,07,23,2018,01,13,2018
58510,Incompatible with owner lifestyle,Roxy,Boston Terrier/Chihuahua,Brindle and White,Dog,3 years 5 months.,Female,Adoption,01/13/2018,07/24/2018,Adult,Adult,07,24,2018,01,13,2018
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Adoption,01/10/2019,01/30/2018,Adult,Adult,01,30,2018,01,10,2019
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Foster,01/10/2019,02/15/2019,Adult,Adult,02,15,2019,01,10,2019
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Foster,01/10/2019,03/08/2019,Adult,Adult,03,08,2019,01,10,2019
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Adoption,01/10/2019,03/26/2019,Adult,Adult,03,26,2019,01,10,2019
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Foster,01/10/2019,08/23/2019,Adult,Adult,08,23,2019,01,10,2019
58511,Abandoned,Mazey,Pitbull,Grey and White,Dog,3 years 5 months.,Female,Adoption,01/10/2019,08/30/2019,Adult,Adult,08,30,2019,01,10,2019
58512,Stray,Miso,Domestic Short Hair,Black and Brown,Cat,3 years 5 months.,Male,Adoption,01/13/2018,02/02/2018,Adult,Adult,02,02,2018,01,13,2018
58513,Stray,Bronson,Pomeranian/Chihuahua,Tan and White,Dog,3 years 5 months.,Male,Foster,01/13/2018,01/28/2018,Adult,Adult,01,28,2018,01,13,2018
58513,Stray,Bronson,Pomeranian/Chihuahua,Tan and White,Dog,3 years 5 months.,Male,Adoption,01/13/2018,02/09/2018,Adult,Adult,02,09,2018,01,13,2018
58515,Allergies,Jewels,Domestic Short Hair,Tabbico,Cat,3 years 8 months.,Female,Adoption,01/13/2018,01/17/2018,Adult,Adult,01,17,2018,01,13,2018
58516,Stray,Dixie,Shep Mix/Akita,Tan and White,Dog,4 years 0 months.,Female,Reclaimed,01/13/2018,01/14/2018,Adult,Adult,01,14,2018,01,13,2018
58517,Moving,Coco,Yorkshire Terrier,Black and Brown,Dog,9 years 4 months.,Female,Adoption,01/13/2018,01/18/2018,Mature,Senior,01,18,2018,01,13,2018
58518,Stray,Otto,"Cocker Spaniel, American",Chocolate,Dog,11 years 0 months.,Male,Reclaimed,01/14/2018,01/25/2018,Senior,Senior,01,25,2018,01,14,2018
58518,Stray,Otto,"Cocker Spaniel, American",Chocolate,Dog,11 years 0 months.,Male,Adoption,01/14/2018,02/02/2018,Senior,Senior,02,02,2018,01,14,2018
58519,Stray,Ross,Domestic Short Hair,Black and White,Cat,2 years 11 months.,Male,Foster,01/14/2018,01/15/2018,Adult,Adult,01,15,2018,01,14,2018
58519,Stray,Ross,Domestic Short Hair,Black and White,Cat,2 years 11 months.,Male,Adoption,01/14/2018,04/06/2018,Adult,Adult,04,06,2018,01,14,2018
58520,Stray,Chandler,Domestic Short Hair,Grey,Cat,2 years 6 months.,Male,Foster,01/14/2018,01/15/2018,Adult,Adult,01,15,2018,01,14,2018
58520,Stray,Chandler,Domestic Short Hair,Grey,Cat,2 years 6 months.,Male,Adoption,01/14/2018,03/05/2018,Adult,Adult,03,05,2018,01,14,2018
58521,Stray,Phoebe,Domestic Short Hair,Grey and White,Cat,2 years 6 months.,Female,Foster,01/14/2018,01/15/2018,Adult,Adult,01,15,2018,01,14,2018
58521,Stray,Phoebe,Domestic Short Hair,Grey and White,Cat,2 years 6 months.,Female,Adoption,01/14/2018,04/18/2018,Adult,Adult,04,18,2018,01,14,2018
58522,Abandoned,Marzo,Domestic Short Hair,Brown and Black,Cat,18 years 1 month.,Male,Reclaimed,01/16/2018,01/20/2018,Geriatric,Geriatric,01,20,2018,01,16,2018
58523,Sick/Injured,Brussels,Brussels Griffon,Tan,Dog,3 years 9 months.,Male,Adoption,01/16/2018,01/26/2018,Adult,Adult,01,26,2018,01,16,2018
58524,Stray,Wiskers,Domestic Short Hair,Black and White,Cat,7 years 5 months.,Male,Foster,01/16/2018,02/12/2018,Mature,Mature,02,12,2018,01,16,2018
58524,Stray,Wiskers,Domestic Short Hair,Black and White,Cat,7 years 5 months.,Male,Adoption,01/16/2018,03/02/2018,Mature,Mature,03,02,2018,01,16,2018
58525,Stray,Doc,Hound/Beagle,Red,Dog,3 years 3 months.,Male,Reclaimed,01/16/2018,01/16/2018,Adult,Adult,01,16,2018,01,16,2018
58526,Incompatible with owner lifestyle,Raven,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Foster,01/16/2018,01/20/2018,Adult,Adult,01,20,2018,01,16,2018
58526,Incompatible with owner lifestyle,Raven,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Transfer,01/16/2018,03/17/2018,Adult,Adult,03,17,2018,01,16,2018
58527,Police Assist,Axel,Pitbull/Hound,Brindle,Dog,6 years 6 months.,Male,Reclaimed,01/13/2018,01/18/2018,Adult,Mature,01,18,2018,01,13,2018
58528,Sick/Injured,Bucky,Domestic Short Hair,Orange,Cat,4 years 0 months.,Male,Reclaimed,01/16/2018,01/16/2018,Adult,Adult,01,16,2018,01,16,2018
58534,Stray,Max,Hound/Mix,Brindle,Dog,3 years 1 month.,Male,Adoption,01/16/2018,01/24/2018,Adult,Adult,01,24,2018,01,16,2018
58535,Incompatible with owner lifestyle,Sally O`Malley,Domestic Short Hair,Orange,Cat,8 years 5 months.,Female,Transfer,01/16/2018,05/08/2018,Mature,Mature,05,08,2018,01,16,2018
58536,Incompatible with owner lifestyle,Kelsey McChelsea,Domestic Short Hair,White and Black,Cat,2 years 10 months.,Female,Adoption,01/16/2018,02/06/2018,Adult,Adult,02,06,2018,01,16,2018
58537,Stray,Meagan,Domestic Short Hair,Tortoiseshell,Cat,3 years 6 months.,Female,Adoption,01/16/2018,01/31/2018,Adult,Adult,01,31,2018,01,16,2018
58539,Stray,Sassette,Domestic Long Hair,Orange,Cat,2 years 9 months.,Female,Foster,01/17/2018,01/26/2018,Adult,Adult,01,26,2018,01,17,2018
58539,Stray,Sassette,Domestic Long Hair,Orange,Cat,2 years 9 months.,Female,Adoption,01/17/2018,03/22/2018,Adult,Adult,03,22,2018,01,17,2018
58540,Incompatible with owner lifestyle,Rosie,Pitbull/Labrador Retriever,Black and White,Dog,3 years 6 months.,Female,Adoption,01/17/2018,02/06/2018,Adult,Adult,02,06,2018,01,17,2018
58540,Incompatible with owner lifestyle,Rosie,Pitbull/Labrador Retriever,Black and White,Dog,3 years 6 months.,Female,Reclaimed,01/17/2018,05/05/2018,Adult,Adult,05,05,2018,01,17,2018
58541,Stray,TJ,Dachshund,Fawn,Dog,4 years 8 months.,Male,Reclaimed,01/17/2018,01/18/2018,Adult,Adult,01,18,2018,01,17,2018
58543,Stray,Fanny,Domestic Short Hair,Tabbico,Cat,3 years 0 months.,Female,Adoption,01/18/2018,02/10/2018,Adult,Adult,02,10,2018,01,18,2018
58545,Stray,Laila,American Staffordshire Terrier,Brindle and White,Dog,6 years 0 months.,Female,Reclaimed,01/18/2018,01/18/2018,Adult,Mature,01,18,2018,01,18,2018
58545,Stray,Laila,American Staffordshire Terrier,Brindle and White,Dog,6 years 0 months.,Female,Reclaimed,01/18/2018,01/30/2018,Adult,Mature,01,30,2018,01,18,2018
58545,Stray,Laila,American Staffordshire Terrier,Brindle and White,Dog,6 years 0 months.,Female,Reclaimed,01/18/2018,05/17/2018,Adult,Mature,05,17,2018,01,18,2018
58545,Stray,Laila,American Staffordshire Terrier,Brindle and White,Dog,6 years 0 months.,Female,Reclaimed,01/18/2018,07/06/2019,Adult,Mature,07,06,2019,01,18,2018
58546,Incompatible with owner lifestyle,Brutus,German Shepherd Dog,Brown and Black,Dog,14 years 11 months.,Male,Adoption,01/18/2018,01/29/2018,Senior,Geriatric,01,29,2018,01,18,2018
58547,Stray,Sappho,Domestic Short Hair,Black,Cat,3 years 5 months.,Female,Transfer,01/18/2018,01/25/2018,Adult,Adult,01,25,2018,01,18,2018
58548,Abandoned,Penelope,Miniature Pinscher,Chocolate,Dog,2 years 11 months.,Female,Reclaimed,01/18/2018,01/23/2018,Adult,Adult,01,23,2018,01,18,2018
58549,Stray,Super,Domestic Short Hair,Black,Cat,3 years 5 months.,Female,Transfer,01/18/2018,01/24/2018,Adult,Adult,01,24,2018,01,18,2018
58550,Stray,Sippa,Domestic Short Hair,Grey,Cat,2 years 10 months.,Female,Transfer,01/18/2018,01/25/2018,Adult,Adult,01,25,2018,01,18,2018
58553,Landlord issues,Ms Precious,Domestic Short Hair,Black,Cat,4 years 7 months.,Female,Reclaimed,01/18/2018,01/26/2018,Adult,Adult,01,26,2018,01,18,2018
58554,Stray,BW,Domestic Short Hair,Grey,Cat,3 years 5 months.,Female,Adoption,01/19/2018,02/16/2018,Adult,Adult,02,16,2018,01,19,2018
58555,Stray,Cisco,Domestic Short Hair,Dilute calico,Cat,5 years 5 months.,Female,Foster,01/19/2018,02/21/2018,Adult,Adult,02,21,2018,01,19,2018
58555,Stray,Cisco,Domestic Short Hair,Dilute calico,Cat,5 years 5 months.,Female,Adoption,01/19/2018,03/16/2018,Adult,Adult,03,16,2018,01,19,2018
58556,Stray,Monty,German Shepherd Dog/Hound,Brown and Black,Dog,2 years 8 months.,Male,Adoption,01/19/2018,02/10/2018,Adult,Adult,02,10,2018,01,19,2018
58556,Stray,Monty,German Shepherd Dog/Hound,Brown and Black,Dog,2 years 8 months.,Male,Adoption,01/19/2018,02/24/2018,Adult,Adult,02,24,2018,01,19,2018
58561,Stray,Alyssa,Domestic Short Hair,Buff and white,Cat,3 years 5 months.,Female,Adoption,01/20/2018,02/12/2018,Adult,Adult,02,12,2018,01,20,2018
58561,Stray,Alyssa,Domestic Short Hair,Buff and white,Cat,3 years 5 months.,Female,Adoption,01/20/2018,02/27/2018,Adult,Adult,02,27,2018,01,20,2018
58562,Stray,James,Domestic Medium Hair,"Brown, Black and White",Cat,3 years 5 months.,Male,Adoption,01/20/2018,02/10/2018,Adult,Adult,02,10,2018,01,20,2018
58565,Stray,Jack,Beagle,"Brown, Black and White",Dog,4 years 7 months.,Male,Reclaimed,01/22/2018,01/22/2018,Adult,Adult,01,22,2018,01,22,2018
58567,Stray,Penelope,French Bulldog,Buff,Dog,8 years 1 month.,Female,Reclaimed,01/22/2018,01/22/2018,Mature,Mature,01,22,2018,01,22,2018
58568,Incompatible with owner lifestyle,Lucy Lou,Domestic Short Hair,Tortoiseshell,Cat,2 years 10 months.,Female,Adoption,01/22/2018,01/26/2018,Adult,Adult,01,26,2018,01,22,2018
58569,Stray,Flora,Mastiff/Great Dane,Tan,Dog,2 years 7 months.,Female,Adoption,01/22/2018,02/11/2018,Adult,Adult,02,11,2018,01,22,2018
58570,Stray,Pappy,Labrador Retriever/Mix,Black and White,Dog,12 years 0 months.,Male,Foster,01/22/2018,02/02/2018,Senior,Geriatric,02,02,2018,01,22,2018
58571,Stray,Mickey,Pitbull/Mix,Brown and White,Dog,4 years 6 months.,Male,Reclaimed,01/22/2018,01/23/2018,Adult,Adult,01,23,2018,01,22,2018
58571,Stray,Mickey,Pitbull/Mix,Brown and White,Dog,4 years 6 months.,Male,Adoption,01/22/2018,02/25/2018,Adult,Adult,02,25,2018,01,22,2018
58571,Stray,Mickey,Pitbull/Mix,Brown and White,Dog,4 years 6 months.,Male,Adoption,01/22/2018,03/25/2018,Adult,Adult,03,25,2018,01,22,2018
58573,Stray,Silver,Husky/Mix,Grey and White,Dog,7 years 0 months.,Unknown,Reclaimed,01/22/2018,01/23/2018,Mature,Mature,01,23,2018,01,22,2018
58575,Stray,Shaka,Domestic Short Hair,Grey and White,Cat,8 years 5 months.,Female,Adoption,01/22/2018,02/14/2018,Mature,Mature,02,14,2018,01,22,2018
58576,Stray,Kylia,Domestic Short Hair,Grey and White,Cat,4 years 11 months.,Female,Adoption,01/23/2018,02/14/2018,Adult,Adult,02,14,2018,01,23,2018
58577,Stray,Shea,Snowshoe,Brown and White,Cat,4 years 5 months.,Unknown,Transfer,01/23/2018,01/29/2018,Adult,Adult,01,29,2018,01,23,2018
58578,Stray,Pickett,Domestic Short Hair,Black and White,Cat,4 years 6 months.,Female,Transfer,01/23/2018,01/31/2018,Adult,Adult,01,31,2018,01,23,2018
58579,Incompatible with owner lifestyle,Peanut,"Schnauzer, Miniature/Yorkshire Terrier Yorkie",Black and Tan,Dog,6 years 5 months.,Male,Adoption,01/23/2018,01/30/2018,Adult,Mature,01,30,2018,01,23,2018
58582,Incompatible with owner lifestyle,Precious,Domestic Short Hair,Black and Brown,Cat,2 years 11 months.,Female,Adoption,01/24/2018,02/04/2018,Adult,Adult,02,04,2018,01,24,2018
58583,Incompatible with owner lifestyle,Ebbers,Domestic Short Hair,Black,Cat,2 years 11 months.,Male,Adoption,01/24/2018,02/04/2018,Adult,Adult,02,04,2018,01,24,2018
58584,Landlord issues,Bea,Domestic Short Hair,Tortoiseshell,Cat,5 years 5 months.,Female,Adoption,01/24/2018,02/02/2018,Adult,Adult,02,02,2018,01,24,2018
58585,Incompatible with owner lifestyle,Harriette,Domestic Short Hair,Tortoiseshell,Cat,6 years 5 months.,Female,Adoption,01/24/2018,04/03/2018,Adult,Mature,04,03,2018,01,24,2018
58586,Stray,Spot,Walker Hound/Mix,Tricolour,Dog,8 years 5 months.,Female,Reclaimed,01/24/2018,01/24/2018,Mature,Mature,01,24,2018,01,24,2018
58587,Stray,Paint,Labrador Retriever,Black and White,Dog,4 years 5 months.,Male,Reclaimed,01/24/2018,01/24/2018,Adult,Adult,01,24,2018,01,24,2018
58588,Stray,Andy,Labrador Retriever,Black and White,Dog,5 years 4 months.,Male,Reclaimed,01/24/2018,01/24/2018,Adult,Adult,01,24,2018,01,24,2018
58589,Stray,Daisy,German Shepherd Dog,Black and Brown,Dog,4 years 5 months.,Female,Reclaimed,01/24/2018,01/25/2018,Adult,Adult,01,25,2018,01,24,2018
58590,Stray,Bell,Shep Mix/Mastiff,Brindle,Dog,8 years 1 month.,Female,Reclaimed,01/24/2018,01/30/2018,Mature,Mature,01,30,2018,01,24,2018
58590,Stray,Bell,Shep Mix/Mastiff,Brindle,Dog,8 years 1 month.,Female,Reclaimed,01/24/2018,10/19/2018,Mature,Mature,10,19,2018,01,24,2018
58590,Stray,Bell,Shep Mix/Mastiff,Brindle,Dog,8 years 1 month.,Female,Reclaimed,01/24/2018,01/11/2019,Mature,Mature,01,11,2019,01,24,2018
58590,Stray,Bell,Shep Mix/Mastiff,Brindle,Dog,8 years 1 month.,Female,Adoption,01/24/2018,01/19/2019,Mature,Mature,01,19,2019,01,24,2018
58592,Stray,Copper,Beagle/Mix,Tan and White,Dog,6 years 5 months.,Female,Reclaimed,01/25/2018,01/25/2018,Adult,Mature,01,25,2018,01,25,2018
58593,Stray,Hedda,"Labrador Retriever/Schnauzer, Miniature",Black,Dog,3 years 5 months.,Female,Adoption,01/25/2018,02/10/2018,Adult,Adult,02,10,2018,01,25,2018
58593,Stray,Hedda,"Labrador Retriever/Schnauzer, Miniature",Black,Dog,3 years 5 months.,Female,Adoption,01/25/2018,03/02/2018,Adult,Adult,03,02,2018,01,25,2018
58594,Stray,Amaree,Labrador Retriever,Black,Dog,14 years 5 months.,Female,Reclaimed,01/25/2018,01/25/2018,Senior,Geriatric,01,25,2018,01,25,2018
58595,Stray,Trecker,Labrador Retriever/Mix,Black and White,Dog,5 years 1 month.,Male,Reclaimed,01/25/2018,01/25/2018,Adult,Adult,01,25,2018,01,25,2018
58596,Stray,Rye,Domestic Short Hair,Black and White,Cat,4 years 5 months.,Male,Transfer,01/25/2018,01/31/2018,Adult,Adult,01,31,2018,01,25,2018
58597,Stray,Duckie,Domestic Short Hair,Brown and Black,Cat,3 years 5 months.,Male,Adoption,01/25/2018,02/02/2018,Adult,Adult,02,02,2018,01,25,2018
58599,Stray,Betty Boop,Domestic Short Hair,Grey,Cat,2 years 8 months.,Female,Adoption,01/26/2018,02/11/2018,Adult,Adult,02,11,2018,01,26,2018
58600,Stray,Sadie,Australian Shepherd/Bernese Mountain Dog,Tricolour,Dog,11 years 5 months.,Female,Reclaimed,01/26/2018,01/26/2018,Senior,Senior,01,26,2018,01,26,2018
58601,Stray,Jack,Beagle,Tricolour,Dog,4 years 5 months.,Male,Reclaimed,01/26/2018,01/30/2018,Adult,Adult,01,30,2018,01,26,2018
58601,Stray,Jack,Beagle,Tricolour,Dog,4 years 5 months.,Male,Reclaimed,01/26/2018,06/26/2018,Adult,Adult,06,26,2018,01,26,2018
58601,Stray,Jack,Beagle,Tricolour,Dog,4 years 5 months.,Male,Reclaimed,01/26/2018,10/12/2018,Adult,Adult,10,12,2018,01,26,2018
58603,Incompatible with owner lifestyle,Dixie Lou,Border Collie,Black and White,Dog,2 years 11 months.,Female,Foster,01/26/2018,01/31/2018,Adult,Adult,01,31,2018,01,26,2018
58603,Incompatible with owner lifestyle,Dixie Lou,Border Collie,Black and White,Dog,2 years 11 months.,Female,Adoption,01/26/2018,02/02/2018,Adult,Adult,02,02,2018,01,26,2018
58605,Stray,Zelda,Domestic Short Hair,Black,Cat,4 years 5 months.,Female,Foster,01/27/2018,02/22/2018,Adult,Adult,02,22,2018,01,27,2018
58605,Stray,Zelda,Domestic Short Hair,Black,Cat,4 years 5 months.,Female,Adoption,01/27/2018,06/14/2018,Adult,Adult,06,14,2018,01,27,2018
58606,Stray,Hilda,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Adoption,01/27/2018,04/06/2018,Adult,Adult,04,06,2018,01,27,2018
58607,Stray,Sabrina,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Adoption,01/27/2018,04/06/2018,Adult,Adult,04,06,2018,01,27,2018
58610,Stray,Royal Miss,Domestic Short Hair,Dilute calico,Cat,16 years 3 months.,Female,Foster,01/27/2018,02/21/2018,Geriatric,Geriatric,02,21,2018,01,27,2018
58611,Incompatible with owner lifestyle,"Post Malone ""?",Pitbull/Corgi,Brown and White,Dog,11 months.,Male,Adoption,01/27/2018,02/07/2018,Adolescent,Adolescent,02,07,2018,01,27,2018
58612,Landlord issues,Steve,Labrador Retriever/Border Collie,Black,Dog,2 years 9 months.,Male,Adoption,01/27/2018,02/07/2018,Adult,Adult,02,07,2018,01,27,2018
58612,Landlord issues,Steve,Labrador Retriever/Border Collie,Black,Dog,2 years 9 months.,Male,Adoption,01/27/2018,04/04/2018,Adult,Adult,04,04,2018,01,27,2018
58613,Moving,Audrey,Domestic Short Hair,Calico,Cat,8 years 0 months.,Female,Adoption,01/27/2018,02/24/2018,Mature,Mature,02,24,2018,01,27,2018
58614,Unsuitable Accommodation,Ada,Labrador Retriever,Brown,Dog,35 years 5 months.,Female,Transfer,01/28/2018,01/29/2018,Unknown,Unknown,01,29,2018,01,28,2018
58615,Incompatible with owner lifestyle,Leo,Domestic Short Hair,Grey,Cat,5 years 2 months.,Male,Adoption,01/28/2018,02/02/2018,Adult,Adult,02,02,2018,01,28,2018
58615,Incompatible with owner lifestyle,Leo,Domestic Short Hair,Grey,Cat,5 years 2 months.,Male,Adoption,01/28/2018,07/18/2019,Adult,Adult,07,18,2019,01,28,2018
58616,Incompatible with owner lifestyle,Pip,Domestic Short Hair,Brown and Black,Cat,3 years 7 months.,Female,Adoption,01/28/2018,03/20/2018,Adult,Adult,03,20,2018,01,28,2018
58616,Incompatible with owner lifestyle,Pip,Domestic Short Hair,Brown and Black,Cat,3 years 7 months.,Female,Adoption,01/28/2018,07/21/2019,Adult,Adult,07,21,2019,01,28,2018
58617,Stray,Wilson,Coonhound/Mix,Red and White,Dog,4 years 4 months.,Male,Reclaimed,01/28/2018,01/29/2018,Adult,Adult,01,29,2018,01,28,2018
58618,Stray,Spencer,Coonhound/Mix,Red and White,Dog,4 years 4 months.,Male,Reclaimed,01/28/2018,01/29/2018,Adult,Adult,01,29,2018,01,28,2018
58619,Incompatible with owner lifestyle,Holly,Domestic Short Hair,Black,Cat,5 years 5 months.,Female,Adoption,01/29/2018,02/03/2018,Adult,Adult,02,03,2018,01,29,2018
58619,Incompatible with owner lifestyle,Holly,Domestic Short Hair,Black,Cat,5 years 5 months.,Female,Adoption,01/29/2018,03/01/2019,Adult,Adult,03,01,2019,01,29,2018
58621,Stray,Janet,Border Collie/Mix,Black and White,Dog,2 years 10 months.,Female,Adoption,01/29/2018,02/06/2018,Adult,Adult,02,06,2018,01,29,2018
58622,Landlord issues,Kyle,Domestic Short Hair,Black and Brown,Cat,3 years 5 months.,Male,Adoption,01/29/2018,02/03/2018,Adult,Adult,02,03,2018,01,29,2018
58623,Moving,Tank,Labrador Retriever/Mix,Cream,Dog,4 years 0 months.,Male,Adoption,01/29/2018,02/03/2018,Adult,Adult,02,03,2018,01,29,2018
58625,Stray,Reginauld,Domestic Short Hair,Black and grey,Cat,2 years 11 months.,Male,Foster,01/29/2018,02/21/2018,Adult,Adult,02,21,2018,01,29,2018
58625,Stray,Reginauld,Domestic Short Hair,Black and grey,Cat,2 years 11 months.,Male,Adoption,01/29/2018,03/13/2018,Adult,Adult,03,13,2018,01,29,2018
58626,Stray,Misa Margret,Domestic Medium Hair,Black and grey,Cat,2 years 11 months.,Female,Adoption,01/29/2018,02/14/2018,Adult,Adult,02,14,2018,01,29,2018
58627,Stray,Nellie Bell,Domestic Short Hair,Black and grey,Cat,3 years 5 months.,Female,Foster,01/29/2018,02/22/2018,Adult,Adult,02,22,2018,01,29,2018
58627,Stray,Nellie Bell,Domestic Short Hair,Black and grey,Cat,3 years 5 months.,Female,Adoption,01/29/2018,04/06/2018,Adult,Adult,04,06,2018,01,29,2018
58628,Stray,Appa,Domestic Short Hair,Orange and White,Cat,3 years 1 month.,Female,Reclaimed,01/29/2018,01/29/2018,Adult,Adult,01,29,2018,01,29,2018
58629,Stray,Buddy,Beagle,Orange and White,Dog,11 years 5 months.,Male,Reclaimed,01/29/2018,01/30/2018,Senior,Senior,01,30,2018,01,29,2018
58629,Stray,Buddy,Beagle,Orange and White,Dog,11 years 5 months.,Male,Reclaimed,01/29/2018,01/26/2019,Senior,Senior,01,26,2019,01,29,2018
58631,Incompatible with owner lifestyle,Bojack,Labrador Retriever/Hound,Brown and White,Dog,3 years 5 months.,Male,Adoption,01/30/2018,02/12/2018,Adult,Adult,02,12,2018,01,30,2018
58632,Incompatible with owner lifestyle,Dexter,Beagle,Tricolour,Dog,5 years 5 months.,Male,Adoption,01/30/2018,02/06/2018,Adult,Adult,02,06,2018,01,30,2018
58632,Incompatible with owner lifestyle,Dexter,Beagle,Tricolour,Dog,5 years 5 months.,Male,Foster,01/30/2018,07/20/2018,Adult,Adult,07,20,2018,01,30,2018
58632,Incompatible with owner lifestyle,Dexter,Beagle,Tricolour,Dog,5 years 5 months.,Male,Adoption,01/30/2018,07/31/2018,Adult,Adult,07,31,2018,01,30,2018
58633,Stray,Bandit,Domestic Short Hair,Black and Brown,Cat,30 years 5 months.,Female,Reclaimed,01/30/2018,01/30/2018,Unknown,Unknown,01,30,2018,01,30,2018
58634,Incompatible with owner lifestyle,Gizmo,Domestic Short Hair,Torbie,Cat,3 years 4 months.,Female,Adoption,01/30/2018,02/02/2018,Adult,Adult,02,02,2018,01,30,2018
58635,Incompatible with owner lifestyle,Mew,Domestic Short Hair,Tortoiseshell,Cat,5 years 0 months.,Female,Adoption,01/30/2018,02/05/2018,Adult,Adult,02,05,2018,01,30,2018
