speciesname,intakeMonth,intakeMonthR,id,movementMonth,DogAgeGroup,intakeYear,movementDate1R,intakereason,movementYear,movementtype,sexname,CatAgeGroup
Dog,10,February,61362,9,Senior,2018,October,Stray,2019,1,Female,Senior
Dog,10,February,61362,9,Senior,2018,September,Stray,2019,1,Female,Senior
Dog,10,February,61364,11,Senior,2018,November,Incompatible with owner lifestyle,2018,1,Female,Mature
Dog,10,February,61364,12,Senior,2018,December,Incompatible with owner lifestyle,2018,0,Female,Mature
Dog,10,February,61366,10,Adult,2018,October,Police Assist,2018,1,Female,Adult
Dog,10,February,61367,11,Adult,2018,November,Stray,2018,1,Female,Adult
Dog,10,February,61367,12,Adult,2018,December,Stray,2018,0,Female,Adult
Dog,10,February,61368,10,Adolescent,2018,October,Stray,2018,0,Male,Adolescent
Cat,10,February,61369,11,Adolescent,2018,November,Stray,2018,0,Male,Adolescent
Cat,10,February,61370,10,Mature,2018,October,Owner Deceased,2018,1,Male,Mature
Dog,10,February,61371,10,Adult,2018,October,Abandoned,2018,0,Male,Adult
Dog,10,February,61372,10,Adult,2018,October,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,10,February,61376,10,Senior,2018,October,Stray,2018,1,Male,Senior
Dog,10,February,61376,2,Senior,2018,February,Stray,2019,0,Male,Senior
Dog,10,February,61376,2,Senior,2018,December,Stray,2019,0,Male,Senior
Dog,10,February,61376,12,Senior,2018,February,Stray,2020,0,Male,Senior
Dog,10,February,61376,12,Senior,2018,December,Stray,2020,0,Male,Senior
Dog,10,February,61379,10,Adult,2018,October,Landlord issues,2018,0,Female,Adult
Dog,10,February,61380,10,Adult,2018,October,Landlord issues,2018,0,Male,Adult
Cat,10,February,61381,10,Adolescent,2018,October,Stray,2018,0,Female,Adolescent
Cat,10,February,61382,11,Adult,2018,November,Stray,2018,1,Female,Adult
Cat,10,February,61382,12,Adult,2018,December,Stray,2018,0,Female,Adult
Cat,10,February,61383,11,Adolescent,2018,November,Stray,2018,1,Male,Adolescent
Cat,10,February,61383,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,November,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,February,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,11,Adolescent,2018,April,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,November,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,February,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,April,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,November,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,February,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,April,Stray,2018,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,November,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,February,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,2,Adolescent,2018,April,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,November,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,February,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,April,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,November,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,February,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,April,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,November,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,December,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,February,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,March,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,4,Adolescent,2018,April,Stray,2019,1,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,12,Adolescent,2018,March,Stray,2018,0,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,0,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,December,Stray,2019,0,Male,Adolescent
Cat,10,February,61384,3,Adolescent,2018,March,Stray,2019,0,Male,Adolescent
Cat,10,February,61385,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61386,10,Adult,2018,October,Biting,2018,1,Female,Adult
Dog,10,February,61387,11,Adult,2018,November,Unable to Afford,2018,0,Female,Adult
Cat,10,February,61388,10,Adolescent,2018,October,Stray,2018,0,Female,Adolescent
Dog,10,February,61393,10,Adult,2018,October,Police Assist,2018,1,Male,Adult
Cat,10,February,61394,11,Adolescent,2018,November,Stray,2018,0,Male,Adolescent
Cat,8,February,61396,8,Adolescent,2018,August,Stray,2018,1,Female,Adolescent
Cat,8,February,61396,11,Adolescent,2018,November,Stray,2018,0,Female,Adolescent
Cat,10,February,61397,12,Adolescent,2018,December,Stray,2018,0,Female,Adolescent
Cat,10,February,61398,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Dog,10,February,61400,10,Adult,2018,October,Stray,2018,1,Female,Adult
Dog,10,February,61400,10,Adult,2018,October,Stray,2018,1,Female,Adult
Dog,10,February,61400,10,Adult,2018,October,Stray,2020,1,Female,Adult
Dog,10,February,61400,10,Adult,2018,October,Stray,2020,1,Female,Adult
Dog,10,February,61401,10,Mature,2018,October,Stray,2018,1,Female,Mature
Dog,10,February,61401,10,Mature,2018,October,Stray,2018,1,Female,Mature
Dog,10,February,61401,10,Mature,2018,October,Stray,2020,1,Female,Mature
Dog,10,February,61401,10,Mature,2018,October,Stray,2020,1,Female,Mature
Cat,10,February,61402,10,Adult,2018,October,Incompatible with owner lifestyle,2018,0,Male,Adult
Dog,10,February,61403,10,Adult,2018,October,Stray,2018,1,Male,Adult
Dog,10,February,61404,10,Adult,2018,October,Stray,2018,1,Female,Adult
Cat,10,February,61405,10,Adolescent,2018,October,Stray,2018,1,Male,Adolescent
Cat,10,February,61405,12,Adolescent,2018,December,Stray,2018,0,Male,Adolescent
Dog,10,February,61406,10,Geriatric,2018,October,Stray,2018,1,Male,Senior
Dog,10,February,61407,10,Adult,2018,October,Stray,2018,0,Male,Adult
Dog,10,February,61407,10,Adult,2018,September,Stray,2018,0,Male,Adult
Dog,10,February,61407,9,Adult,2018,October,Stray,2019,0,Male,Adult
Dog,10,February,61407,9,Adult,2018,September,Stray,2019,0,Male,Adult
Dog,10,February,61409,11,Adult,2018,November,Stray,2018,0,Male,Adult
Dog,10,February,61409,11,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61409,11,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,November,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,November,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61409,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61410,10,Adult,2018,October,Stray,2018,1,Female,Adult
Dog,10,February,61411,10,Adult,2018,October,Stray,2018,1,Female,Adult
Dog,10,February,61413,10,Adult,2018,October,Stray,2018,1,Male,Adult
Cat,10,February,61415,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,10,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,10,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,12,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,12,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,12,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61415,1,Adult,2018,January,Litter relinquishment,2019,0,Female,Adult
Cat,10,February,61416,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,10,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,10,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,10,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,12,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,12,Adult,2018,October,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,12,Adult,2018,December,Litter relinquishment,2018,1,Female,Adult
Cat,10,February,61416,1,Adult,2018,January,Litter relinquishment,2019,0,Female,Adult
Cat,10,February,61417,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,10,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,10,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,12,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,12,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,12,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61417,1,Adolescent,2018,January,Litter relinquishment,2019,0,Male,Adolescent
Cat,10,February,61418,10,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,10,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,10,Adolescent,2018,December,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,10,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,10,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,10,Adolescent,2018,December,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,12,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,12,Adolescent,2018,October,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,12,Adolescent,2018,December,Litter relinquishment,2018,1,Female,Adolescent
Cat,10,February,61418,1,Adolescent,2018,January,Litter relinquishment,2019,0,Female,Adolescent
Cat,10,February,61419,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,10,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,10,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,10,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,12,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,12,Adolescent,2018,October,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,12,Adolescent,2018,December,Litter relinquishment,2018,1,Male,Adolescent
Cat,10,February,61419,1,Adolescent,2018,January,Litter relinquishment,2019,0,Male,Adolescent
Dog,10,February,61420,11,Adult,2018,November,Stray,2018,0,Male,Adult
Dog,10,February,61421,10,Senior,2018,October,Stray,2018,1,Male,Mature
Dog,10,February,61422,11,Adult,2018,November,Unsuitable Accommodation,2018,0,Male,Adult
Dog,10,February,61424,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61424,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61424,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61424,11,Adult,2018,November,Stray,2018,0,Female,Adult
Cat,10,February,61425,10,Adult,2018,October,Landlord issues,2018,1,Male,Adult
Cat,10,February,61426,10,Adult,2018,October,Landlord issues,2018,1,Female,Adult
Dog,10,February,61427,11,Adult,2018,November,Sick/Injured,2018,0,Female,Adult
Cat,10,February,61428,10,Adolescent,2018,October,Unable to Afford,2018,0,Male,Adolescent
Cat,10,February,61429,12,Adult,2018,December,Unable to Afford,2018,0,Female,Adult
Dog,10,February,61431,10,Geriatric,2018,October,Stray,2018,1,Male,Geriatric
Dog,10,February,61434,10,Adult,2018,October,Abandoned,2018,1,Male,Adult
Cat,10,February,61435,11,Adult,2018,November,Incompatible with owner lifestyle,2018,0,Female,Adult
Cat,10,February,61436,11,Adolescent,2018,November,Stray,2018,0,Female,Adolescent
Cat,10,February,61437,11,Adult,2018,November,Stray,2018,0,Male,Adult
Cat,10,February,61438,12,Mature,2018,December,Moving,2018,0,Female,Adult
Cat,10,February,61438,12,Mature,2018,February,Moving,2018,0,Female,Adult
Cat,10,February,61438,2,Mature,2018,December,Moving,2019,0,Female,Adult
Cat,10,February,61438,2,Mature,2018,February,Moving,2019,0,Female,Adult
Cat,10,February,61439,11,Mature,2018,November,Moving,2018,0,Female,Adult
Cat,10,February,61440,11,Adult,2018,November,Moving,2018,0,Female,Adult
Dog,10,February,61441,11,Adult,2018,November,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,10,February,61441,11,Adult,2018,December,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,10,February,61441,12,Adult,2018,November,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,10,February,61441,12,Adult,2018,December,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,10,February,61443,10,Geriatric,2018,October,Owner Deceased,2018,1,Female,Senior
Dog,10,February,61444,10,Geriatric,2018,October,Owner Deceased,2018,1,Male,Senior
Dog,10,February,61445,10,Adult,2018,October,Owner Deceased,2018,1,Female,Adult
Cat,10,February,61450,11,Adult,2018,November,Stray,2018,0,Female,Adult
Cat,10,February,61452,11,Adult,2018,November,Unsuitable Accommodation,2018,1,Female,Adult
Cat,10,February,61452,12,Adult,2018,December,Unsuitable Accommodation,2018,0,Female,Adult
Cat,10,February,61453,11,Adolescent,2018,November,Abandoned,2018,0,Male,Adolescent
Cat,10,February,61454,11,Adolescent,2018,November,Abandoned,2018,1,Male,Adolescent
Cat,10,February,61454,12,Adolescent,2018,December,Abandoned,2018,0,Male,Adolescent
Cat,10,February,61455,11,Adolescent,2018,November,Abandoned,2018,0,Male,Adolescent
Cat,10,February,61456,11,Adult,2018,November,Abandoned,2018,1,Female,Adult
Cat,10,February,61456,12,Adult,2018,December,Abandoned,2018,0,Female,Adult
Cat,10,February,61457,11,Adolescent,2018,November,Abandoned,2018,0,Male,Adolescent
Dog,10,February,61458,10,Mature,2018,October,Unable to Afford,2018,1,Female,Mature
Dog,10,February,61458,10,Mature,2018,November,Unable to Afford,2018,1,Female,Mature
Dog,10,February,61458,11,Mature,2018,October,Unable to Afford,2018,1,Female,Mature
Dog,10,February,61458,11,Mature,2018,November,Unable to Afford,2018,1,Female,Mature
Dog,10,February,61458,12,Mature,2018,December,Unable to Afford,2018,0,Female,Mature
Dog,10,February,61459,10,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61459,10,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61459,11,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61459,11,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61459,12,Adolescent,2018,December,Unable to Afford,2018,0,Female,Adolescent
Dog,10,February,61460,10,Adult,2018,October,Unable to Afford,2018,1,Female,Adult
Dog,10,February,61460,10,Adult,2018,November,Unable to Afford,2018,1,Female,Adult
Dog,10,February,61460,11,Adult,2018,October,Unable to Afford,2018,1,Female,Adult
Dog,10,February,61460,11,Adult,2018,November,Unable to Afford,2018,1,Female,Adult
Dog,10,February,61460,12,Adult,2018,December,Unable to Afford,2018,0,Female,Adult
Dog,10,February,61461,10,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61461,10,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61461,11,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61461,11,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61461,12,Adolescent,2018,December,Unable to Afford,2018,0,Female,Adolescent
Dog,10,February,61461,12,Adolescent,2018,June,Unable to Afford,2018,0,Female,Adolescent
Dog,10,February,61461,6,Adolescent,2018,December,Unable to Afford,2019,0,Female,Adolescent
Dog,10,February,61461,6,Adolescent,2018,June,Unable to Afford,2019,0,Female,Adolescent
Dog,10,February,61462,10,Adolescent,2018,October,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61462,10,Adolescent,2018,November,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61462,11,Adolescent,2018,October,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61462,11,Adolescent,2018,November,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61462,12,Adolescent,2018,December,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61462,12,Adolescent,2018,August,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61462,12,Adolescent,2018,March,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61462,12,Adolescent,2018,April,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61462,8,Adolescent,2018,December,Unable to Afford,2019,0,Male,Adolescent
Dog,10,February,61462,8,Adolescent,2018,August,Unable to Afford,2019,0,Male,Adolescent
Dog,10,February,61462,8,Adolescent,2018,March,Unable to Afford,2019,0,Male,Adolescent
Dog,10,February,61462,8,Adolescent,2018,April,Unable to Afford,2019,0,Male,Adolescent
Dog,10,February,61462,3,Adolescent,2018,December,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,3,Adolescent,2018,August,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,3,Adolescent,2018,March,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,3,Adolescent,2018,April,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,4,Adolescent,2018,December,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,4,Adolescent,2018,August,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,4,Adolescent,2018,March,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61462,4,Adolescent,2018,April,Unable to Afford,2020,0,Male,Adolescent
Dog,10,February,61463,10,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61463,10,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61463,11,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61463,11,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61463,12,Adolescent,2018,December,Unable to Afford,2018,0,Female,Adolescent
Dog,10,February,61464,10,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61464,10,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61464,11,Adolescent,2018,October,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61464,11,Adolescent,2018,November,Unable to Afford,2018,1,Female,Adolescent
Dog,10,February,61464,12,Adolescent,2018,December,Unable to Afford,2018,0,Female,Adolescent
Dog,10,February,61465,10,Adolescent,2018,October,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61465,10,Adolescent,2018,November,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61465,11,Adolescent,2018,October,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61465,11,Adolescent,2018,November,Unable to Afford,2018,1,Male,Adolescent
Dog,10,February,61465,12,Adolescent,2018,December,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61465,12,Adolescent,2018,September,Unable to Afford,2018,0,Male,Adolescent
Dog,10,February,61465,9,Adolescent,2018,December,Unable to Afford,2019,0,Male,Adolescent
Dog,10,February,61465,9,Adolescent,2018,September,Unable to Afford,2019,0,Male,Adolescent
Cat,10,February,61468,10,Senior,2018,October,Incompatible with owner lifestyle,2018,1,Male,Mature
Dog,10,February,61469,11,Mature,2018,November,Stray,2018,0,Female,Mature
Dog,10,February,61469,11,Mature,2018,November,Stray,2018,0,Female,Mature
Dog,10,February,61469,11,Mature,2018,November,Stray,2018,0,Female,Mature
Dog,10,February,61469,11,Mature,2018,November,Stray,2018,0,Female,Mature
Dog,10,February,61473,11,Geriatric,2018,November,Stray,2018,1,Male,Geriatric
Cat,10,February,61480,12,Adult,2018,December,Incompatible with owner lifestyle,2018,0,Female,Adult
Cat,10,February,61482,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61484,11,Mature,2018,November,Incompatible with owner lifestyle,2018,0,Male,Mature
Cat,10,February,61486,12,Adult,2018,December,Stray,2018,0,Male,Adult
Cat,10,February,61487,11,Adolescent,2018,November,Stray,2018,0,Female,Adolescent
Dog,10,February,61488,10,Adult,2018,October,Moving,2018,0,Female,Adult
Cat,10,February,61490,11,Adult,2018,November,Landlord issues,2018,0,Male,Adult
Dog,10,February,61491,11,Mature,2018,November,Incompatible with owner lifestyle,2018,0,Male,Mature
Dog,10,February,61492,11,Mature,2018,November,Abandoned,2018,1,Female,Mature
Cat,10,February,61494,12,Adult,2018,December,Stray,2018,0,Female,Adult
Cat,10,February,61495,11,Adolescent,2018,November,Stray,2018,0,Female,Adolescent
Cat,10,February,61496,11,Adolescent,2018,November,Stray,2018,0,Male,Adolescent
Cat,10,February,61497,11,Adolescent,2018,November,Stray,2018,0,Male,Adolescent
Cat,10,February,61498,11,Adolescent,2018,November,Stray,2018,0,Male,Adolescent
Cat,10,February,61499,11,Adolescent,2018,November,Stray,2018,0,Female,Adolescent
Cat,10,February,61500,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61501,12,Adult,2018,December,Stray,2018,0,Male,Adult
Cat,10,February,61503,12,Adult,2018,December,Allergies,2018,0,Female,Adult
Dog,10,February,61505,10,Geriatric,2018,October,Stray,2018,1,Male,Senior
Dog,10,February,61507,11,Adult,2018,November,Incompatible with owner lifestyle,2018,0,Male,Adult
Cat,10,February,61509,10,Adult,2018,October,Stray,2018,1,Female,Adult
Dog,10,February,61515,11,Adult,2018,November,Biting,2018,1,Female,Adult
Dog,10,February,61518,11,Adult,2018,November,Incompatible with other pets,2018,0,Male,Adult
Dog,10,February,61518,11,Adult,2018,December,Incompatible with other pets,2018,0,Male,Adult
Dog,10,February,61518,12,Adult,2018,November,Incompatible with other pets,2018,0,Male,Adult
Dog,10,February,61518,12,Adult,2018,December,Incompatible with other pets,2018,0,Male,Adult
Dog,10,February,61519,12,Adult,2018,December,Stray,2018,0,Male,Adult
Dog,10,February,61519,12,Adult,2018,January,Stray,2018,0,Male,Adult
Dog,10,February,61519,1,Adult,2018,December,Stray,2019,0,Male,Adult
Dog,10,February,61519,1,Adult,2018,January,Stray,2019,0,Male,Adult
Cat,10,February,61520,11,Mature,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61521,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61522,11,Adult,2018,November,Stray,2018,0,Female,Adult
Dog,10,February,61523,11,Adult,2018,November,Moving,2018,0,Male,Adult
Dog,10,February,61523,11,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,10,February,61523,11,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,November,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,November,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,10,February,61523,12,Adult,2018,December,Moving,2018,0,Male,Adult
Dog,11,February,61525,11,Adult,2018,November,Stray,2018,0,Male,Adult
Dog,11,February,61526,11,Adult,2018,November,Stray,2018,1,Female,Adult
Cat,11,February,61528,11,Adult,2018,November,Stray,2018,1,Female,Adult
Cat,11,February,61528,11,Adult,2018,January,Stray,2018,1,Female,Adult
Cat,11,February,61528,1,Adult,2018,November,Stray,2019,1,Female,Adult
Cat,11,February,61528,1,Adult,2018,January,Stray,2019,1,Female,Adult
Cat,11,February,61528,2,Adult,2018,February,Stray,2019,0,Female,Adult
