speciesname,intakeMonth,intakeMonthR,id,movementMonth,DogAgeGroup,intakeYear,movementDate1R,intakereason,movementYear,movementtype,sexname,CatAgeGroup
Cat,5,February,59618,5,Adult,2018,May,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59619,5,Adult,2018,May,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59620,5,Adult,2018,May,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59621,5,Adult,2018,May,Litter relinquishment,2018,0,Female,Adult
Cat,5,February,59622,5,Puppy,2018,May,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,5,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,5,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,May,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,May,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59622,7,Puppy,2018,July,Litter relinquishment,2018,1,Male,Kitten
Cat,5,February,59623,5,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,5,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,5,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59623,2,Adult,2018,February,Litter relinquishment,2019,0,Male,Adult
Cat,5,February,59624,5,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,5,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,5,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59624,8,Adult,2018,August,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59625,6,Adult,2018,June,Stray,2018,1,Female,Adult
Cat,5,February,59625,6,Adult,2018,June,Stray,2018,1,Female,Adult
Cat,5,February,59625,6,Adult,2018,June,Stray,2018,1,Female,Adult
Cat,5,February,59625,6,Adult,2018,June,Stray,2018,1,Female,Adult
Cat,5,February,59625,8,Adult,2018,August,Stray,2018,0,Female,Adult
Dog,5,February,59626,6,Adult,2018,June,Marriage/Relationship split,2018,0,Male,Adult
Dog,5,February,59627,5,Adult,2018,May,Stray,2018,1,Male,Adult
Dog,5,February,59628,6,Mature,2018,June,Stray,2018,0,Female,Mature
Dog,5,February,59630,6,Mature,2018,June,Stray,2018,0,Male,Mature
Dog,5,February,59630,6,Mature,2018,July,Stray,2018,0,Male,Mature
Dog,5,February,59630,7,Mature,2018,June,Stray,2018,0,Male,Mature
Dog,5,February,59630,7,Mature,2018,July,Stray,2018,0,Male,Mature
Cat,5,February,59632,5,Puppy,2018,May,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59632,5,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59632,7,Puppy,2018,May,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59632,7,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59633,5,Adult,2018,May,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,5,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,5,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,May,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,May,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,7,Adult,2018,July,Born in Shelter,2018,1,Male,Adult
Cat,5,February,59633,8,Adult,2018,August,Born in Shelter,2018,0,Male,Adult
Cat,5,February,59634,5,Puppy,2018,May,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,5,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,5,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,May,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,May,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59634,7,Puppy,2018,July,Born in Shelter,2018,1,Female,Kitten
Cat,5,February,59635,6,Adult,2018,June,Stray,2018,0,Female,Adult
Cat,5,February,59636,6,Senior,2018,June,Stray,2018,0,Female,Mature
Cat,5,February,59638,6,Adult,2018,June,Stray,2018,0,Male,Adult
Cat,5,February,59639,6,Adult,2018,June,Stray,2018,0,Female,Adult
Dog,5,February,59641,7,Mature,2018,July,Moving,2018,0,Female,Adult
Dog,5,February,59642,6,Senior,2018,June,Moving,2018,0,Male,Mature
Dog,5,February,59643,5,Adult,2018,May,Stray,2018,1,Male,Adult
Dog,5,February,59644,6,Geriatric,2018,June,Stray,2018,0,Male,Senior
Dog,5,February,59644,6,Geriatric,2018,November,Stray,2018,0,Male,Senior
Dog,5,February,59644,6,Geriatric,2018,November,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,June,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,November,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,November,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,June,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,November,Stray,2018,0,Male,Senior
Dog,5,February,59644,11,Geriatric,2018,November,Stray,2018,0,Male,Senior
Cat,5,February,59645,7,Adult,2018,July,Abandoned,2018,0,Female,Adult
Cat,5,February,59646,7,Adult,2018,July,Abandoned,2018,0,Female,Adult
Cat,5,February,59647,5,Puppy,2018,May,Born in Shelter,2018,1,Unknown,Kitten
Cat,5,February,59648,5,Adult,2018,May,Stray,2018,1,Female,Adult
Cat,5,February,59649,8,Adult,2018,August,Abandoned,2018,0,Female,Adult
Cat,5,February,59650,9,Adult,2018,September,Abandoned,2018,0,Male,Adult
Cat,5,February,59651,9,Adult,2018,September,Abandoned,2018,0,Male,Adult
Cat,5,February,59652,6,Adult,2018,June,Abandoned,2018,0,Male,Adult
Dog,5,February,59653,6,Adult,2018,June,Moving,2018,0,Female,Adult
Cat,5,February,59654,7,Adult,2018,July,Incompatible with owner lifestyle,2018,0,Male,Adult
Cat,5,February,59655,7,Adult,2018,July,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,5,February,59658,7,Adult,2018,July,Moving,2018,0,Male,Adult
Dog,5,February,59659,6,Adult,2018,June,Moving,2018,0,Male,Adult
Dog,5,February,59659,6,Adult,2018,July,Moving,2018,0,Male,Adult
Dog,5,February,59659,7,Adult,2018,June,Moving,2018,0,Male,Adult
Dog,5,February,59659,7,Adult,2018,July,Moving,2018,0,Male,Adult
Cat,5,February,59660,5,Geriatric,2018,May,Police Assist,2018,1,Female,Geriatric
Dog,5,February,59665,6,Adult,2018,June,Stray,2018,1,Female,Adult
Dog,5,February,59665,6,Adult,2018,September,Stray,2018,1,Female,Adult
Dog,5,February,59665,9,Adult,2018,June,Stray,2018,1,Female,Adult
Dog,5,February,59665,9,Adult,2018,September,Stray,2018,1,Female,Adult
Dog,5,February,59665,7,Adult,2018,July,Stray,2018,0,Female,Adult
Dog,5,February,59666,6,Adult,2018,June,Sick/Injured,2018,0,Male,Adult
Cat,5,February,59667,7,Adult,2018,July,Stray,2018,0,Male,Adult
Cat,5,February,59668,7,Adult,2018,July,Stray,2018,0,Female,Adult
Cat,5,February,59669,5,Adult,2018,May,Stray,2018,1,Female,Adult
Cat,5,February,59669,6,Adult,2018,June,Stray,2018,0,Female,Adult
Cat,5,February,59670,5,Adult,2018,May,Stray,2018,1,Male,Adult
Cat,5,February,59670,6,Adult,2018,June,Stray,2018,0,Male,Adult
Cat,5,February,59671,6,Adult,2018,June,Stray,2018,0,Female,Adult
Cat,5,February,59673,6,Adult,2018,June,Abandoned,2018,0,Female,Adult
Cat,5,February,59675,8,Adult,2018,August,Sick/Injured,2018,0,Female,Adult
Dog,5,February,59676,6,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,6,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,6,Mature,2018,July,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,6,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,6,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,6,Mature,2018,July,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,7,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,7,Mature,2018,June,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,7,Mature,2018,July,Unable to Afford,2018,1,Female,Mature
Dog,5,February,59676,8,Mature,2018,August,Unable to Afford,2018,0,Female,Mature
Dog,5,February,59677,6,Mature,2018,June,Unable to Afford,2018,0,Male,Mature
Dog,5,February,59677,6,Mature,2018,October,Unable to Afford,2018,0,Male,Mature
Dog,5,February,59677,10,Mature,2018,June,Unable to Afford,2018,0,Male,Mature
Dog,5,February,59677,10,Mature,2018,October,Unable to Afford,2018,0,Male,Mature
Dog,5,February,59678,6,Adult,2018,June,Unable to Afford,2018,0,Male,Adult
Dog,5,February,59679,6,Adult,2018,June,Unable to Afford,2018,0,Female,Adult
Cat,5,February,59680,6,Adult,2018,June,Unable to Afford,2018,0,Female,Adult
Dog,5,February,59682,6,Adult,2018,June,Stray,2018,0,Male,Adult
Cat,5,February,59683,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,5,February,59683,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,5,February,59683,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,5,February,59683,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,5,February,59683,8,Adult,2018,August,Stray,2018,0,Male,Adult
Cat,5,February,59684,6,Puppy,2018,June,Stray,2018,1,Male,Kitten
Dog,5,February,59685,5,Mature,2018,May,Owner Deceased,2018,1,Male,Mature
Cat,5,February,59686,8,Mature,2018,August,Unable to Afford,2018,1,Male,Mature
Cat,5,February,59687,7,Adult,2018,July,Stray,2018,0,Female,Adult
Cat,5,February,59688,7,Adult,2018,July,Moving,2018,0,Male,Adult
Cat,5,February,59689,5,Adult,2018,May,Stray,2018,1,Male,Adult
Cat,5,February,59689,6,Adult,2018,June,Stray,2018,0,Male,Adult
Dog,5,February,59691,5,Geriatric,2018,May,Stray,2018,1,Male,Senior
Dog,5,February,59691,7,Geriatric,2018,July,Stray,2018,0,Male,Senior
Dog,5,February,59692,5,Adult,2018,May,Stray,2018,1,Male,Adult
Dog,5,February,59693,5,Adult,2018,May,Stray,2018,1,Female,Adult
Dog,5,February,59695,6,Adult,2018,June,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,5,February,59695,6,Adult,2018,July,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,5,February,59695,7,Adult,2018,June,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,5,February,59695,7,Adult,2018,July,Incompatible with owner lifestyle,2018,0,Female,Adult
Cat,5,February,59696,5,Adult,2018,May,Litter relinquishment,2018,1,Female,Adult
Cat,5,February,59696,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,5,February,59697,5,Adult,2018,May,Litter relinquishment,2018,1,Female,Adult
Cat,5,February,59697,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,5,February,59698,5,Adult,2018,May,Litter relinquishment,2018,1,Female,Adult
Cat,5,February,59698,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,5,February,59699,5,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59699,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59700,5,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59700,8,Adult,2018,August,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59701,5,Adult,2018,May,Litter relinquishment,2018,1,Male,Adult
Cat,5,February,59701,8,Adult,2018,August,Litter relinquishment,2018,0,Male,Adult
Cat,5,February,59702,5,Adult,2018,May,Litter relinquishment,2018,1,Female,Adult
Cat,5,February,59702,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,5,February,59703,5,Adult,2018,May,Litter relinquishment,2018,1,Female,Adult
Cat,5,February,59703,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Dog,5,February,59705,5,Adult,2018,May,Unsuitable Accommodation,2018,1,Male,Adult
Cat,5,February,59706,8,Adult,2018,August,Unsuitable Accommodation,2018,0,Female,Adult
Cat,5,February,59707,8,Adult,2018,August,Unsuitable Accommodation,2018,0,Male,Adult
Cat,5,February,59708,6,Adult,2018,June,Unsuitable Accommodation,2018,1,Unknown,Adult
Cat,5,February,59709,7,Adult,2018,July,Incompatible with owner lifestyle,2018,1,Female,Adult
Cat,5,February,59710,6,Adult,2018,June,Moving,2018,1,Male,Adult
Dog,5,February,59711,6,Adult,2018,June,Stray,2018,0,Female,Adult
Dog,5,February,59712,5,Adult,2018,May,Stray,2018,1,Female,Adult
Dog,5,February,59713,5,Senior,2018,May,Stray,2018,1,Female,Senior
Dog,5,February,59716,6,Senior,2018,June,Stray,2018,1,Male,Senior
Dog,5,February,59716,8,Senior,2018,August,Stray,2018,0,Male,Senior
Dog,5,February,59718,6,Adult,2018,June,Stray,2018,0,Female,Adult
Dog,5,February,59721,6,Adult,2018,June,Unsuitable Accommodation,2018,0,Female,Adult
Dog,5,February,59724,9,Adult,2018,September,Stray,2018,0,Male,Adult
Dog,5,February,59725,6,Geriatric,2018,June,Stray,2018,1,Female,Senior
Dog,6,February,59726,6,Mature,2018,June,Unsuitable Accommodation,2018,0,Female,Mature
Dog,6,February,59727,6,Adult,2018,June,Biting,2018,1,Male,Adult
Dog,6,February,59728,6,Adult,2018,June,Stray,2018,0,Male,Adult
Dog,6,February,59729,7,Mature,2018,July,Stray,2018,0,Female,Mature
Dog,6,February,59733,6,Adult,2018,June,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59733,6,Adult,2018,June,Transfer from Other Shelter,2018,0,Male,Adult
Dog,6,February,59735,6,Adult,2018,June,Transfer from Other Shelter,2018,1,Female,Adult
Dog,6,February,59735,6,Adult,2018,June,Transfer from Other Shelter,2018,0,Female,Adult
Dog,6,February,59736,6,Adult,2018,June,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59736,6,Adult,2018,June,Transfer from Other Shelter,2018,0,Male,Adult
Dog,6,February,59738,6,Adult,2018,June,Incompatible with owner lifestyle,2018,1,Male,Adult
Cat,6,February,59739,6,Mature,2018,June,Incompatible with owner lifestyle,2018,0,Male,Mature
Cat,6,February,59740,6,Mature,2018,June,Stray,2018,1,Male,Mature
Cat,6,February,59741,7,Mature,2018,July,Stray,2018,0,Male,Mature
Cat,6,February,59742,6,Puppy,2018,June,Litter relinquishment,2018,1,Female,Kitten
Cat,6,February,59743,6,Puppy,2018,June,Litter relinquishment,2018,1,Male,Kitten
Cat,6,February,59744,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59744,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59745,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59745,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59746,6,Puppy,2018,June,Litter relinquishment,2018,1,Male,Kitten
Cat,6,February,59747,6,Puppy,2018,June,Litter relinquishment,2018,1,Male,Kitten
Cat,6,February,59748,6,Puppy,2018,June,Litter relinquishment,2018,1,Female,Kitten
Dog,6,February,59749,6,Adult,2018,June,Stray,2018,1,Female,Adult
Dog,6,February,59750,6,Senior,2018,June,Stray,2018,1,Male,Senior
Dog,6,February,59751,6,Adult,2018,June,Moving,2018,0,Female,Adult
Cat,6,February,59752,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59752,7,Adult,2018,July,Stray,2018,0,Male,Adult
Dog,6,February,59754,6,Senior,2018,June,Stray,2018,1,Female,Mature
Dog,6,February,59755,6,Adult,2018,June,Stray,2018,0,Female,Adult
Dog,6,February,59755,6,Adult,2018,December,Stray,2018,0,Female,Adult
Dog,6,February,59755,12,Adult,2018,June,Stray,2018,0,Female,Adult
Dog,6,February,59755,12,Adult,2018,December,Stray,2018,0,Female,Adult
Cat,6,February,59757,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59757,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59757,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59757,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59757,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59758,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59758,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59758,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59758,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59758,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59759,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59759,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59760,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59760,6,Adult,2018,August,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59760,8,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59760,8,Adult,2018,August,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59760,8,Adult,2018,August,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59761,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59761,6,Adult,2018,August,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59761,8,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59761,8,Adult,2018,August,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59761,8,Adult,2018,August,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59761,10,Adult,2018,October,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59762,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59762,8,Adult,2018,August,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59762,8,Adult,2018,November,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59762,11,Adult,2018,August,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59762,11,Adult,2018,November,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59763,6,Puppy,2018,June,Litter relinquishment,2018,1,Female,Kitten
Dog,6,February,59764,6,Adult,2018,June,Incompatible with owner lifestyle,2018,0,Female,Adult
Dog,6,February,59765,6,Mature,2018,June,Stray,2018,1,Female,Mature
Dog,6,February,59767,7,Adult,2018,July,Stray,2018,0,Male,Adult
Dog,6,February,59768,6,Senior,2018,June,Stray,2018,1,Male,Mature
Dog,6,February,59769,6,Adult,2018,June,Stray,2018,1,Female,Adult
Dog,6,February,59770,6,Senior,2018,June,Stray,2018,1,Female,Senior
Cat,6,February,59774,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59774,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59774,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59774,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59774,7,Adult,2018,July,Stray,2018,0,Male,Adult
Dog,6,February,59779,5,Adult,2018,May,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59779,5,Adult,2018,June,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59779,6,Adult,2018,May,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59779,6,Adult,2018,June,Transfer from Other Shelter,2018,1,Male,Adult
Dog,6,February,59779,7,Adult,2018,July,Transfer from Other Shelter,2018,0,Male,Adult
Cat,6,February,59780,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59780,6,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59780,7,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59780,7,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59780,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59781,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59781,6,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59781,7,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59781,7,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59781,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59782,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59782,6,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59782,7,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59782,7,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59782,7,Adult,2018,July,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59783,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59783,6,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59783,7,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59783,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59783,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59784,6,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59784,6,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59784,7,Adult,2018,June,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59784,7,Adult,2018,July,Litter relinquishment,2018,1,Male,Adult
Cat,6,February,59784,7,Adult,2018,July,Litter relinquishment,2018,0,Male,Adult
Cat,6,February,59785,6,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,6,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,6,Adult,2018,August,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,6,Adult,2018,September,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,7,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,7,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,7,Adult,2018,August,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,7,Adult,2018,September,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,8,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,8,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,8,Adult,2018,August,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,8,Adult,2018,September,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,9,Adult,2018,June,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,9,Adult,2018,July,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,9,Adult,2018,August,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,9,Adult,2018,September,Litter relinquishment,2018,1,Female,Adult
Cat,6,February,59785,9,Adult,2018,September,Litter relinquishment,2018,0,Female,Adult
Cat,6,February,59786,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59786,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59786,7,Adult,2018,July,Stray,2018,0,Male,Adult
Cat,6,February,59787,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59787,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59787,7,Adult,2018,July,Stray,2018,0,Male,Adult
Cat,6,February,59788,6,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59788,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,6,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,June,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,7,Adult,2018,July,Stray,2018,1,Male,Adult
Cat,6,February,59788,8,Adult,2018,August,Stray,2018,0,Male,Adult
